# product                 SHA1                                      Version                       
BUILD=b4018
xpa                       eb35b1105c2a44557af660104f2807e2b28255dd  2.1.15.lsst3                             
starlink_ast              d6cc4e835a9437c4b59277a244e876fd49850cad  lsst-dev-gd6cc4e835a                     
minuit2                   dae2fb72f087c8d6dd1c4e0cfe8a828920f3412e  5.34.14                                  
fftw                      30c2cc419e7200314efbef8d0c432ac11e9d41be  3.3.4.lsst2                              
doxygen                   524ee4ee18a8ea2be55a677f925dc1f92df1e323  1.8.13.lsst3                             
testdata_deblender        76d7dc3446bdd13dbec01f3aa48771848b22ce3c  16.0                                     
apr                       39b3212aa46217e4f485b02496381907da8b8d7a  1.5.2                                    
testdata_decam            dd95a3b756cb1b6af5108f06ed7d2afa9202a39a  14.0                                     
cfitsio                   fc68e3c458900712f0b7938936ce70f46fa4ba7f  3360.lsst6                               
testdata_cfht             2bee09ef6fe206c85ef4c504c2f14afeef4acdd0  14.0                                     
python                    28a652d3d6b1665eb14b9465e11af08269e99fc6  0.0.8                                    
astro_metadata_translator 24fba81b1364be6afe4ee238a5e8fb8cde1efc5d  master-g24fba81b13                       scons,sconsUtils,pyyaml,astropy,daf_base
daf_persistence           7af1f30f925c9795163610330ef1156abdc0b44d  16.0-15-g7af1f30                         log,pex_policy,astropy,pyyaml,pybind11,python
pex_config                9d3e444d00de443eb611b28f5238bd39c4edbdf6  16.0-10-g9d3e444                         daf_base,pex_policy,numpy,utils,pybind11,python
afw                       802307b6d1a7bb6fd4d7c74d862e8f7d861686a1  16.0-76-g802307b6d                       daf_base,daf_persistence,pex_config,geom,log,ndarray,cfitsio,numpy,minuit2,eigen,gsl,fftw,sphgeom,utils,astropy,pybind11,astshim,matplotlib,afwdata
ctrl_orca                 aefcce0c63ab49706277cc7673ef50e1723b127e  16.0-3-gaefcce0+9                        python_future,utils,pex_config,daf_persistence,log
shapelet                  3a9f023dd86f9ba8004710d26303653cb3bd23dc  16.0-8-g3a9f023+25                       afw,numpy,scons,sconsUtils,pybind11,scipy
display_ds9               9d5294e0e55208fb9c5d11dc0716d52959c879d6  16.0-2-g9d5294e+74                       afw,xpa,pybind11
daf_butler                eed5b55eb89758d4a793823338dd757125ccbf4b  master-geed5b55eb8                       sphgeom,sqlalchemy,numpy,scons,sconsUtils,utils,astro_metadata_translator,daf_persistence,afw
skymap                    f3bc1693beacae2781f617f1b56d2f01823b1b20  16.0-9-gf3bc169+5                        numpy,sphgeom,afw,daf_butler,healpy
dax_ppdb                  c237143d49724638a14a7e12bfb880423fd85c71  master-gc237143d49+2                     afw,pex_config,python,pyyaml,scons,sconsUtils,sphgeom,sqlalchemy,utils
display_firefly           b7df26bb8221b0eb6ad5e31b88e7853bbfe5e2f8  16.0-10-gb7df26b+1                       afw,log,firefly_client,python_future
display_matplotlib        18f3627e88fe04e8f147c3e4c8d6091418f34f68  16.0-4-g18f3627+18                       afw,matplotlib,python_future
obs_base                  216c9f1d47228487a4cb7d0398d638637074cf4f  16.0-30-g216c9f1                         daf_base,log,daf_persistence,afw,astropy,utils,astro_metadata_translator,daf_butler
ctrl_execute              609bcd0aaf14039c9ec6cbe251c4f2edf7f495ba  16.0-1-g609bcd0+7                        python_future,ctrl_orca,pex_config,utils
obs_test                  12e47bda8bcdc3b68ffc6be2333dd3e583aa69ec  16.0-11-g12e47bd+7                       afw,daf_base,obs_base,pex_config,pex_policy,numpy,utils,astropy
pipe_base                 6787e8a060e36abb9074638587104f3c8ac6a5fb  16.0-30-g6787e8a+1                       daf_butler,daf_persistence,log,pex_config,utils,afw,obs_test
ctrl_platform_lsstvc      817d9558669f49bfc7333e6765e3300a0ffb5ad6  16.0-2-g817d955+7                        ctrl_execute
ctrl_pool                 abf74b740a17475d1a9aa5aac38ff8e15b53db48  16.0-4-gabf74b7+38                       python_future,daf_persistence,pipe_base,log,utils,mpi4py
verify                    5f707636639307d00bcaeb78228db2a0113ed85e  16.0-7-g5f70763                          python_future,pyyaml,requests,numpy,astropy,sconsUtils,utils,pex_exceptions,log,pytest_flake8,pex_config,pipe_base,verify_metrics
coadd_utils               6a53317665fd620d2a0fe3cfb0c2fab85c895877  16.0-5-g6a53317+43                       afw,log,pybind11,numpy,pex_config,pipe_base,scons,sconsUtils,utils,afwdata
ap_verify_testdata        ad2fcd81dc6c9dcaab49a014c1aec0a544669bb3  master-gad2fcd81dc+47                    obs_test
ctrl_mpexec               53f50ade4d881e0ba68883d8a6412edc0e05d764  master-g53f50ade4d+2                     daf_butler,log,pex_config,pipe_base
cp_pipe                   27fb78a50ac6fbde48d40a36c2de663432c533f8  16.0-5-g27fb78a+16                       pex_config,pipe_base,daf_base,log
meas_base                 a4d4bcb020a6781d19bfad2165b8f39455a99ffa  16.0-18-ga4d4bcb+10                      utils,geom,afw,coadd_utils,daf_base,sphgeom,numpy,pex_config,pipe_base,pybind11,scons,sconsUtils
meas_algorithms           5fc85b1284d24052a59916f5d1ba8384663fe1ef  16.0-24-g5fc85b12                        astshim,daf_base,daf_persistence,geom,afw,esutil,log,meas_base,obs_test,minuit2,numpy,pex_config,pex_exceptions,pex_policy,pipe_base,scons,sconsUtils,utils,pybind11
meas_extensions_psfex     71e5ef5b6325f56642d3e15eb65d2af8f2ce32b4  16.0-12-g71e5ef5+5                       afw,boost,daf_base,fftw,meas_algorithms,meas_base,numpy,psfex,scons,sconsUtils,pybind11,utils
meas_extensions_simpleShape b3f8a4bae7472527b6ae8c4180753443f1554f94  16.0-5-gb3f8a4b+96                       scons,sconsUtils,base,numpy,pybind11,afw,meas_base,utils,pex_config,pex_exceptions
meas_modelfit             cf94535bb612d166be82af3f27d59d01659e0b6f  16.0-18-gcf94535+8                       afw,meas_algorithms,meas_base,numpy,log,scons,sconsUtils,shapelet,pybind11,matplotlib
meas_extensions_photometryKron f49912ce06bd4fc99570f803ac93236ca89614a4  16.0-6-gf49912c+39                       meas_base,pybind11,meas_algorithms
meas_deblender            5c924a4f47b21ea0965c10e2a861c00b3f1f2f6e  16.0-12-g5c924a4+16                      afw,log,meas_algorithms,numpy,scons,sconsUtils,utils,pybind11,scarlet,matplotlib,testdata_deblender
ap_association            7cc58e0bbbf861efb58c4a00fa25c6a8a8ba8833  master-g7cc58e0bbb+6                     afw,meas_algorithms,pex_config,pipe_base,dax_ppdb,numpy,scipy,python_future
meas_astrom               dae7b8cc9ea434b1b9f817dadc3ebb38d28aea0d  16.0-21-gdae7b8c+2                       geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils,astrometry_net,numpy,matplotlib
meas_extensions_shapeHSM  fda48a7a1806872895ec1bfc22b61629ecc97b3a  16.0-6-gfda48a7+78                       meas_base,meas_algorithms,galsim,afw,daf_base,numpy,pex_exceptions,pybind11,sconsUtils,utils
ip_isr                    ade7dc47fca330bd4f6e50a98019efd37a2c5218  16.0-19-gade7dc4                         meas_algorithms,numpy,pipe_base,scons,sconsUtils,pybind11
meas_extensions_astrometryNet 21fd5fe612fa2e3ec385736e6e6fc120e753f7df  16.0-8-g21fd5fe+40                       afw,log,meas_algorithms,meas_astrom,pex_config,pipe_base,utils,astropy,wcslib,astrometry_net,numpy,python_future,matplotlib
ip_diffim                 eff7d6b5667e6a87b65bc31ca314e4b7251f13c9  16.0-18-geff7d6b+5                       afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,minuit2,numpy,pex_config,pex_policy,pipe_base,utils,lmfit,pybind11,afwdata,matplotlib
obs_monocam               40f4cc0425a24cb24e795c0a208c1352c08c815b  16.0-4-g40f4cc0+62                       afw,daf_base,obs_base,pex_config,pex_policy,python_future,numpy,utils,meas_extensions_astrometryNet
meas_extensions_convolved ae186386385d2a635bea615618b8e50547629263  16.0-4-gae18638+65                       meas_algorithms,meas_extensions_photometryKron
obs_ctio0m9               2e441db59638a9239894b27a78dc617b1c89bca3  16.0-6-g2e441db+39                       afw,daf_base,obs_base,pex_config,numpy,utils,ip_isr
pipe_tasks                b2b2650a0a3d64eaa1a09c87e22e210fc4d65e17  16.0-61-gb2b2650a                        afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_astrom,meas_extensions_astrometryNet,meas_deblender,astrometry_net_data,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test,matplotlib
obs_sdss                  33965e3bc67f181039e21b71243058176ee54124  16.0-7-g33965e3+54                       pex_policy,obs_base,afw,meas_algorithms,meas_astrom,pipe_tasks,utils,log,astropy
obs_decam                 9d290d58030b3bb07734599920439f33a16acbc6  16.0-19-g9d290d5+8                       utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,pex_policy,ip_isr,astro_metadata_translator,testdata_decam
obs_cfht                  8b21c43b27ef5112591186a4742b691ed95160c0  16.0-9-g8b21c43+2                        daf_persistence,obs_base,meas_algorithms,meas_astrom,pipe_tasks,astropy,astro_metadata_translator,testdata_cfht
synpipe                   cbc7b310992dfab4ca4d95ea41beea64aadd1988  16.0-6-gcbc7b31+53                       astropy,daf_persistence,pex_config,afw,pipe_base,pipe_tasks
lsst_dm_stack_demo        e6c258fda7eb6c6fb457d2be8c2f73fca1be8821  10.1-41-ge6c258f+34                      python,utils,sconsUtils,obs_sdss
ap_pipe                   390d556d7c481f466da04591a9c4efbeb9ba5196  master-g390d556d7c+21                    utils,pex_config,pipe_base,pipe_tasks,ap_association
obs_lsstSim               28cebc3e6ba1329d1156cdde9e7916ab493706a2  16.0-9-g28cebc3+64                       daf_base,pex_policy,afw,daf_persistence,obs_base,meas_algorithms,ip_isr,pipe_tasks,pybind11,utils,astropy
lsst_apps                 e7f95acdbc98c351bcdf5ca22c7765c035c82bba  16.0-1-ge7f95ac+74                       meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,obs_lsstSim,obs_sdss,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex
obs_subaru                0e46106b2d05a1e76e8e2d7cd47252c0b160bb1a  16.0-45-g0e46106b+2                      daf_persistence,obs_base,pipe_tasks,meas_astrom,astropy,sconsUtils,pybind11,numpy,astshim,astro_metadata_translator,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,testdata_subaru
obs_comCam                2909b49ba34cc3120671c83628675a584fbd2bee  16.0-6-g2909b49+42                       afw,daf_base,obs_base,pex_config,pex_policy,python_future,numpy,utils,ip_isr,pipe_tasks
pipe_drivers              c11f1cfa271a957367833aea326936a101dae4a0  16.0-8-gc11f1cf+6                        ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks
validation_data_cfht      91cba59613775a4a868702b2a3d5937ebd04c9e9  16.0-2-g91cba59+18                       obs_cfht
validation_data_decam     be4b166ba8b6d8c835e5d7054c71b84b4bccc067  16.0-2-gbe4b166+18                       obs_decam
meas_mosaic               110d9e1b331bc3948377b0499cb6291850793d7e  16.0-17-g110d9e1+15                      sconsUtils,pybind11,python,boost,gsl,afw,numpy,eigen,log,ndarray,pex_config,pipe_tasks,meas_astrom,meas_base,meas_algorithms,minuit2,astropy,obs_subaru
testdata_jointcal         bdc2990a0900dce2fe1d785e8021982ed9845277  16.0+144                                 obs_lsstSim,obs_cfht,obs_decam,obs_subaru
ap_verify                 3593c698e5e81cb33f01b13c91175513b855ad1d  master-g3593c698e5+2                     python,utils,afw,daf_persistence,ip_isr,pipe_tasks,verify,ap_pipe,ap_association,ap_verify_testdata,obs_test
validate_drp              58b607bce5038ca2c6e7bb08bcbc7d847a48104d  16.0-16-g58b607b+13                      python,utils,daf_persistence,afw,pipe_base,verify,pyyaml,scipy,matplotlib,treecorr,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
fgcmcal                   9599c57fb6a5b874b7450975c0e135c7b053e58c  master-g9599c57fb6                       scons,sconsUtils,ndarray,esutil,afw,daf_persistence,obs_base,pex_exceptions,pex_config,pipe_tasks,numpy,scipy,matplotlib,healpy,pyyaml,fgcm,testdata_jointcal
ci_ctio0m9                e691f85275d625ba20023001eba35a0d18ce91ca  16.0-1-ge691f85+117                      obs_ctio0m9,pipe_drivers,pipe_tasks,sconsUtils,afw,pipe_base,pex_config
jointcal                  fc9ea6cd78857cb297ac446e4ac3eaaf28725a64  16.0-28-gfc9ea6c+15                      scons,sconsUtils,pybind11,eigen,boost,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,meas_extensions_astrometryNet,verify,verify_metrics,obs_cfht,testdata_jointcal
lsst_obs                  89eebdb3ff7938827dae99c05efa0d84db0b2b2c  15.0+200                                 obs_cfht,obs_comCam,obs_ctio0m9,obs_decam,obs_lsstSim,obs_subaru,obs_test,obs_monocam,obs_sdss,testdata_cfht,testdata_subaru,testdata_decam
lsst_distrib              242c58973ab2596039314495a4fa50d5184949ab  16.0-3-g242c589+5                        lsst_apps,ctrl_execute,ctrl_mpexec,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,pipe_drivers,lsst_obs,synpipe,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,validate_drp,meas_mosaic,fgcmcal
lsst_ci                   7d755d1402fc15484e014925d27d5172d26a6cee  16.0-2-g7d755d1+21                       lsst_apps,lsst_distrib,lsst_dm_stack_demo,testdata_subaru,testdata_cfht,testdata_decam,obs_subaru,obs_cfht,obs_decam,obs_lsstSim,obs_sdss,validation_data_cfht,validation_data_decam,validate_drp,ci_ctio0m9
