# product                 SHA1                                      Version                       
BUILD=b5378
afwdata                   fb580e5660c742a57a6986133b051b2e84170121  21.0.0-1-gfb580e5                        
alert_packet              bd80f2fea6adf7b6422ea136fa3ef48ea7252c1a  master-gbd80f2fea6                       
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  21.0.0-2-g5887cb0                        
ap_verify_testdata        849605895c4fa3fd5a7b851ef7af37f37251cfe1  21.0.0-3-g8496058                        
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  3.3.7.lsst2-1-g398bedf                   
fgcm                      eab6a24725d6a787db10c5276207ddd8293ac0ad  lsst-dev-geab6a24725                     
firefly_client            508dc7262a76850e0095defb6fae06e0adb234e0  lsst-dev-g508dc7262a                     
obs_decam_data            1fa5c9e7ed051629cbe104e4033fe1d5ca1e83b8  21.0.0-1-g1fa5c9e                        
obs_lsst_data             7ccd7437d5e623a67da97dd70389f5e8e6203e2c  21.0.0-1-g7ccd743                        
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  21.0.0-1-g2f68bc2                        
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  21.0.0-1-g86cffb0                        
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
sconsUtils                e2d237f04574865645f0a946982ec9ca1aaddfd9  21.0.0-4-ge2d237f                        
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  21.0.0-1-ga65e6c7                        
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  21.0.0-1-g2cc488a                        
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  21.0.0-1-g4c8566d                        
testdata_jointcal         c7cb3ec80ffc4a445c9bd2795945ae45eaec0a9b  21.0.0-3-gc7cb3ec                        
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  21.0.0-1-gbf01ab0                        
validation_data_cfht      e74e1c8039631b2905b06fc4480a3acbb3d4a3bf  21.0.0-1-ge74e1c8                        
validation_data_decam     617ce979104789d6f5835abb98e1e42ee93e9d70  21.0.0-1-g617ce97                        
display_ds9               1367e8551757886328dac339d455d5654390768b  21.0.0-2-g1367e85+7f080822af             afw
display_firefly           88306b88781b2cc896cc73aa5a36067973a6b22d  21.0.0-4-g88306b8+fb98652b4f             afw,geom,log,firefly_client
display_matplotlib        fc62afb07263a0395e26f6830119d76e3e46b366  21.0.0-2-gfc62afb+7f080822af             afw
pipe_base                 560fb7bb940e7fb8a9628a95b71f25dffa7dc070  21.0.0-10-g560fb7b+4d6b2593e7            daf_butler,daf_persistence,log,pex_config,utils,afw
shapelet                  4be5c2607021b489881ae1373ae8ba40febae276  21.0.0-3-g4be5c26+7f080822af             afw,sconsUtils,geom
skymap                    aa929c8ad24e9b21f2db7dfd9be0b9fe1c4a5e1b  21.0.0-3-gaa929c8+4d6b2593e7             sphgeom,geom,afw,daf_butler
coadd_utils               7f82c8f19b2f30e66ea09e5d134dfa2e8f2de96b  21.0.0-2-g7f82c8f+c804b2348a             afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_platform_lsstvc      181865cd7455bc37dded98f262c73c262a17cbcf  21.0.0-2-g181865c+b093d559c4             ctrl_execute
ctrl_pool                 a326454051f83e7bc2665bf594038ceb874ede2a  21.0.0-2-ga326454+c804b2348a             daf_persistence,pipe_base,log,utils
obs_base                  aca81843ed6ee88930002a9a27d68ad216f2e3e3  21.0.0-32-gaca8184+1a193bac43            daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
verify                    d90f2a71e1c835cc69e0f0d4b81ebf1e3fb1a691  21.0.0-6-gd90f2a7+0b14ce5bd7             sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_mpexec               b3d82cf1d585f537be24bf3ffb42f7fec919c219  21.0.0-21-gb3d82cf+9b45da0f29            daf_butler,log,obs_base,pex_config,pipe_base
meas_base                 b9875a05c017e6f713dfdf9ed232ddd4cd7df7f4  21.0.0-6-gb9875a0+49236cfe85             utils,geom,afw,skymap,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils
obs_test                  e8a399cea79373f6fec10daa84d7a882ac8bca60  21.0.0-4-ge8a399c+2e6fe0c655             afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
ctrl_bps                  f221100ced960202214fab1d9b8a79d0ef369d57  21.0.0-9-gf221100+5547d33710             sconsUtils,utils,daf_butler,pipe_base,obs_base,ctrl_mpexec
meas_algorithms           490e301a56cffad34ab3e39d4b5d55e23a9325c7  21.0.0-15-g490e301a+3bb30e68ef           astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils
meas_extensions_simpleShape 103fe59d6fb4b205824659e17fc403ca0e010cd7  21.0.0-2-g103fe59+2768baa6eb             sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
ip_isr                    4e60332ae88f0dfed74de1e68fed715da570ab9d  21.0.0-6-g4e60332+8a90696ee3             meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
meas_astrom               591bb35590da462f022e8ca2518ab518bb930c91  21.0.0-4-g591bb35+8a90696ee3             geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            65f322c8c69c5bd6e04110641fdb880fa21e0954  21.0.0-3-g65f322c+5f9b799490             afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron e02ed754a5308ed96b370f2efa93546fe0be67df  21.0.0-3-ge02ed75+8a90696ee3             meas_base,meas_algorithms
meas_extensions_piff      ac4afde19b2bcabd2fb95ff35fbc8698aabfc8e7  master-gac4afde19b+8a90696ee3            afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     357aad23dceea12cdbe6ca561815996fa8eb9032  21.0.0-3-g357aad2+041fbde335             afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom
meas_extensions_scarlet   267a10294c582b28247eff63abe77bf4f45fc95b  21.0.0-9-g267a102+c5b6755f90             base,afw,log,scarlet,scarlet_extensions,log,pex_config,pex_exceptions,pipe_base,meas_algorithms,testdata_deblender
meas_extensions_shapeHSM  f484ad76bea8dd235ab2c9ee9befb7024095be79  21.0.0-2-gf484ad7+8a90696ee3             meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             ecfae73c6be9168ea1eabe7313d83a345067ec34  21.0.0-2-gecfae73+7b7e4bc850             afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom
ip_diffim                 2408effc5c5e62d41970d114b5221a5479f93893  21.0.0-10-g2408eff+2abf8e6692            afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved 771382750e929bb66bb9a3df47cd144c0e975b06  21.0.0-2-g7713827+2768ba61e2             meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
pipe_tasks                880d6fab5696300f2fc13145301d341c361caf3c  21.0.0-46-g880d6fab+d14224996b           afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_extensions_scarlet,meas_extensions_psfex,kht,meas_astrom,meas_deblender,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test
ap_association            d3e26fa8c87d5a330b8510e96f43df22501dc912  21.0.0-6-gd3e26fa+e9ac63de1d             afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
obs_cfht                  adf42235ad4a22e66356a0a03c0e54d3ecf9c39b  21.0.0-6-gadf4223+6c76f6548d             daf_persistence,obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,testdata_cfht
obs_decam                 8356267148a55497ca3bb748d1d91c833c77cc57  21.0.0-6-g8356267+828d7849ed             utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,testdata_decam
obs_lsst                  a3ea7e4163f087deafe3310cf3d74f1b87d29f3f  21.0.0-19-ga3ea7e4+096e46d107            afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler
obs_subaru                bebb2710c01addd38b18313bd2b7f3ec04bd49c1  21.0.0-24-gbebb2710+0af87d7b8b           daf_persistence,obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,testdata_subaru
pipe_drivers              3af6bfdf8e4e4ebfba028ef804236b8d68e043b5  21.0.0-4-g3af6bfd+6a1ffca332             ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks,astro_metadata_translator,geom
ap_pipe                   f688641f1fc2a228d2e8e551f52355134fcbe0d5  21.0.0-10-gf688641+74a8aa318f            utils,pex_config,pipe_base,pipe_tasks,ap_association,ap_pipe_testdata,obs_decam
cp_pipe                   cf60f9037047abfc0ebccc77d6d1f74a690ec432  21.0.0-10-gcf60f90+3282c3fba3            pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_drivers,pipe_tasks
jointcal                  2abd0ea47b12a0ef4e0083e28b0249601be20bc6  21.0.0-9-g2abd0ea+f5d0ba4120             sconsUtils,eigen,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,ctrl_mpexec,obs_cfht,testdata_jointcal,obs_subaru,obs_decam,obs_cfht
lsst_obs                  1d50a98a8bf54a436781f813062ddb91a8819070  21.0.0-2-g1d50a98+d076ac08c1             obs_cfht,obs_decam,obs_lsst,obs_subaru,obs_test,testdata_cfht,testdata_subaru,testdata_decam
pipelines_check           5bb3c8e6e5e1a2e176ff315a14f51f5d47be7bde  21.0.0-2-g5bb3c8e+cdac03d076             pipe_tasks,daf_butler,obs_subaru,ctrl_mpexec,meas_extensions_convolved,meas_extensions_photometryKron,ip_isr
validate_drp              107f81dc0f98e4e55616a9eafe661747bc043710  21.0.0-3-g107f81d+83d6799f9a             utils,daf_persistence,afw,pipe_base,verify,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
ap_verify                 2057c73b4a53110bd1a23da9d58dbcaf47bb7e3a  21.0.0-9-g2057c73+fd8d537111             utils,afw,daf_persistence,pipe_tasks,verify,ap_pipe,ctrl_mpexec,ap_verify_testdata,obs_lsst,ip_diffim,ap_association
fgcmcal                   79a436f136f395c278486504985d87b590e76485  21.0.0-8-g79a436f+a6e44ac77b             sconsUtils,afw,daf_persistence,obs_base,pex_config,pipe_tasks,fgcm,jointcal,testdata_jointcal,obs_subaru
lsst_apps                 d79de062be66b31204067680d07b7c112436d31c  21.0.0-2-gd79de06+15258db6c9             meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex,meas_extensions_piff
lsst_distrib              00ce914c3c74ab4119c9de8dea5c677a0f1df8d8  21.0.0-1-g00ce914+38f569f47f             lsst_apps,ctrl_execute,ctrl_mpexec,ctrl_bps,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,meas_extensions_scarlet,pipe_drivers,lsst_obs,cbp,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,sdm_schemas,validate_drp,fgcmcal
lsst_ci                   e40f62d4af4849ea7d8b0d9065be1da0862f20c0  21.0.0-3-ge40f62d+db40237dc6             lsst_apps,lsst_distrib,lsst_obs,pipelines_check,testdata_subaru,testdata_cfht,testdata_decam,validation_data_cfht,validation_data_decam,validate_drp
