# product                 SHA1                                      Version                       
BUILD=b2908
cfitsio                   b56ecf282e296255677bc23bc742639d726270fa  3360.lsst4                               
minuit2                   dae2fb72f087c8d6dd1c4e0cfe8a828920f3412e  5.34.14                                  
eigen                     f9ab3d1eb4897e8741c1f5b1fd23413ef5055c5d  3.2.5.lsst2                              
apr                       39b3212aa46217e4f485b02496381907da8b8d7a  1.5.2                                    
swig                      bd8facb3e1fd5a433cb913c3f6e7f2c1f3d60dd5  3.0.10                                   
mariadbclient             ab9738f6e58fcd59008060fdfd96661bc8f584c8  10.1.21.lsst1                            
starlink_ast              c4be228eb6d383fda519e16377fde2236ae6a1b8  lsst-dev-gc4be228eb6                     
doxygen                   323f9952c1e0db0fb8ebb0317f69d4019bd38d88  1.8.5.lsst1                              
meas_algorithms           feff4b04c0740f5129a787f1cb67898f65e85acf  13.0-12-gfeff4b0+2                       daf_base,daf_persistence,afw,esutil,log,meas_base,obs_test,minuit2,numpy,pex_config,pex_exceptions,pex_policy,pipe_base,python_future,scons,sconsUtils,utils,pybind11
ip_isr                    f01aa928b0ddc77b2bd2251e6a15221c3d73e6fa  13.0-11-gf01aa92+2                       python_future,meas_algorithms,numpy,pipe_base,scons,sconsUtils,pybind11
meas_deblender            3fb36f0ec03493c5df35764a4c89843d29bde98a  13.0-8-g3fb36f0+2                        afw,log,meas_algorithms,numpy,scons,sconsUtils,utils,pybind11,matplotlib
ip_diffim                 ad3af2ccc03387a2b19909b6cf8c8b809d7db0bc  13.0-12-gad3af2c+2                       afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,minuit2,numpy,pex_config,pex_policy,pipe_base,utils,lmfit,pybind11,afwdata,matplotlib
meas_astrom               da512c726fbed16164f186ea92bc0f462d0cc4bc  13.0-10-gda512c7                         afw,log,meas_algorithms,pex_config,pipe_base,utils,wcslib,astrometry_net,numpy,python_future,matplotlib
meas_extensions_astrometryNet 43362ee2f3ebe4d2e7b47e713be926b5811f4e8d  master-g43362ee2f3+3                     afw,log,meas_algorithms,meas_astrom,pex_config,pipe_base,utils,wcslib,astrometry_net,numpy,python_future,matplotlib
pipe_tasks                a3789c2d72796280930e5168a40ba9bb5020e97a  13.0-25-ga3789c2+3                       afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,python_future,meas_algorithms,meas_astrom,meas_extensions_astrometryNet,meas_deblender,astrometry_net_data,ip_isr,ip_diffim,coadd_utils,coadd_chisquared,skymap,geom,obs_test,matplotlib
obs_sdss                  6df16d32109ed970eb4358303d6b8c303d83fc39  13.0-4-g6df16d3+12                       pex_policy,obs_base,afw,meas_algorithms,meas_astrom,python_mysqlclient,pipe_tasks,utils,log
dax_imgserv               c8665952cff0fa326441b94f91b2dc2764e1f83d  12.1-9-gc866595                          afw,base,boost,daf_base,db,doxygen,flask,log,python_mysqlclient,obs_sdss,scons,sconsUtils,skymap,sqlalchemy
dax_webserv               f51f8d1a6ce56c69def5b320fd6671f9d2d8e6ee  12.1-7-gf51f8d1+2                        db,flask,dax_dbserv,dax_imgserv,dax_metaserv,python_mysqlclient
