# product                 SHA1                                      Version                       
BUILD=b3875
libyaml                   fe04f4f6ffde41f44bfec6c6950136b4d224c8c9  0.1.7                                    
doxygen                   524ee4ee18a8ea2be55a677f925dc1f92df1e323  1.8.13.lsst3                             
throughputs               29ce4f573acba0ba1ac6e4b1afaa8c6c14b55836  2017.01.31-6-g29ce4f5                    
starlink_ast              d6cc4e835a9437c4b59277a244e876fd49850cad  lsst-dev-gd6cc4e835a                     
sims_sed_library          bb8171e5dc4f77887b4dd14165df8f97fff51b8a  2017.01.24                               
freetds                   158005830bde34bde7db91bbf1b812d67012f9e6  0.91.112.lsst2                           
sims_skybrightness_data   f6dd53da85a24c7155bc28ab7476cf46ce1f4416  2017.05.05                               
sims_data                 ca5d0e022c7167ef0e7ee216efcfa9b9b9d9cae7  2018.05.08                               
cfitsio                   fc68e3c458900712f0b7938936ce70f46fa4ba7f  3360.lsst6                               
apr                       39b3212aa46217e4f485b02496381907da8b8d7a  1.5.2                                    
gsl                       b299622f4fcae00c4f1bdddcf05ccc6551b39440  2.4                                      
pybind11                  d10a4638002010b28ebad440d9413a9f98165953  2.2.3.lsst2                              
testdata_deblender        76d7dc3446bdd13dbec01f3aa48771848b22ce3c  16.0                                     
minuit2                   dae2fb72f087c8d6dd1c4e0cfe8a828920f3412e  5.34.14                                  
fftw                      30c2cc419e7200314efbef8d0c432ac11e9d41be  3.3.4.lsst2                              
python                    28a652d3d6b1665eb14b9465e11af08269e99fc6  0.0.8                                    
pipe_base                 b122224b7f1a1625dd30632be8d0e324d0cf0e67  16.0-13-gb122224+12                      daf_butler,daf_persistence,log,pex_config,utils,afw,obs_test
coadd_utils               6a53317665fd620d2a0fe3cfb0c2fab85c895877  16.0-5-g6a53317                          afw,log,pybind11,numpy,pex_config,pipe_base,scons,sconsUtils,utils,afwdata
coadd_chisquared          e00e371ed7ad5c90423d94188483759106dc13d4  16.0-3-ge00e371                          coadd_utils,numpy,scons,sconsUtils,pybind11,afwdata
meas_base                 a5060d2761fa0fda78bc5212a362f5a814faf773  16.0-14-ga5060d2                         utils,geom,afw,coadd_utils,daf_base,sphgeom,numpy,pex_config,pipe_base,pybind11,scons,sconsUtils
meas_algorithms           e41511784f6981deee45fcfc4f779f20105c3647  16.0-18-ge4151178                        astshim,daf_base,daf_persistence,geom,afw,esutil,log,meas_base,obs_test,minuit2,numpy,pex_config,pex_exceptions,pex_policy,pipe_base,scons,sconsUtils,utils,pybind11
ip_isr                    5f20d2405f2b6aa4cbdd1043ccc6b7f0a1d8cc85  16.0-13-g5f20d24+1                       meas_algorithms,numpy,pipe_base,scons,sconsUtils,pybind11
meas_astrom               77ef37836f806ca195071d3db647d906060c97c4  16.0-15-g77ef378+7                       geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils,astrometry_net,numpy,matplotlib
meas_deblender            73415e6b12250735194af206177e44c01ac04004  16.0-9-g73415e6                          afw,log,meas_algorithms,numpy,scons,sconsUtils,utils,pybind11,scarlet,matplotlib,testdata_deblender
meas_extensions_astrometryNet 6043bfc66633d67b217bc8f699e01d4405a3d65b  16.0-7-g6043bfc+9                        afw,log,meas_algorithms,meas_astrom,pex_config,pipe_base,utils,astropy,wcslib,astrometry_net,numpy,python_future,matplotlib
ip_diffim                 8a3b804c1ab68f09a3c88cec432ed09b20586f67  16.0-14-g8a3b804                         afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,minuit2,numpy,pex_config,pex_policy,pipe_base,utils,lmfit,pybind11,afwdata,matplotlib
pipe_tasks                e8a9b866734d34e75d94e5a33676486280be390c  16.0-23-ge8a9b866+4                      afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_astrom,meas_extensions_astrometryNet,meas_deblender,astrometry_net_data,ip_isr,ip_diffim,coadd_utils,coadd_chisquared,skymap,sphgeom,obs_test,matplotlib
obs_lsstSim               97be04c553d816049efd6efe090bd2c0285c7d38  16.0-7-g97be04c+12                       daf_base,pex_policy,afw,daf_persistence,obs_base,meas_algorithms,ip_isr,pipe_tasks,pybind11,utils,astropy
sims_coordUtils           567e106573fa4239a4435782a881f3786cc9daf0  2.11.0.sims+1                            base,python,utils,geom,afw,sims_utils,obs_lsstSim
sims_catUtils             bbbbbf730ec6e9b82d39a1daf3c027b76d5e65bd  2.12.0.sims+1                            utils,sims_sed_library,sims_maps,sims_utils,sims_catalogs,sims_coordUtils,sims_photUtils,sims_data,palpy,python,pymssql,daf_persistence,sncosmo,astropy,sqlalchemy,obs_lsstSim
sims_alertsim             0146ec391ec87010bb3dae63a1f7fc0f84b045bf  2.5.0.sims+14                            sims_utils,sims_catalogs,sims_catUtils,python,pymssql,daf_persistence,astropy
sims_GalSimInterface      5ba2f9395829dd699a34c18c2db9d66fb11b840a  2.11.0.sims+2                            galsim,astropy,meas_astrom,afw,geom,sims_utils,sims_coordUtils,sims_catalogs,sims_catUtils,obs_lsstSim
sims_maf                  90dc07a99d14eb1937cd4df6712350ad76ea33d4  2.12.0.sims+1                            base,numpy,matplotlib,scipy,sqlalchemy,ephem,palpy,healpy,sims_utils,sims_data,sims_catalogs,sims_photUtils,sims_coordUtils,sims_maps,sims_survey_fields,obs_lsstSim
lsst_sims                 8f9e189509d4dd93efaa69e1ec3e0b3d3a619904  2.3.5.sims+30                            sims_maf,sims_GalSimInterface,sims_catUtils,sims_catalogs,sims_sed_library,sims_maps,sims_skybrightness,sims_skybrightness_pre,sncosmo,sims_alertsim,ephem,sims_survey_fields
