# product                 SHA1                                      Version                       
BUILD=b5362
afwdata                   fb580e5660c742a57a6986133b051b2e84170121  21.0.0-1-gfb580e5                        
astropy_helpers           9c76ab20764baf2335cbd254d274addf80fd6c80  3.0.2.lsst-1-g9c76ab2                    
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  3.3.7.lsst2-1-g398bedf                   
ephem                     6182364ef5d674c8f0765ee00779fcfe7ab23a50  3.7.6.0-1-g6182364                       
freetds                   0735e0852765cf374c258482c5b9a295c0459975  0.91.112.lsst2-1-g0735e08                
obs_lsst_data             7ccd7437d5e623a67da97dd70389f5e8e6203e2c  21.0.0-1-g7ccd743                        
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  21.0.0-1-g86cffb0                        
palpy                     a7803970ea9fbca76a1481d3e46fd5b1af9d7158  1.8.1-1-ga780397                         
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
python                    85c3855c56fdbd3304bda946ee9f0899487c30f6  3.7                                      
sconsUtils                b1e2629bb6712a30c4f615f0833d01ecc8c8f5f4  21.0.0-3-gb1e2629                        
sims_data                 ca5d0e022c7167ef0e7ee216efcfa9b9b9d9cae7  2018.05.08                               
sims_maps                 0ef023c6f588958f04bc13aebe43f0e66c2bb5cf  2017.05.08-11-g0ef023c                   
sims_sed_library          5b328a8624af10bcd6eeab6148384ea206a2de43  2017.01.24-1-g5b328a8                    
sims_skybrightness_data   f1b24993bd8437ee33f210b598d66523bedffb07  2017.05.05-2-gf1b2499                    
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  21.0.0-1-g2cc488a                        
throughputs               58f0f273b9c8458202f8d8061a4542c3c9f0ed75  2019.07.02-2-g58f0f27                    
sims_skybrightness        57b020e6868ace3fd211d6b7a448dfd9b02aa067  2.13.0.sims-7-g57b020e+13c648018c        base,ephem,sims_utils,sims_photUtils,utils,throughputs,sims_skybrightness_data
dax_apdb                  5242d73e2ffb4e3e611bb88a9ec4d023285edcf1  21.0.0-2-g5242d73+80f14b7f4b             afw,pex_config,sconsUtils,sphgeom,utils
pipe_base                 560fb7bb940e7fb8a9628a95b71f25dffa7dc070  21.0.0-10-g560fb7b+5f2ca89aed            daf_butler,daf_persistence,log,pex_config,utils,afw
sims_skybrightness_pre    9ab127b0ce439fac2a0ac09e28d51d877d7ed885  2.13.0.sims-11-g9ab127b+f35449fa4c       sims_utils,sims_survey_fields,ephem,sims_skybrightness
skymap                    aa929c8ad24e9b21f2db7dfd9be0b9fe1c4a5e1b  21.0.0-3-gaa929c8+5f2ca89aed             sphgeom,geom,afw,daf_butler
coadd_utils               7f82c8f19b2f30e66ea09e5d134dfa2e8f2de96b  21.0.0-2-g7f82c8f+9f32c9c056             afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
obs_base                  12362010627e35343651620a5a534cc35eb23530  21.0.0-31-g1236201+7acd6d9f81            daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
sims_featureScheduler     93a43c67935a10664c3cc1637cd65c32a3c9f3f4  master-g93a43c6793+3f715281ab            base,sims_utils,sims_skybrightness_pre,ephem,sims_seeingModel,sims_cloudModel,sims_downtimeModel,sims_survey_fields,sims_almanac
verify                    427c833f928780d8d064cfad8398158edc9be3c5  21.0.0-4-g427c833+4bce4401c6             sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
meas_base                 c004bbfd6c80866bd28650376908a97bab615077  21.0.0-4-gc004bbf+83b91afcce             utils,geom,afw,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils
obs_test                  21c7a62a3d90b785cdf9142087cb3ac3ae5a4783  21.0.0-3-g21c7a62+9ac3eff2e3             afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
meas_algorithms           c485e61d36931160b1c36d0dba28d9a83cd13392  21.0.0-13-gc485e61d+09187b8a69           astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils
ip_isr                    4e60332ae88f0dfed74de1e68fed715da570ab9d  21.0.0-6-g4e60332+760f7344ed             meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
meas_astrom               591bb35590da462f022e8ca2518ab518bb930c91  21.0.0-4-g591bb35+760f7344ed             geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            65f322c8c69c5bd6e04110641fdb880fa21e0954  21.0.0-3-g65f322c+fee20876b8             afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_psfex     357aad23dceea12cdbe6ca561815996fa8eb9032  21.0.0-3-g357aad2+afecf82514             afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom
meas_extensions_scarlet   e2a7b4aa987b337db67b1badea7b47867321d4c3  21.0.0-7-ge2a7b4a+db3b4e2626             base,afw,log,scarlet,scarlet_extensions,log,pex_config,pex_exceptions,pipe_base,meas_algorithms,testdata_deblender
ip_diffim                 9eb8d17ab42bdf73eed7f1c39f05af94904766fb  21.0.0-9-g9eb8d17+19b8fae7db             afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
pipe_tasks                070523fc5285cced642205699851184290465cad  21.0.0-38-g070523fc+2384b0eea2           afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_extensions_scarlet,meas_extensions_psfex,kht,meas_astrom,meas_deblender,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test
obs_lsst                  d6c32a3c19d188c048e481705edbaf9efe1844c8  21.0.0-14-gd6c32a3+ca5ab316ea            afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler
sims_coordUtils           75fd954eb60a87c691129eab82af0c35e7822a43  2.13.0.sims-6-g75fd954+56b6ef5a1d        base,utils,geom,afw,obs_lsst,sims_utils
sims_catUtils             9f88571c8a57d078c1c9143171d9c9cf67bf2187  2.13.0.sims-16-g9f88571c+a02081baf1      utils,sims_sed_library,sims_maps,sims_utils,sims_catalogs,sims_coordUtils,sims_photUtils,sims_data,palpy,pymssql,daf_persistence,sncosmo,obs_lsst
sims_maf                  4b5c9a72115084601af03fe7c82ca259df4a42e5  2.13.0.sims-88-g4b5c9a72+8fd72293ed      base,ephem,palpy,sims_utils,sims_data,sims_catalogs,sims_photUtils,sims_coordUtils,sims_maps,sims_survey_fields,obs_lsst
lsst_sims                 6cf0aa7d42b92e9bc8824669ec98a2a70259ee48  2.13.0.sims-4-g6cf0aa7+2a35cda039        sims_maf,sims_catUtils,sims_catalogs,sims_sed_library,sims_maps,sims_skybrightness,sims_skybrightness_pre,sncosmo,ephem,sims_survey_fields,sims_featureScheduler,obs_lsst
