# product                 SHA1                                      Version                       
BUILD=b6911
afwdata                   cfa8984a65037e295ce6fe408a3be9293fce394f  gcfa8984a65                              
alert_packet              6041bd2d669ab5422c3229f14af2a55004f4dd8a  g6041bd2d66                              
ap_verify_testdata        775aa6fb6996006ce56a4e701b692231db1a408c  g775aa6fb69                              
fgcm                      8c771ebe41f9bd969bf1bd50526e4ae9b21ea7a4  g8c771ebe41                              
gbdes                     aa71a13f5dd20618121e0b1e6fe2da28c007c902  gaa71a13f5d                              
kht                       afcb7142decdb77911b08be3ee495256b2f19ed3  gafcb7142de                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_lsst_data             eee3bef3ea06ffc5ea3e6264ca30689eec69ec4f  geee3bef3ea                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
proxmin                   33b4157f2516bd8c00926329f87583cee3ef3f95  g33b4157f25                              
sconsUtils                80c3e6a29ff02c838c6144038631f523d98d6f50  g80c3e6a29f                              
sdm_schemas               887d12b9c86717a182a6c34c7e241c429f0bd95e  g887d12b9c8                              
testdata_cfht             6f12da9c6fde087ee76ca752d64ee876b6ca1548  g6f12da9c6f                              
testdata_deblender        87fb46585bb0ba968cb39ae1ee510fef5b1869f8  g87fb46585b                              
testdata_decam            083a80d7f211fc8ea4ad915867463b4e7a63411f  g083a80d7f2                              
testdata_jointcal         1e5d8b4631537dafa6e808913a62581324ff8899  g1e5d8b4631                              
testdata_subaru           d0a08a8fc3033106dbb104609bb2e4289d052be9  gd0a08a8fc3                              
cpputils                  9ddcbc5298c854b26dfaaeba050c073e69d8e493  g9ddcbc5298+7f7571301f                   base,pex_exceptions
daf_butler                593d1161a4bf448c09ef61894d08509d3323e2f0  g593d1161a4+e6fa2bd6b4                   sphgeom,sconsUtils,utils,resources,daf_relation
astshim                   3273194fdb8a9e75327a71b15298448ff22f26ca  g3273194fdb+f6908454ef                   sconsUtils,cpputils
daf_base                  f041782ebf2dcebf600f0209c16696c0757f1b24  gf041782ebf+1e6588183a                   utils,cpputils,pex_exceptions,base
geom                      a1e77700b36a2b3767729a3fc699276ea1d2007d  ga1e77700b3+48ce5f3ea6                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
astro_metadata_translator b8aeb2fa8eb37db0bd11b7df9f9a68ec026e28cc  gb8aeb2fa8e+0ffa813159                   sconsUtils,daf_base
pex_config                41b076d22749f5a385cfb96e1b7a1b4fb163b8a6  g41b076d227+0ffa813159                   daf_base
afw                       98a6847f1eeda1f1e363ee8f6e1c8ebe4be17cfa  g98a6847f1e+95687b63c6                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
ctrl_execute              8a65b980cb3c745b5c87c8c72b28eb9d90f62528  g8a65b980cb+c96752b144                   pex_config,utils
dax_apdb                  cb20ee0ffdb57d8d8626e921160b8d9edc836964  gcb20ee0ffd+ca32603c0c                   felis,geom,daf_base,pex_config,sconsUtils,sdm_schemas,sphgeom,utils
pipe_base                 a1e3b54436f48c9cc93529cc0ee9a76fc2f97ede  ga1e3b54436+5a64bd9679                   daf_butler,pex_config,utils,resources
cbp                       a32fcf49c8d30cf671f47ce018931f3d72162029  ga32fcf49c8+688247e225                   geom,sphgeom,afw
coadd_utils               337abbeb2929da163b9db5919b38394f9291d749  g337abbeb29+688247e225                   afw,log,sconsUtils,utils,afwdata,pex_config
ctrl_mpexec               be8138e58a79225ef9a2d46b1d728a78df406f1a  gbe8138e58a+8466d12eef                   daf_butler,pex_config,pipe_base,utils
ctrl_platform_s3df        85fd9198bc8cad8e8448465028bd99d74b27df0c  g85fd9198bc+fa548786e5                   sconsUtils,ctrl_execute
display_astrowidgets      2bbee38e9bfd937a1eca947439aca2323cbe174e  g2bbee38e9b+688247e225                   base,afw
display_ds9               db4ec4c5972432f81f22c10ef2ebb0a6b1a66f5a  gdb4ec4c597+688247e225                   afw
display_firefly           ae46bcf261995c578d76086a2ee5f0088ccf4351  gae46bcf261+688247e225                   afw,geom,log
display_matplotlib        0265f82a028ed87659288d5918a086523e0c8947  g0265f82a02+688247e225                   afw
obs_base                  992db002afa1f02a454d3cc9cd49d0a6e0b2f512  g992db002af+bae192100b                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  44018dc512e855f3013eb4546c92ee4cfa13861b  g44018dc512+688247e225                   afw,sconsUtils,geom
skymap                    e3564fa9f0dd5ff6fb84c20c2918d32a544703fd  ge3564fa9f0+00e59ec80d                   sphgeom,geom,afw,daf_butler
verify                    d85386c81adf8f41947e5374df09c94ba652baa6  gd85386c81a+3baa8f8032                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  4f76510279be7cdea3fa5212fb591aa5356d8239  g4f76510279+866cf979e0                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 61ffd41259e382f83e433525fa1204bb81ebe490  g61ffd41259+e2b7850201                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils,obs_base
ctrl_bps_htcondor         13fd706a04b24724ef33d19138e1ff69e8a9c1d9  g13fd706a04+ec4bd5af37                   sconsUtils,ctrl_bps,utils
ctrl_bps_panda            4f5705dbab00e517401d6c2a126d54ee4617c47a  g4f5705dbab+ec4bd5af37                   sconsUtils,ctrl_bps,daf_butler,resources,utils
ctrl_bps_parsl            4a2cdae8435c17921183ee4718a4add4f712e00a  g4a2cdae843+ec4bd5af37                   ctrl_bps,utils
meas_algorithms           8588faa8ebd21c2f0abab781e5a0e513b0ddc89f  g8588faa8eb+60466ab77c                   astshim,daf_base,geom,afw,log,meas_base,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils
meas_extensions_simpleShape cf0d15dbbd8e1c410f62060a9388a7b98e664db3  gcf0d15dbbd+60466ab77c                   sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources 3ddfee87b48b9533850c8cd877b2d95ab53c4cf1  g3ddfee87b4+60466ab77c                   base,afw,geom,pex_config,utils,cpputils,meas_base
meas_transiNet            0922cc030818fbb4f1935a6926932d86f90a23b6  g0922cc0308+60466ab77c                   base,pex_config,pipe_base,meas_base
ip_isr                    e0aac6f562525488c49a527c7b684f3e32886488  ge0aac6f562+ae6a8c18b9                   meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
lsst_bps_plugins          3a590c521e9cfb37e0cc03f799ce5cabe499d2c2  g3a590c521e+2111dd0b82                   ctrl_bps_htcondor,ctrl_bps_panda,ctrl_bps_parsl
meas_astrom               f1cff7945b7eb1b1c2abe032ea8dda1dca3d0c93  gf1cff7945b+ae6a8c18b9                   geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            b700894becc4e0afd58c7ef10edf8adf95ef3f38  gb700894bec+4332c4582a                   afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron 858d7b2824e671d1c30afb87fd0ea4286d6641f1  g858d7b2824+ae6a8c18b9                   meas_base,meas_algorithms
meas_extensions_piff      c86a011abf5918a342f78a1f2ff8e8c3cb85bcbc  gc86a011abf+ae6a8c18b9                   afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     beb006f7daf8b20681d5b7639603074682584055  gbeb006f7da+52d3da1684                   afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom,afwdata
meas_extensions_scarlet   abf74fab761c05c152e7a30d3637960fd807a528  gabf74fab76+789ce52219                   base,afw,meas_algorithms,log,scarlet,scarlet_lite,log,pex_config,pex_exceptions,pipe_base,testdata_deblender
meas_extensions_shapeHSM  874c507476fd3754e66df4c3640aec4a7a7bc016  g874c507476+ae6a8c18b9                   meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             d1626306295e8f6e6e339a5ec0a04da8cbab2324  gd162630629+646748ff61                   afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom,cpputils
ip_diffim                 47cf500dddee9c64ec43b466226569ff2ce86f8e  g47cf500ddd+e160b88bc9                   afw,daf_base,log,meas_astrom,meas_algorithms,meas_extensions_trailedSources,meas_extensions_shapeHSM,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved 42fff21dfb88e9ac1772aa792458ec200baa4b58  g42fff21dfb+d530bcace3                   meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
meas_extensions_gaap      8dd659735522c67f07f67f40e756c8d3ce93a714  g8dd6597355+3f887a4a9a                   afw,daf_base,geom,ip_diffim,meas_algorithms,meas_base,pex_config,pex_exceptions,utils
pipe_tasks                dffeac4cd3a4e1471510a3fbe885897ab39c6cdd  gdffeac4cd3+e4d8a25bf2                   afw,coadd_utils,daf_base,daf_butler,dustmaps_cachedata,geom,ip_diffim,ip_isr,kht,meas_algorithms,meas_astrom,meas_base,meas_deblender,meas_extensions_convolved,meas_extensions_gaap,meas_extensions_photometryKron,meas_extensions_piff,meas_extensions_psfex,meas_extensions_scarlet,meas_extensions_shapeHSM,meas_extensions_trailedSources,meas_modelfit,obs_base,pex_config,pipe_base,skymap,sphgeom,utils,verify
analysis_drp              422fa8f4d7a9a39119c9ed87000539763fa48a23  g422fa8f4d7+8b23e0f365                   base,pipe_base,pex_config,pipe_tasks,skymap,geom
ap_association            4934932be4125f797a379d8966a066b6c801451f  g4934932be4+1428feb900                   afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
cell_coadds               9faf7ed3f31c5e59c61277290d108ad0151dec07  g9faf7ed3f3+8b23e0f365                   base,meas_algorithms,pipe_tasks
cp_pipe                   ee0cc65525886bc893529e6d9c4720dcff13b2a4  gee0cc65525+8b23e0f365                   pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_tasks
faro                      6978a48b501097508e88dc2e2a8f211b9b8b191e  g6978a48b50+ee277f84e1                   afw,base,ctrl_mpexec,daf_butler,dustmaps_cachedata,geom,pex_config,pipe_base,pipe_tasks,sconsUtils,utils,verify,verify_metrics
obs_cfht                  ef70c04d3b62f230f27048e46c74d6c5b7b963ad  gef70c04d3b+beca35a8ee                   obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,meas_extensions_photometryKron,meas_extensions_shapeHSM,testdata_cfht
obs_decam                 f748b16de2c4aa34e1619005cf4e40a6fb983127  gf748b16de2+39af2cb350                   utils,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,daf_butler,ctrl_mpexec,testdata_decam
obs_lsst                  da4f393f0f0b4d0945876edd50b3325e30f18f4c  gda4f393f0f+559eeb347d                   afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler,meas_extensions_gaap,meas_extensions_psfex
obs_subaru                9337be5a6569ae9aab94e0d284d4a53b658a098b  g9337be5a65+e4cd36e061                   obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,meas_extensions_gaap,testdata_subaru
analysis_tools            d5cb4a34628ab924468375311d5619c2b4293f66  gd5cb4a3462+e0dc8932df                   afw,base,cp_pipe,daf_butler,geom,meas_algorithms,pex_config,pipe_base,skymap
ap_pipe                   b78a90dfbffe9c155a76b929bb405d3c1fd3ec49  gb78a90dfbf+bc97fdad8f                   utils,pex_config,pipe_base,pipe_tasks,ap_association,meas_transiNet
atmospec                  cc88938c9b26ead7642c0eb91761d64e2105a654  gcc88938c9b+798c5f04ed                   meas_algorithms,meas_astrom,pipe_tasks,pipe_base,geom,ip_isr,pex_config,meas_algorithms,meas_astrom,obs_lsst,daf_base,utils,afw,spectractor,daf_butler,ctrl_mpexec
cp_verify                 3cbd9af4148307da8f92250924be09478f1bf614  g3cbd9af414+e0dc8932df                   sconsUtils,afw,cp_pipe,ip_isr,meas_algorithms,pex_config,pex_exceptions,pipe_tasks,utils,pipe_base
drp_tasks                 a1d70e304d29ca9484daa118115525e7cc33b520  ga1d70e304d+b05ec6e79a                   base,gbdes,afw,cell_coadds,daf_base,daf_butler,sphgeom,pex_config,geom,pipe_base,utils,meas_algorithms,pipe_tasks
fgcmcal                   7d743f24c368665ae3a99a73db939e89d6f8c1c9  g7d743f24c3+f67ed74f77                   sconsUtils,afw,daf_butler,obs_base,pipe_base,pex_config,pipe_tasks,ctrl_mpexec,fgcm,testdata_jointcal,obs_subaru
jointcal                  043fd6e71d416dc805fa7207f772197f4a0636cf  g043fd6e71d+3c0e91dc10                   sconsUtils,afw,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,cpputils,pipe_base,daf_butler,ctrl_mpexec,obs_subaru,obs_cfht,testdata_jointcal,obs_decam,obs_cfht
lsst_obs                  ea673b7ed927fe2fb85338a342b8af70d7234197  gea673b7ed9+5ea5d43678                   obs_cfht,obs_decam,obs_lsst,obs_subaru,testdata_cfht,testdata_subaru,testdata_decam
ap_verify                 063021b93c1efb87b34fcbb05202b7ea01bbfd30  g063021b93c+4c64eb3ac9                   utils,afw,verify,ap_pipe,ctrl_mpexec,ap_verify_testdata,obs_lsst,ip_diffim,ap_association
drp_pipe                  395e857cc403abab80a76b386ff6bc5ec1d12bf2  g395e857cc4+9f3bad01ea                   obs_lsst,obs_decam,obs_subaru,ip_isr,ip_diffim,pipe_tasks,meas_base,jointcal,fgcmcal,faro,analysis_drp,analysis_tools,drp_tasks,ap_association
source_injection          189f59029494db5424bee189805f98144459ae33  g189f590294+8d525e5a84                   afw,analysis_tools,base,daf_butler,geom,obs_subaru,pex_config,pex_exceptions,pipe_base
summit_utils              e558b7b8b38c31b5f8e1e61083c1ba2e54c42700  ge558b7b8b3+36336e6c43                   afw,atmospec,base,daf_butler,geom,ip_isr,meas_algorithms,pipe_tasks,utils,pex_config,obs_base,obs_lsst,resources,daf_base,pipe_base,astro_metadata_translator
lsst_apps                 97ee31c002b00fe248db9d66c8e5839acbbf7c52  g97ee31c002+d8b92be8bd                   meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex,meas_extensions_piff,source_injection
pipelines_check           a3aa14ec52a056b0576f9ce3a780f279725f12f7  ga3aa14ec52+41e58cb386                   pipe_tasks,daf_butler,obs_subaru,ctrl_mpexec,meas_extensions_convolved,meas_extensions_photometryKron,ip_isr,drp_pipe
summit_extras             81f8e139acf4564339091ea8244c1eb497efb06b  g81f8e139ac+0d5f5eae00                   afw,atmospec,base,daf_butler,geom,ip_isr,meas_algorithms,pipe_tasks,utils,pex_exceptions,summit_utils,display_matplotlib
lsst_distrib              4213664e8e484f013845845cc805c95d808dddae  g4213664e8e+66c36fb1bf                   lsst_apps,ctrl_execute,ctrl_platform_s3df,ctrl_mpexec,ctrl_bps,lsst_bps_plugins,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,meas_extensions_scarlet,meas_extensions_trailedSources,meas_extensions_gaap,lsst_obs,cbp,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,sdm_schemas,fgcmcal,faro,cp_verify,atmospec,drp_pipe,display_astrowidgets
lsst_sitcom               1a510c377cbef56f5505688d9a00cf3c80cf4fa1  g1a510c377c+e02a52b0a2                   lsst_distrib,summit_utils,summit_extras
lsst_ci                   a91348bb9d59bdaafdec83ef4a30327c322186e5  ga91348bb9d+f1722eb570                   lsst_apps,lsst_distrib,lsst_sitcom,lsst_obs,pipelines_check,testdata_subaru,testdata_cfht,testdata_decam
