# product                 SHA1                                      Version                       
BUILD=b5414
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  21.0.0-2-g294ccec                        
alert_packet              bd80f2fea6adf7b6422ea136fa3ef48ea7252c1a  master-gbd80f2fea6                       
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  21.0.0-2-g5887cb0                        
ap_verify_testdata        a0049b5b3c2443d3bfe8be5a74a1a17dc8b8d207  21.0.0-4-ga0049b5                        
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  3.3.7.lsst2-1-g398bedf                   
fgcm                      14fa2066fbb262fa6e22ecd1c598720b4c980af3  lsst-dev-g14fa2066fb                     
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  21.0.0-2-gc3e517d                        
obs_lsst_data             7ccd7437d5e623a67da97dd70389f5e8e6203e2c  21.0.0-1-g7ccd743                        
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  21.0.0-1-g2f68bc2                        
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  21.0.0-1-g86cffb0                        
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
sconsUtils                d4ecef8e0cd7812fca98ae6f2887b6a46fb449bc  21.0.0-7-gd4ecef8                        
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  21.0.0-1-ga65e6c7                        
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  21.0.0-1-g2cc488a                        
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  21.0.0-1-g4c8566d                        
testdata_jointcal         7cf939d2c7b2657a1d21aca2708be5777cfc174d  21.0.0-5-g7cf939d                        
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  21.0.0-1-gbf01ab0                        
validation_data_cfht      e74e1c8039631b2905b06fc4480a3acbb3d4a3bf  21.0.0-1-ge74e1c8                        
validation_data_decam     617ce979104789d6f5835abb98e1e42ee93e9d70  21.0.0-1-g617ce97                        
log                       7d9da8dabb389c39f5532bcd5b6dddc67770fd64  21.0.0-3-g7d9da8d+616205b9df             base,sconsUtils,utils
astro_metadata_translator ffa9b84d570c9dda240a820310bb6db86361a961  0.1.0-25-gffa9b84+f5e6047307             sconsUtils,daf_base
daf_persistence           98eecf7051560466706c9036cb6ed34c0b16f942  21.0.0-7-g98eecf7+d1bd76f71f             utils,log,daf_base
pex_config                a51b5d4678a70284aacf13abefed49efedf331ba  21.0.0-1-ga51b5d4+f5e6047307             daf_base
afw                       1d57be3cdc4cf386c74534bd06e60c8a1308511e  21.0.0-25-g1d57be3cd+e9f70389b0          daf_base,daf_persistence,pex_config,geom,log,sphgeom,utils,astshim,afwdata
ctrl_orca                 fca2c144ecc087adcb8d85fdc49de01609061a07  21.0.0-2-gfca2c14+8db8a3ae7a             utils,pex_config,daf_persistence,log
cbp                       143869ca011ae75e8c6fa05981d5b320f1b45506  21.0.0-2-g143869c+7df4c6fa3d             geom,sphgeom,afw
ctrl_execute              3d7e797ea635e006638799eec0ed81e728045e16  21.0.0-2-g3d7e797+4ae8ee008e             ctrl_orca,pex_config,utils
dax_apdb                  5242d73e2ffb4e3e611bb88a9ec4d023285edcf1  21.0.0-2-g5242d73+7df4c6fa3d             afw,pex_config,sconsUtils,sphgeom,utils
display_ds9               4a4ce7fc1dc003d9094f1be452a24dbe3dd823bf  21.0.0-3-g4a4ce7f+7df4c6fa3d             afw
display_firefly           c6753737fee9ff589b32097b4aa23c3df6b7ce6c  21.0.0-6-gc675373+7df4c6fa3d             afw,geom,log
display_matplotlib        fc62afb07263a0395e26f6830119d76e3e46b366  21.0.0-2-gfc62afb+7df4c6fa3d             afw
pipe_base                 361d2257b555bb3d2536e77a36aa2269035da98a  21.0.0-15-g361d225+1a047e07c3            daf_butler,daf_persistence,log,pex_config,utils,afw
shapelet                  4be5c2607021b489881ae1373ae8ba40febae276  21.0.0-3-g4be5c26+7df4c6fa3d             afw,sconsUtils,geom
skymap                    65b481455761ef12cb9518a3aa7bccbbc3713f14  21.0.0-4-g65b4814+1a047e07c3             sphgeom,geom,afw,daf_butler
coadd_utils               7f82c8f19b2f30e66ea09e5d134dfa2e8f2de96b  21.0.0-2-g7f82c8f+96f875e041             afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_platform_lsstvc      181865cd7455bc37dded98f262c73c262a17cbcf  21.0.0-2-g181865c+977c327892             ctrl_execute
ctrl_pool                 a326454051f83e7bc2665bf594038ceb874ede2a  21.0.0-2-ga326454+96f875e041             daf_persistence,pipe_base,log,utils
obs_base                  26b232be2e8e1cb9ac80b6d2643acd73ade79ee4  21.0.0-44-g26b232b+af3ea72935            daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
verify                    f3774bfd00fa71fb961f8b5a9846367cffc1b0d3  21.0.0-7-gf3774bf+8130d3f372             sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_mpexec               0c1e3ffc7bee376eae9eebceee6cd4511708179b  21.0.0-24-g0c1e3ff+bf124252a5            daf_butler,log,obs_base,pex_config,pipe_base
meas_base                 04766d7720f22d2297bcb81660b522d717897ad2  21.0.0-7-g04766d7+812f72ca87             utils,geom,afw,skymap,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils
obs_test                  e8a399cea79373f6fec10daa84d7a882ac8bca60  21.0.0-4-ge8a399c+c342714049             afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
ctrl_bps                  0c9ff3e94a97f29f287dbe2176303262cdef579f  21.0.0-13-g0c9ff3e+6b54a06efb            sconsUtils,utils,daf_butler,pipe_base,obs_base,ctrl_mpexec
meas_algorithms           6590b197636fb1452f56009ad2efc69934c71ecb  21.0.0-17-g6590b197+778710e8bf           astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils
meas_extensions_simpleShape 103fe59d6fb4b205824659e17fc403ca0e010cd7  21.0.0-2-g103fe59+f996991d3e             sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
ip_isr                    17396bdee61a37a98241415fcb98bf215caa1c58  21.0.0-10-g17396bd+c287e9d10c            meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
meas_astrom               591bb35590da462f022e8ca2518ab518bb930c91  21.0.0-4-g591bb35+c287e9d10c             geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            65f322c8c69c5bd6e04110641fdb880fa21e0954  21.0.0-3-g65f322c+2bb90269de             afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron e02ed754a5308ed96b370f2efa93546fe0be67df  21.0.0-3-ge02ed75+c287e9d10c             meas_base,meas_algorithms
meas_extensions_piff      ac4afde19b2bcabd2fb95ff35fbc8698aabfc8e7  master-gac4afde19b+c287e9d10c            afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     357aad23dceea12cdbe6ca561815996fa8eb9032  21.0.0-3-g357aad2+04419a83e3             afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom
meas_extensions_scarlet   bfac160e1a214d602539788928922297c54680a5  21.0.0-10-gbfac160+0b9a75e1d5            base,afw,log,scarlet,scarlet_extensions,log,pex_config,pex_exceptions,pipe_base,meas_algorithms,testdata_deblender
meas_extensions_shapeHSM  f484ad76bea8dd235ab2c9ee9befb7024095be79  21.0.0-2-gf484ad7+c287e9d10c             meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             ecfae73c6be9168ea1eabe7313d83a345067ec34  21.0.0-2-gecfae73+724b19f86b             afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom
ip_diffim                 a42c5b2be93400e3fd91348c9ddc2c5126471c03  21.0.0-11-ga42c5b2+9f6787146f            afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved 771382750e929bb66bb9a3df47cd144c0e975b06  21.0.0-2-g7713827+0939368458             meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
pipe_tasks                201e232c219b8f346f1cbb9584ef9c7d3dd45d6a  21.0.0-59-g201e232c+96f63deb61           afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_extensions_scarlet,meas_extensions_psfex,kht,meas_astrom,meas_deblender,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test
ap_association            708f8d84ede6c73220c86b15c2c80df4d16ad4b4  21.0.0-7-g708f8d8+baec51903b             afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
obs_cfht                  16268b8933f51b3a4987de594c7c4942bbc6d3f2  21.0.0-9-g16268b8+d60fb5dde9             daf_persistence,obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,testdata_cfht
obs_decam                 bfe4b77e304037cb1f31f86108492239e56047b8  21.0.0-14-gbfe4b77+a43413709e            utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,testdata_decam
obs_lsst                  8f26b9b4c3332bd35c293dce3c3ef53bc4bd82dc  21.0.0-28-g8f26b9b+ec085f1268            afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler
obs_subaru                1176d449a78c00878b9789ca9888a07ca28a07cd  21.0.0-27-g1176d449+fbcf1b714b           daf_persistence,obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,testdata_subaru
pipe_drivers              d00fb1e517e6e177fc9fbe9285921bb8515ad3ae  21.0.0-5-gd00fb1e+00d30709c6             ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks,astro_metadata_translator,geom
ap_pipe                   7d1023afda8a4010ee3f4b9d887f4c710513c5ef  21.0.0-12-g7d1023a+4b005a7891            utils,pex_config,pipe_base,pipe_tasks,ap_association,ap_pipe_testdata,obs_decam
cp_pipe                   f32158d892bf0334aab90ea0d2a4a3ce9c504e7b  21.0.0-11-gf32158d+09256f37f8            pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_drivers,pipe_tasks
jointcal                  9de0849f7a349ec7356156d47bb65133f98a2e64  21.0.0-12-g9de0849+05bc4c63b8            sconsUtils,eigen,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,ctrl_mpexec,obs_cfht,testdata_jointcal,obs_subaru,obs_decam,obs_cfht
lsst_obs                  1d50a98a8bf54a436781f813062ddb91a8819070  21.0.0-2-g1d50a98+4cd28bde57             obs_cfht,obs_decam,obs_lsst,obs_subaru,obs_test,testdata_cfht,testdata_subaru,testdata_decam
pipelines_check           1665fac6136bec5603be0d2b85ae01f07dc2eb29  21.0.0-3-g1665fac+4c3a947827             pipe_tasks,daf_butler,obs_subaru,ctrl_mpexec,meas_extensions_convolved,meas_extensions_photometryKron,ip_isr
validate_drp              107f81dc0f98e4e55616a9eafe661747bc043710  21.0.0-3-g107f81d+d6f9173990             utils,daf_persistence,afw,pipe_base,verify,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
ap_verify                 be18f7659703d4c141b0969011ad5a496c275c6f  21.0.0-11-gbe18f76+1211122f2b            utils,afw,daf_persistence,pipe_tasks,verify,ap_pipe,ctrl_mpexec,ap_verify_testdata,obs_lsst,ip_diffim,ap_association
faro                      d71f4f9ed6c59657b13acf667e47e490116ab278  master-gd71f4f9ed6+8803e57b82            afw,ctrl_mpexec,daf_butler,dustmaps_cachedata,geom,pex_config,pipe_base,sconsUtils,utils,verify,validate_drp,verify_metrics
fgcmcal                   21f7bf32fe3284d28cb909bd69ca2b7c695c0285  21.0.0-12-g21f7bf3+0e3877e6ab            sconsUtils,afw,daf_persistence,obs_base,pex_config,pipe_tasks,fgcm,jointcal,testdata_jointcal,obs_subaru
lsst_apps                 d79de062be66b31204067680d07b7c112436d31c  21.0.0-2-gd79de06+480c56f324             meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex,meas_extensions_piff
lsst_distrib              8e5b5ee7dca4483002e04b577950760528bde724  21.0.0-2-g8e5b5ee+b11c643ff0             lsst_apps,ctrl_execute,ctrl_mpexec,ctrl_bps,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,meas_extensions_scarlet,pipe_drivers,lsst_obs,cbp,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,sdm_schemas,validate_drp,fgcmcal,faro
lsst_ci                   e40f62d4af4849ea7d8b0d9065be1da0862f20c0  21.0.0-3-ge40f62d+f38cb749fb             lsst_apps,lsst_distrib,lsst_obs,pipelines_check,testdata_subaru,testdata_cfht,testdata_decam,validation_data_cfht,validation_data_decam,validate_drp
