# product                 SHA1                                      Version                       
BUILD=b4235
cfitsio                   fc68e3c458900712f0b7938936ce70f46fa4ba7f  3360.lsst6                               
xpa                       eb35b1105c2a44557af660104f2807e2b28255dd  2.1.15.lsst3                             
fftw                      30c2cc419e7200314efbef8d0c432ac11e9d41be  3.3.4.lsst2                              
libyaml                   fe04f4f6ffde41f44bfec6c6950136b4d224c8c9  0.1.7                                    
apr                       39b3212aa46217e4f485b02496381907da8b8d7a  1.5.2                                    
gsl                       b299622f4fcae00c4f1bdddcf05ccc6551b39440  2.4                                      
python                    85c3855c56fdbd3304bda946ee9f0899487c30f6  3.7                                      
lmfit                     0239b733156600f9ce4602ec7a1a266ee14856b0  0.9.3+11                                 python,numpy,scipy
fgcm                      6c5abd46cab9e55959812dcdb741926cbc4b4528  lsst-dev-g6c5abd46ca+3                   esutil,numpy,scipy,matplotlib,healpy,pyyaml
flake8                    1298ec5f4bac5e794a81816758b0fdfec29cb2fc  3.7.5+2                                  python,python_mccabe,pycodestyle,pyflakes
scarlet                   62a773d79d0faec776c78d7e7d6f370e3597f1f0  lsst-dev-g62a773d79d+4                   pybind11,scipy,numpy,eigen,proxmin
pep8_naming               e968bca498880c9571dc943a0b9a825eeab1ac33  0.8.2+2                                  python,flake8
pytest_flake8             14151febd0563b0059ef8d39ce2da1b8d0bd1f8c  1.0.4+2                                  python,pytest,flake8
sconsUtils                a72d8d38537e16dbbd151c3a044fdbfa59fe0ede  17.0.1-1-ga72d8d3                        scons,pytest,pytest_flake8,pep8_naming,pytest_xdist,pytest_session2file,pytest_cov,doxygen
astrometry_net_data       eaffc02df2119a5f17862630057df8974f07ca23  8.0.0.0+65                               sconsUtils
jointcal_cholmod          25991af22f0ab25fbb47d16d62e1958032cb9cef  master-g25991af22f+1                     scons,sconsUtils
verify_metrics            faba3334ae443c991bfacd58b449f7c3bef18dac  17.0.1-4-gfaba333+3                      sconsUtils
psfex                     ee0c255054821e86103689bba663a75226793e5f  16.0+28                                  gsl,sconsUtils,fftw
astshim                   f92808934c903432245d509b0ef1ea73c4b0e30a  17.0+5                                   sconsUtils,ndarray,numpy,starlink_ast,pybind11
base                      2df868b9b7c36216440322cb75358efe5fea4aea  17.0+6                                   sconsUtils,pybind11,python,doxygen
afwdata                   e3096bf6d57a7154f22a38a09eba35aa91b54a6e  17.0+3                                   sconsUtils
pex_exceptions            8de6c91be5892726ab497ecc50d1374b797b5dbe  17.0.1-1-g8de6c91+9                      base,boost,pybind11,python
sphgeom                   5f3a788d9c46c2fd337a6f4130d5c46487de6c53  17.0+6                                   base,sconsUtils,pybind11,doxygen
utils                     e9fec5e815b6d2d2801007d328d1d7a986e5329c  17.0.1-1-ge9fec5e+3                      base,pex_exceptions,boost,numpy,pybind11,python,python_psutil
log                       fc7ad86047093f74dd8ca335642327933b84762a  17.0+9                                   boost,log4cxx,base,pybind11,python,sconsUtils,utils
geom                      b9095d252db4385b946a80cd5603e68bf4b1290a  17.0.1-1-gb9095d2+5                      boost,ndarray,sconsUtils,sphgeom,pex_exceptions,utils
daf_base                  3bdf598951a9e57b7df819b37724ccd1768f2c75  17.0.1-2-g3bdf598+9                      utils,pex_exceptions,pybind11,python,numpy,pyyaml
astro_metadata_translator b2bed446846f5ac2f45ad83f8624247a2f0ef3d9  master-gb2bed44684+5                     scons,sconsUtils,pyyaml,astropy,daf_base
pex_policy                4412fcdbe4731b804531ac122cfaa533b2d876b4  17.0+9                                   daf_base,utils,pybind11,python
daf_persistence           fc6fb1fbea35ee0046656ce592c82ae2876cf2a9  17.0.1-1-gfc6fb1f+14                     log,pex_policy,astropy,pyyaml,pybind11,python
pex_config                54f2ebc1e698607b9a41dd8e3b459b2383212fdd  17.0.1-2-g54f2ebc+5                      daf_base,pex_policy,numpy,utils,pybind11,python
afw                       77166fe2d06b4c1fe29f877c748295211972fa24  17.0.1-22-g77166fe2d                     daf_base,daf_persistence,pex_config,geom,log,ndarray,cfitsio,numpy,minuit2,eigen,gsl,fftw,sphgeom,utils,astropy,pybind11,astshim,matplotlib,afwdata
dax_ppdb                  c7c87825dd1e55d67cd99a37b9c5262d78e89b13  17.0.1-7-gc7c8782+5                      afw,pex_config,python,pyyaml,scons,sconsUtils,sphgeom,sqlalchemy,utils
display_ds9               4d4fbc4f3be5a6407fdc3b36f1e04cc4e70b8d11  17.0.1-1-g4d4fbc4+19                     afw,xpa,pybind11
display_firefly           377950aaad6dba91c15cfadcdb9f9887f8ae1f39  17.0-1-g377950a+24                       afw,log,firefly_client,python_future
shapelet                  5400cdc3378685688cef0c74e55f6f86ea276657  17.0+25                                  afw,numpy,scons,sconsUtils,pybind11,scipy
ctrl_orca                 b63ae42ed3a7bf2239fa7d622f5fe4368fe9e170  17.0+12                                  python_future,utils,pex_config,daf_persistence,log
display_matplotlib        18f3627e88fe04e8f147c3e4c8d6091418f34f68  17.0+25                                  afw,matplotlib,python_future
daf_butler                8eaf31d544fe306b992adfc32274d6defbe5f97f  17.0.1-24-g8eaf31d                       sphgeom,sqlalchemy,numpy,scons,sconsUtils,utils,astro_metadata_translator,geom,base,daf_persistence,afw
obs_base                  20c7f65b22821cfedbfb1412678555857896526f  17.0.1-11-g20c7f65                       daf_base,log,daf_persistence,afw,astropy,utils,astro_metadata_translator,daf_butler
obs_test                  55520dc64ee6f0d33ac3383a492a85ec22316939  17.0.1-1-g55520dc+27                     afw,daf_base,obs_base,pex_config,pex_policy,numpy,utils,astropy
ap_verify_testdata        ad2fcd81dc6c9dcaab49a014c1aec0a544669bb3  17.0+37                                  obs_test
ctrl_execute              98c77ba7403588afffb25719809b317b757890ae  17.0.1-1-g98c77ba+9                      python_future,ctrl_orca,pex_config,utils
pipe_base                 3e5d1915fbb5f211304a3445a4aa49afd18c45c8  17.0.1-2-g3e5d191+29                     daf_butler,daf_persistence,log,pex_config,utils,afw,obs_test
skymap                    18434ef8e42a016cf690bd95c0dc97c0b0793a3c  17.0.1-2-g18434ef+6                      numpy,sphgeom,afw,daf_butler,healpy
verify                    8463ee6d438ecaae5e7fb4107b96aef4f3709c3e  7.1-hsc-1-g8463ee6+7                     python_future,pyyaml,requests,numpy,astropy,sconsUtils,utils,pex_exceptions,log,pytest_flake8,pex_config,pipe_base,dax_ppdb,verify_metrics
ctrl_platform_lsstvc      1b224f6350ad8892996b600c078569d9a6a49750  17.0.1-1-g1b224f6+9                      ctrl_execute
ctrl_mpexec               8163d2ed6bc9390ba43266017ae0961adaa49c46  17.0.1-5-g8163d2e+13                     daf_butler,log,pex_config,pipe_base
coadd_utils               adf6c7a0965b302d00bd5d90db24082b6e73c19c  17.0+40                                  afw,log,pybind11,numpy,pex_config,pipe_base,scons,sconsUtils,utils,afwdata
cp_pipe                   7235603353573bc2aeac5d944ed7c18f12a667d9  17.0+37                                  pex_config,pipe_base,daf_base,log
ctrl_pool                 af5c3d7277764be86d1420eb08ffee5347952b5f  17.0+37                                  python_future,daf_persistence,pipe_base,log,utils,mpi4py
meas_base                 aad6eea1b3d02ba21422c29dcc3984af482e9319  17.0.1-6-gaad6eea+10                     utils,geom,afw,coadd_utils,daf_base,sphgeom,numpy,pex_config,pipe_base,pybind11,scons,sconsUtils
meas_extensions_simpleShape 3b92700c9566b5bbf58df8223b4d8c89fef47c84  17.0+38                                  scons,sconsUtils,base,numpy,pybind11,afw,meas_base,utils,pex_config,pex_exceptions
meas_algorithms           7a9f9e2cdf69ee89e1d73fbd144617ee94fd47e4  17.0.1-12-g7a9f9e2c+1                    astshim,daf_base,daf_persistence,geom,afw,esutil,log,meas_base,obs_test,minuit2,numpy,pex_config,pex_exceptions,pex_policy,pipe_base,scons,sconsUtils,utils,pybind11
meas_astrom               7a3d54a192dd13686a14cea6e51330ac4ac6e0da  17.0.1-8-g7a3d54a+16                     geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils,astrometry_net,numpy,matplotlib
meas_extensions_photometryKron fc65f5f07bb2b23e8b464a63c5df4c57d4d4541d  17.0.1-1-gfc65f5f+31                     meas_base,pybind11,meas_algorithms
ip_isr                    2fe997d8d9f2461cf79a2025683554aadd2d0041  17.0.1-14-g2fe997d+4                     meas_algorithms,numpy,pipe_base,scons,sconsUtils,pybind11,afw,geom,utils,pex_exceptions
ap_association            3c24ab033fe2d9594ad6b0308b15cc7016b324ec  17.0.1-5-g3c24ab0+19                     afw,meas_algorithms,pex_config,pipe_base,dax_ppdb,verify,numpy,scipy,python_future
meas_modelfit             7e86b5922825f50627630dc907385da8a1c11f33  17.0.1-3-g7e86b59+20                     afw,meas_algorithms,meas_base,numpy,log,scons,sconsUtils,shapelet,pybind11,matplotlib
meas_extensions_astrometryNet d08d5339e164f373263c89100514cd62cd3596f2  17.0.1-3-gd08d533+20                     afw,log,meas_algorithms,meas_astrom,pex_config,pipe_base,utils,astropy,wcslib,astrometry_net,numpy,python_future,matplotlib
meas_deblender            5f4ed7e81f2173ca30b71812cdc639a0ff3d7047  17.0.1-1-g5f4ed7e+29                     afw,log,meas_algorithms,numpy,scons,sconsUtils,utils,pybind11,scarlet,matplotlib,testdata_deblender
meas_extensions_psfex     26618f54b38bcaabc7c52375d2a0da07b23b3012  17.0.1-2-g26618f5+10                     afw,boost,daf_base,fftw,meas_algorithms,meas_base,numpy,psfex,scons,sconsUtils,pybind11,utils
meas_extensions_convolved 1ea63f34e3eabd6b4a18f08aa03d495b42f33d19  17.0+41                                  meas_algorithms,meas_extensions_photometryKron
meas_extensions_shapeHSM  b33841fe01309a79c72cf0821f01eb30f2d0baa5  17.0+41                                  meas_base,meas_algorithms,galsim,afw,daf_base,numpy,pex_exceptions,pybind11,sconsUtils,utils
obs_ctio0m9               12d8aee42ae08df8903910615210d65d05a8aa1b  17.0.1-3-g12d8aee+16                     afw,daf_base,obs_base,pex_config,numpy,utils,ip_isr
obs_monocam               7f5138e3e16fcf4f6bc8d5708c26b5692ff61ca4  17.0.1-1-g7f5138e+20                     afw,daf_base,obs_base,pex_config,pex_policy,python_future,numpy,utils,meas_extensions_astrometryNet
ip_diffim                 09759e83dcf16d3d498849456ac07840e236e811  17.0.1-9-g09759e8+6                      afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,minuit2,numpy,pex_config,pex_policy,pipe_base,utils,lmfit,pybind11,verify,afwdata,matplotlib
pipe_tasks                c40cdd800d633beddf7d6f52de0b65d2bc9d6c66  17.0.1-13-gc40cdd80                      afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_astrom,meas_deblender,astrometry_net_data,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test,matplotlib
synpipe                   f4e015501451dd74dec59d8bebda34822a4ce5c0  17.0.1-1-gf4e0155+33                     astropy,daf_persistence,pex_config,afw,pipe_base,pipe_tasks
pipe_drivers              ce169aa953bb5fb4629f75c084abc2d000a20315  17.0.1-4-gce169aa+3                      ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks,astro_metadata_translator
obs_comCam                94c71effa8aabad6a204f0713c809042c837fb43  17.0+46                                  afw,daf_base,obs_base,pex_config,pex_policy,python_future,numpy,utils,ip_isr,pipe_tasks
obs_cfht                  2d257863326facedff56d7bbc9e73ba15f22371f  17.0.1-4-g2d25786+9                      daf_persistence,obs_base,meas_algorithms,meas_astrom,pipe_tasks,astropy,astro_metadata_translator,testdata_cfht
obs_sdss                  e47e0048026ddc9895c1fee1a7119d661349eb6c  17.0.1-1-ge47e004+24                     pex_policy,obs_base,afw,meas_algorithms,meas_astrom,pipe_tasks,utils,log,astropy
obs_subaru                e8b0f4eda1fe7df0d5fff76d74f41fd27bb9e7fe  17.0.1-19-ge8b0f4ed                      daf_persistence,obs_base,pipe_tasks,meas_astrom,astropy,sconsUtils,pybind11,numpy,astshim,astro_metadata_translator,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,testdata_subaru
validation_data_cfht      66438b487e0c5fe62511e0ef8db087337b698659  17.0+45                                  obs_cfht
obs_decam                 0ece6abe57f9a796d62be0abdd2f7a9bb7b0569c  17.0.1-4-g0ece6ab                        utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,pex_policy,ip_isr,astro_metadata_translator,testdata_decam
obs_lsst                  53e1e19b38ffc63aee158ef6ea89ae9dd4bf6c78  17.0.1-20-g53e1e19+2                     afw,daf_base,obs_base,pex_config,pex_policy,astropy,numpy,utils,ip_isr,pipe_tasks,astro_metadata_translator
ci_ctio0m9                e691f85275d625ba20023001eba35a0d18ce91ca  17.0+46                                  obs_ctio0m9,pipe_drivers,pipe_tasks,sconsUtils,afw,pipe_base,pex_config
meas_mosaic               43ebf10df846ff7c6deef1cea98d97e26201dfda  17.0.1-3-g43ebf10+16                     sconsUtils,pybind11,python,boost,gsl,afw,numpy,eigen,log,ndarray,pex_config,pipe_tasks,meas_astrom,meas_base,meas_algorithms,minuit2,astropy,obs_subaru
obs_lsstSim               97a773840b027989ed9270f303cd653164fcd03a  17.0.1-1-g97a7738+26                     daf_base,pex_policy,afw,daf_persistence,obs_base,meas_algorithms,ip_isr,pipe_tasks,pybind11,utils,astropy
ap_pipe                   db5c7619a4406e9a1bf31813747e798787de634d  17.0.1-2-gdb5c761+25                     utils,pex_config,pipe_base,pipe_tasks,ap_association
validate_drp              5ca24d72cab8f25ab801c423e17c6695f1775266  17.0.1-4-g5ca24d7+21                     python,utils,daf_persistence,afw,pipe_base,verify,pyyaml,scipy,matplotlib,treecorr,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
lsst_dm_stack_demo        c5e40344c7b59d81363741adb21c8698bb4042b1  17.0.1-2-gc5e4034+21                     python,utils,sconsUtils,obs_sdss,meas_extensions_astrometryNet
ap_verify                 7cba90a6848e90e86bbf124fa0514aab4b1f492c  17.0.1-5-g7cba90a+4                      python,utils,afw,daf_persistence,pipe_tasks,verify,ap_pipe,ap_verify_testdata,obs_test,ip_diffim,ap_association
lsst_obs                  8eafd7054b3b93f421c90337abe3257e5d847f0c  17.0+46                                  obs_cfht,obs_comCam,obs_ctio0m9,obs_decam,obs_lsst,obs_lsstSim,obs_subaru,obs_test,obs_monocam,obs_sdss,testdata_cfht,testdata_subaru,testdata_decam
validation_data_decam     d4b72066b3336f9219cd8d829e9648a716b97822  17.0+45                                  obs_decam
testdata_jointcal         5ea0c29dedfcc390b3248f27e0c910e4ac69bf28  17.0.1-2-g5ea0c29+21                     obs_lsstSim,obs_cfht,obs_decam,obs_subaru
fgcmcal                   434ef062eb23c01484fb6353d251487872e85689  17.0+46                                  scons,sconsUtils,ndarray,esutil,afw,daf_persistence,obs_base,pex_exceptions,pex_config,pipe_tasks,numpy,scipy,matplotlib,healpy,pyyaml,fgcm,testdata_jointcal
lsst_apps                 e7f95acdbc98c351bcdf5ca22c7765c035c82bba  17.0+46                                  meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,obs_lsstSim,obs_sdss,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex
jointcal                  17184892a9d1accfaf0e21c1d162b8456a503773  17.0.1-15-g1718489+2                     scons,sconsUtils,pybind11,eigen,boost,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,obs_cfht,testdata_jointcal
lsst_distrib              242c58973ab2596039314495a4fa50d5184949ab  17.0+50                                  lsst_apps,ctrl_execute,ctrl_mpexec,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,pipe_drivers,lsst_obs,synpipe,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,validate_drp,meas_mosaic,fgcmcal
lsst_ci                   7d755d1402fc15484e014925d27d5172d26a6cee  17.0+49                                  lsst_apps,lsst_distrib,lsst_dm_stack_demo,testdata_subaru,testdata_cfht,testdata_decam,obs_subaru,obs_cfht,obs_decam,obs_lsstSim,obs_sdss,validation_data_cfht,validation_data_decam,validate_drp,ci_ctio0m9
