# product                 SHA1                                      Version                       
BUILD=b3988
eigen                     c8ced58ce1fa144b84f38bd6a2da978d8242cb4c  3.3.4.lsst1                              
fftw                      30c2cc419e7200314efbef8d0c432ac11e9d41be  3.3.4.lsst2                              
minuit2                   dae2fb72f087c8d6dd1c4e0cfe8a828920f3412e  5.34.14                                  
sims_skybrightness_data   f6dd53da85a24c7155bc28ab7476cf46ce1f4416  2017.05.05                               
freetds                   158005830bde34bde7db91bbf1b812d67012f9e6  0.91.112.lsst2                           
throughputs               29ce4f573acba0ba1ac6e4b1afaa8c6c14b55836  2017.01.31-6-g29ce4f5                    
libyaml                   fe04f4f6ffde41f44bfec6c6950136b4d224c8c9  0.1.7                                    
sims_data                 ca5d0e022c7167ef0e7ee216efcfa9b9b9d9cae7  2018.05.08                               
sims_sed_library          bb8171e5dc4f77887b4dd14165df8f97fff51b8a  2017.01.24                               
doxygen                   524ee4ee18a8ea2be55a677f925dc1f92df1e323  1.8.13.lsst3                             
testdata_deblender        76d7dc3446bdd13dbec01f3aa48771848b22ce3c  16.0                                     
python                    28a652d3d6b1665eb14b9465e11af08269e99fc6  0.0.8                                    
pex_config                4734f7a81446ebcb4c6479562be3f16df4befee1  16.0-8-g4734f7a+1                        daf_base,pex_policy,numpy,utils,pybind11,python
daf_persistence           9a974b3afd9bbbb4f6874d770c4251390a1471c5  16.0-14-g9a974b3+1                       log,pex_policy,astropy,pyyaml,pybind11,python
sims_seeingModel          17ae6903c6065f0cb068dd5ae12badd85a5ab5e1  master-g17ae6903c6+1                     utils,sims_utils,throughputs,sims_photUtils
ts_dateloc                60a36c8d46cf5e93ce99006be98fed71e8f8e7ad  master-g60a36c8d46+1                     python,sims_utils,utils
ts_observatory_model      3d307a5f454a4f538560db017b334a3e1e0295e6  master-g3d307a5f45+1                     python,ts_dateloc,utils
sims_skybrightness_pre    d2a9a598498432371fea17f630fd969e86c3348e  2.13.0.sims-2-gd2a9a59                   numpy,healpy,sims_utils,sims_survey_fields,ephem,sims_skybrightness
sims_catalogs             d96761c39526c3652f48cb483717f7630cf13f18  2.13.0.sims+3                            daf_persistence,pymssql,python,sims_utils,sqlalchemy,utils
afw                       e89f8615e020edf137f6def2df77150ce8f46037  16.0-71-ge89f8615e                       daf_base,daf_persistence,pex_config,geom,log,ndarray,cfitsio,numpy,minuit2,eigen,gsl,fftw,sphgeom,utils,astropy,pybind11,astshim,matplotlib,afwdata
skymap                    585843132d895cd78251d206e26b969f71a6ae1a  16.0-8-g5858431+3                        numpy,sphgeom,afw,healpy
sims_featureScheduler     d4d04f97b3087b364695141727aca5e39d3fe41a  master-gd4d04f97b3+1                     base,numpy,sims_utils,sims_skybrightness_pre,scipy,healpy,astropy,ephem,sims_seeingModel,sims_cloudModel,sims_downtimeModel,sims_survey_fields,sims_almanac,ts_observatory_model
daf_butler                b885c350e4e2f185b430bedd6609132f637c0a84  master-gb885c350e4                       sphgeom,sqlalchemy,numpy,scons,sconsUtils,utils,astro_metadata_translator,daf_persistence,afw
obs_base                  e8801f957eef4302957c4986f56c3ac1a56e3cc4  16.0-29-ge8801f9                         daf_base,log,daf_persistence,afw,astropy,utils,astro_metadata_translator,daf_butler
obs_test                  12e47bda8bcdc3b68ffc6be2333dd3e583aa69ec  16.0-11-g12e47bd                         afw,daf_base,obs_base,pex_config,pex_policy,numpy,utils,astropy
pipe_base                 76b09033cbb5648c8dcb23ce6d5eb263f7eb335b  16.0-22-g76b0903                         daf_butler,daf_persistence,log,pex_config,utils,afw,obs_test
coadd_utils               6a53317665fd620d2a0fe3cfb0c2fab85c895877  16.0-5-g6a53317+33                       afw,log,pybind11,numpy,pex_config,pipe_base,scons,sconsUtils,utils,afwdata
coadd_chisquared          e00e371ed7ad5c90423d94188483759106dc13d4  16.0-3-ge00e371+33                       coadd_utils,numpy,scons,sconsUtils,pybind11,afwdata
meas_base                 a4d4bcb020a6781d19bfad2165b8f39455a99ffa  16.0-18-ga4d4bcb                         utils,geom,afw,coadd_utils,daf_base,sphgeom,numpy,pex_config,pipe_base,pybind11,scons,sconsUtils
meas_algorithms           21842373d8ba1956684a58a85e2294fa533709b9  16.0-20-g21842373+6                      astshim,daf_base,daf_persistence,geom,afw,esutil,log,meas_base,obs_test,minuit2,numpy,pex_config,pex_exceptions,pex_policy,pipe_base,scons,sconsUtils,utils,pybind11
meas_deblender            5c924a4f47b21ea0965c10e2a861c00b3f1f2f6e  16.0-12-g5c924a4+5                       afw,log,meas_algorithms,numpy,scons,sconsUtils,utils,pybind11,scarlet,matplotlib,testdata_deblender
ip_isr                    141792033a1ca1d5d97d72520d06508c51e9a28c  16.0-15-g1417920                         meas_algorithms,numpy,pipe_base,scons,sconsUtils,pybind11
ip_diffim                 31abd9151b81b518f51c2bae9c3f2c510ff0d668  16.0-17-g31abd91+6                       afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,minuit2,numpy,pex_config,pex_policy,pipe_base,utils,lmfit,pybind11,afwdata,matplotlib
meas_astrom               7d7456e3d19075a9f7bbf4f21cc007e80ab187ab  16.0-17-g7d7456e+6                       geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils,astrometry_net,numpy,matplotlib
meas_extensions_astrometryNet 21fd5fe612fa2e3ec385736e6e6fc120e753f7df  16.0-8-g21fd5fe+28                       afw,log,meas_algorithms,meas_astrom,pex_config,pipe_base,utils,astropy,wcslib,astrometry_net,numpy,python_future,matplotlib
pipe_tasks                42e581f742aae387611ced5f296006a3a1eb3f89  16.0-49-g42e581f7+5                      afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_astrom,meas_extensions_astrometryNet,meas_deblender,astrometry_net_data,ip_isr,ip_diffim,coadd_utils,coadd_chisquared,skymap,sphgeom,obs_test,matplotlib
obs_lsstSim               28cebc3e6ba1329d1156cdde9e7916ab493706a2  16.0-9-g28cebc3+50                       daf_base,pex_policy,afw,daf_persistence,obs_base,meas_algorithms,ip_isr,pipe_tasks,pybind11,utils,astropy
sims_coordUtils           88f79fa268dfc0158d3d03d790654db6dfa1f6f2  2.13.0.sims+6                            base,python,utils,geom,afw,sims_utils,obs_lsstSim
sims_maf                  814a2feed4e648c0ccfca7f990f87a6119f32229  2.13.0.sims-2-g814a2fee+2                base,numpy,matplotlib,scipy,sqlalchemy,ephem,palpy,healpy,sims_utils,sims_data,sims_catalogs,sims_photUtils,sims_coordUtils,sims_maps,sims_survey_fields,obs_lsstSim
sims_catUtils             bbbbbf730ec6e9b82d39a1daf3c027b76d5e65bd  2.12.0.sims+12                           utils,sims_sed_library,sims_maps,sims_utils,sims_catalogs,sims_coordUtils,sims_photUtils,sims_data,palpy,python,pymssql,daf_persistence,sncosmo,astropy,sqlalchemy,obs_lsstSim
sims_GalSimInterface      600bc4c32bad5ad5f68d54a7aebb8f2f885d66c3  2.13.0.sims+6                            galsim,astropy,meas_astrom,afw,geom,sims_utils,sims_coordUtils,sims_catalogs,sims_catUtils,obs_lsstSim
sims_alertsim             0146ec391ec87010bb3dae63a1f7fc0f84b045bf  2.5.0.sims+25                            sims_utils,sims_catalogs,sims_catUtils,python,pymssql,daf_persistence,astropy
lsst_sims                 c8724f7f46a1095752d891718050f37cfab76334  2.13.0.sims-1-gc8724f7+2                 sims_maf,sims_GalSimInterface,sims_catUtils,sims_catalogs,sims_sed_library,sims_maps,sims_skybrightness,sims_skybrightness_pre,sncosmo,sims_alertsim,ephem,sims_survey_fields,sims_featureScheduler
