# product                 SHA1                                      Version                       
BUILD=b5207
afwdata                   d1c39c2f883e254a0e8fcd080721619ca496e1d3  20.0.0                                   
alert_packet              9c6f3ccb69ff2da8cd0f0e80b92e94cfdac83a6a  master-g9c6f3ccb69                       
eigen                     fd995628f7aa5534ef73c13f6d9660d0cbe3e416  3.3.7.lsst2                              
fgcm                      1f68fb7ac6bb37a8539a7661bd48aa099e55ff1a  lsst-dev-g1f68fb7ac6                     
firefly_client            508dc7262a76850e0095defb6fae06e0adb234e0  lsst-dev-g508dc7262a                     
obs_decam_data            7048e9c24cba5cc4530673ac24056a5b64b15268  20.0.0-1-g7048e9c                        
obs_lsst_data             1010acae735ccaa1f27868e803e7790505d34e02  20.0.0-6-g1010aca                        
obs_subaru_data           f829e6445dc2e74d6b18cf00b7977c5599506fe4  20.0.0-1-gf829e64                        
obs_test_data             b4dcb135d7fe475262c0b982b6f574d74ef90754  19.0.0                                   
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
sconsUtils                9a8dc73fbcf953828928a0b252a3747277ac3d68  20.0.0-2-g9a8dc73                        
testdata_cfht             2bee09ef6fe206c85ef4c504c2f14afeef4acdd0  14.0                                     
testdata_deblender        8af30cc6eeffc3554cc7b3aee2e66f46f21279de  20.0.0                                   
testdata_decam            47917b28e7eff24162f0ba898a02c9e606ef4a4f  20.0.0-2-g47917b2                        
testdata_jointcal         f05517f1c192ccc000684b58c46741730cb1e02d  20.0.0-4-gf05517f                        
testdata_subaru           316d0cebfe4ba6035df57593a73b54c5a8fd0ac0  20.0.0-1-g316d0ce                        
validation_data_cfht      489cb8a930413e6f5460b6c43db595a08b5853cb  20.0.0                                   
validation_data_decam     6adf0a0eb9aaea4c9b0cf056bafa3f7be98785e6  20.0.0                                   
geom                      bd60e8ce2cfca0bca6ac589220688f84172f2a52  20.0.0-3-gbd60e8c+ffb20d0b0d             sconsUtils,sphgeom,pex_exceptions,utils
log                       61b8584665373209cb86a9fae22326d0a10157e4  20.0.0-2-g61b8584+b4ab3064f8             base,sconsUtils,utils
astro_metadata_translator e8a79d20be137b45fa33008128bdc6fddbd51623  0.1.0-17-ge8a79d2+1f4ba438e8             sconsUtils,daf_base
daf_persistence           becbe0515785050c6d2f532154153194ac934527  20.0.0-3-gbecbe05+7f0063ada4             utils,log,daf_base
pex_config                a51b5d4678a70284aacf13abefed49efedf331ba  20.0.0-2-ga51b5d4+1f4ba438e8             daf_base
afw                       cabc0c9fdf360d23ad549c359d696cda5b996a2c  20.0.0-18-gcabc0c9fd+54cb7ade16          daf_base,daf_persistence,pex_config,geom,log,sphgeom,utils,astshim,afwdata
ctrl_orca                 a18918569f758cb2bbb1f2d69ddbb6439dc54a83  20.0.0+2d91192032                        utils,pex_config,daf_persistence,log
cbp                       e319b44137a96ff988209d041d710a369e64a734  20.0.0-1-ge319b44+8a208d85ec             geom,sphgeom,afw
ctrl_execute              637769e54ab186bbaaec5c6c47ce9bf1a4a4265f  20.0.0+9f8bc511dc                        ctrl_orca,pex_config,utils
dax_apdb                  253301aa6cef94a1860a0adc84002e26b2a6a1a1  20.0.0-1-g253301a+8a208d85ec             afw,pex_config,sconsUtils,sphgeom,utils
display_ds9               2b32d65e7ec24b526e9b433ec5d66a085732f01d  20.0.0+8a208d85ec                        afw
display_firefly           d6714190a066a65907e516477fe740967449ecd6  20.0.0+f15d39cacd                        afw,geom,log,firefly_client
display_matplotlib        06f596319d54ed350da1ab9b6fa0a2e029695f90  20.0.0+8a208d85ec                        afw
pipe_base                 73474ed1ff34fa799163b72789d32b842cd71f2c  20.0.0-28-g73474ed+df2822652a            daf_butler,daf_persistence,log,pex_config,utils,afw
shapelet                  f07204487da8e856b8614daabc9177f2c489f77a  20.0.0-2-gf072044+8a208d85ec             afw,sconsUtils,geom
skymap                    97dc21a859325fc3a2e2d97c32ff3dda306f61c7  20.0.0-4-g97dc21a+df2822652a             sphgeom,geom,afw,daf_butler
coadd_utils               8227491f6708ddf234dd8f04c47401542adc7b18  20.0.0+a571b09ef0                        afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_platform_lsstvc      ae98d27b2fb3dd9155f1277a5584699a51fc26e4  20.0.0+db52404229                        ctrl_execute
ctrl_pool                 e404a01e6f1af9a754885946117f9ff954f82a6f  20.0.0+a571b09ef0                        daf_persistence,pipe_base,log,utils
obs_base                  f477d902e01842a5522ba0d0ed07da7a78ed9e0f  20.0.0-73-gf477d90+d0de1c7e9f            daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
verify                    2b2d431df2524ac3683c7dc925a4916d15d5bdd8  20.0.0-3-g2b2d431+b8e90c2600             sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_mpexec               927801ec797a64f1981e04dc59664941d235d99b  20.0.0-43-g927801e+9a6c1018e8            daf_butler,log,obs_base,pex_config,pipe_base
meas_base                 b4befbc2e73346a7cffeb981670a4883b1de21e8  20.0.0-4-gb4befbc+928dca1c48             utils,geom,afw,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils
obs_test                  4bc9b9f1febdffb412ff4d032b6ac54997d2f6fc  20.0.0-4-g4bc9b9f+5be46ab906             afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
ctrl_bps                  d34a055b5a1d1a661c6ef29e0c2dae5430794327  master-gd34a055b5a+4bb211cb57            sconsUtils,utils,daf_butler,pipe_base,ctrl_mpexec
meas_algorithms           760a3dc63508f51111de295108b54fcaf806e1d1  20.0.0-16-g760a3dc6+7dead9ab29           astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils
meas_extensions_simpleShape 9c54d0d45d64a81b6e1fe4dc8c1448be8fdef35d  20.0.0+914fcaec49                        sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
ap_association            9efcc315710229cf5747b20f3621db907b05049e  20.0.0-16-g9efcc31+a2027ee197            afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,verify
ip_isr                    5eafb0f08a3aa946228f4a33633d386b98b78095  20.0.0-25-g5eafb0f+8a636d8bd2            meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
meas_astrom               f1f7952ad29e7cc2206b5bad2d688c87818b83dd  20.0.0-2-gf1f7952+8a636d8bd2             geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            8f21e14b5a96c241e174d0d2cdc5ec6c5cb8cdc8  20.0.0-3-g8f21e14+2bd63a3b42             afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron 4dae9ad26e99ac208b25bde7b39d150b9574d562  20.0.0-2-g4dae9ad+8a636d8bd2             meas_base,meas_algorithms
meas_extensions_psfex     4aa86cc7c5e420748dda3e8679d3be53e0104d7d  20.0.0-6-g4aa86cc+9b37c72498             afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom
meas_extensions_scarlet   8953f445d358b9f0288376969526a70cc8035cf1  20.0.0-4-g8953f44+8b9197743c             base,afw,log,scarlet,scarlet_extensions,log,pex_config,pex_exceptions,pipe_base,meas_algorithms,testdata_deblender
meas_extensions_shapeHSM  fc58a2a0ac90893ee5cb1160b562556fc0d0cac3  20.0.0-1-gfc58a2a+8a636d8bd2             meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             ed6426c26bf356f021c14c5914efd9e767b3aa22  20.0.0-2-ged6426c+3033df31e9             afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom
ip_diffim                 4aef684b15bdd753747a10702ce07bd42773fe02  20.0.0-9-g4aef684+2aec92f563             afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved c390c3c845068864752f1dd9b39b87f9ed5cf448  20.0.0+29666e6c2e                        meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
obs_ctio0m9               1ecf207fc1bef35dc0dd6061d787e6a4feea501e  20.0.0-1-g1ecf207+0297f4a437             afw,daf_base,obs_base,pex_config,utils,ip_isr
pipe_tasks                74ec3ae968e81fddeb1ceabe07ba8d9e6ba2f443  20.0.0-42-g74ec3ae9+afa8208526           afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_extensions_scarlet,meas_extensions_psfex,kht,meas_astrom,meas_deblender,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test
obs_cfht                  c83d3a1e45f8cbf218cc9418a04eb4f877bc4ed3  20.0.0-5-gc83d3a1+eae5336887             daf_persistence,obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,testdata_cfht
obs_decam                 54e2caaafb19c0377f6c54e506b0c72dd0680385  20.0.0-22-g54e2caa+8bd7be2b67            utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,testdata_decam
obs_lsst                  a0aedc1aa62bdf5986eb01d425e1798782852620  19.0.0-110-ga0aedc1+ef021cc184           afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler
obs_subaru                91b176d67dbc4ab8b57504d651867008239f6b99  19.0.0-92-g91b176d6+5b0a95fc0c           daf_persistence,obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,testdata_subaru
pipe_drivers              5b95a8cae66b6883fcf91191e3c614d00ee4035e  20.0.0-1-g5b95a8c+351e15424a             ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks,astro_metadata_translator,geom
ap_pipe_testdata          90fac640cbd21d23c00ccf215923e29048ede4b2  20.0.0+c3b56243ab                        obs_decam
ap_verify_testdata        ba0c9ace322023d93478547ce3775aee05d97190  20.0.0-15-gba0c9ac+72aacfcf2f            obs_lsst
ci_ctio0m9                e691f85275d625ba20023001eba35a0d18ce91ca  17.0+f327ab127d                          obs_ctio0m9,pipe_drivers,pipe_tasks,sconsUtils,afw,pipe_base,pex_config
cp_pipe                   1235a2ff4f5acd6363e0f62948746fbe09555126  20.0.0-29-g1235a2f+94e05d8818            pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_drivers,pipe_tasks
jointcal                  b0260a253f12c1163ce8d58d079ca711a7106de1  19.0.0-14-gb0260a2+6327455aeb            sconsUtils,eigen,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,obs_cfht,testdata_jointcal,obs_subaru,obs_decam,obs_cfht
lsst_obs                  5f953bf0d0eefa2247633876c17db1eb7450684b  20.0.0-1-g5f953bf+5b4fd6fc0b             obs_cfht,obs_ctio0m9,obs_decam,obs_lsst,obs_subaru,obs_test,testdata_cfht,testdata_subaru,testdata_decam
pipelines_check           b69a7ed53444d93ab4ebff9579272e6120526577  master-gb69a7ed534+441c1f0f97            pipe_tasks,daf_butler,obs_subaru,ctrl_mpexec,meas_extensions_convolved,meas_extensions_photometryKron,ip_isr
validate_drp              b22d68fb64b9ec85d9421a4962b27939b1d0a906  20.0.0-1-gb22d68f+4f2af36274             utils,daf_persistence,afw,pipe_base,verify,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
ap_pipe                   d55c0445ce56da4c7627b58483058e8f077cc27e  20.0.0-8-gd55c044+df582e53d7             utils,pex_config,pipe_base,pipe_tasks,ap_association,ap_pipe_testdata
fgcmcal                   9a5b7a10ba9acc58ba9d8cf893f98677a8f34af8  20.0.0-6-g9a5b7a1+9aa0dcac42             sconsUtils,afw,daf_persistence,obs_base,pex_config,pipe_tasks,fgcm,jointcal,testdata_jointcal,obs_subaru
ap_verify                 2b23d8a5a4f55d886b724eaece390869df2ec80e  20.0.0-26-g2b23d8a+ab67a15cd8            utils,afw,daf_persistence,pipe_tasks,verify,ap_pipe,ctrl_mpexec,ap_verify_testdata,ip_diffim,ap_association
lsst_apps                 6539eae825fb38fecfb7dddbda14ff66d0abc637  20.0.0-1-g6539eae+2e3f2d6462             meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex
lsst_distrib              dc8c9d300e7cdb5bbfc5afa55a78fc8ea8aa7871  20.0.0-3-gdc8c9d3+fdef49ae7c             lsst_apps,ctrl_execute,ctrl_mpexec,ctrl_bps,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,meas_extensions_scarlet,pipe_drivers,lsst_obs,cbp,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,sdm_schemas,validate_drp,fgcmcal
lsst_ci                   e78a8d0ece37e44bf2924b9387c8eef1aa3e480d  20.0.0-2-ge78a8d0+ab3a344fba             lsst_apps,lsst_distrib,lsst_obs,pipelines_check,testdata_subaru,testdata_cfht,testdata_decam,validation_data_cfht,validation_data_decam,validate_drp,ci_ctio0m9
