# product                 SHA1                                      Version                       
BUILD=b6820
afwdata                   cfa8984a65037e295ce6fe408a3be9293fce394f  gcfa8984a65                              
alert_packet              6041bd2d669ab5422c3229f14af2a55004f4dd8a  g6041bd2d66                              
ap_verify_testdata        775aa6fb6996006ce56a4e701b692231db1a408c  g775aa6fb69                              
fgcm                      b770f3580fc0f61b92470d1a29e6756d0bc8e8b0  gb770f3580f                              
gbdes                     aa71a13f5dd20618121e0b1e6fe2da28c007c902  gaa71a13f5d                              
kht                       afcb7142decdb77911b08be3ee495256b2f19ed3  gafcb7142de                              
obs_decam_data            9eeeb5e1744bf8adbf537d8090ce4329e9927f2a  g9eeeb5e174                              
obs_lsst_data             5736ae6652b7467a03c746298b8b18c0a5190b22  g5736ae6652                              
obs_subaru_data           7ff78db35487d4e684a72e349abc7204559ea87b  g7ff78db354                              
proxmin                   33b4157f2516bd8c00926329f87583cee3ef3f95  g33b4157f25                              
sconsUtils                80c3e6a29ff02c838c6144038631f523d98d6f50  g80c3e6a29f                              
sdm_schemas               89f0d1f99b62d17ef893414bd95611a53261e877  g89f0d1f99b                              
spectractor               537c14d49160a3d29097f0b389719a456e1e8f9b  g537c14d491                              
testdata_cfht             6f12da9c6fde087ee76ca752d64ee876b6ca1548  g6f12da9c6f                              
testdata_deblender        87fb46585bb0ba968cb39ae1ee510fef5b1869f8  g87fb46585b                              
testdata_decam            083a80d7f211fc8ea4ad915867463b4e7a63411f  g083a80d7f2                              
testdata_jointcal         1e5d8b4631537dafa6e808913a62581324ff8899  g1e5d8b4631                              
testdata_subaru           d0a08a8fc3033106dbb104609bb2e4289d052be9  gd0a08a8fc3                              
cpputils                  9ddcbc5298c854b26dfaaeba050c073e69d8e493  g9ddcbc5298+7f7571301f                   base,pex_exceptions
daf_butler                a1d28be6d814c73ca9885a683ae7b95388a94f5d  ga1d28be6d8+a9e5a04819                   sphgeom,sconsUtils,utils,resources,daf_relation
astshim                   3273194fdb8a9e75327a71b15298448ff22f26ca  g3273194fdb+f6908454ef                   sconsUtils,cpputils
daf_base                  f041782ebf2dcebf600f0209c16696c0757f1b24  gf041782ebf+595decdb33                   utils,cpputils,pex_exceptions,base
geom                      a1e77700b36a2b3767729a3fc699276ea1d2007d  ga1e77700b3+32ccf48d86                   sconsUtils,sphgeom,pex_exceptions,utils,cpputils
astro_metadata_translator 0978aabd1fca2088ed7f9d45a496a5b669b3629d  g0978aabd1f+0ce179faa8                   sconsUtils,daf_base
pex_config                22560d942e9a0aa7486269bbff0dff1e17d4190f  g22560d942e+0ce179faa8                   daf_base
afw                       4728e35f0d6b33fbc056d2d172acb11f9aeac831  g4728e35f0d+53a8438ab4                   daf_base,pex_config,geom,log,sphgeom,utils,astshim,base,cpputils,afwdata
ctrl_execute              3288a415c1fbcd0bca10025638997579c26c032b  g3288a415c1+afd66f60df                   pex_config,utils
dax_apdb                  e24ae8ed470af9d80737eddb4c84ae43f96c2591  ge24ae8ed47+17b21bf26c                   felis,geom,daf_base,pex_config,sconsUtils,sdm_schemas,sphgeom,utils
pipe_base                 655761b64892e00e63f564038fcec928fd55812c  g655761b648+94da4844e8                   daf_butler,pex_config,utils,resources
cbp                       a32fcf49c8d30cf671f47ce018931f3d72162029  ga32fcf49c8+387721ca5c                   geom,sphgeom,afw
coadd_utils               337abbeb2929da163b9db5919b38394f9291d749  g337abbeb29+387721ca5c                   afw,log,sconsUtils,utils,afwdata,pex_config
ctrl_mpexec               76ae3ab134e36aadcf4b500530703d3a53d912ef  g76ae3ab134+f0199d472f                   daf_butler,pex_config,pipe_base,utils
ctrl_platform_s3df        3be6bbf6eea971d3b650ec05318f2f4b45525c34  g3be6bbf6ee+e440cd2446                   sconsUtils,ctrl_execute
display_astrowidgets      2bbee38e9bfd937a1eca947439aca2323cbe174e  g2bbee38e9b+387721ca5c                   base,afw
display_ds9               db4ec4c5972432f81f22c10ef2ebb0a6b1a66f5a  gdb4ec4c597+387721ca5c                   afw
display_firefly           ae46bcf261995c578d76086a2ee5f0088ccf4351  gae46bcf261+387721ca5c                   afw,geom,log
display_matplotlib        0265f82a028ed87659288d5918a086523e0c8947  g0265f82a02+387721ca5c                   afw
obs_base                  cc620a9fd908d40b8f38d07c50faaf174cf6552d  gcc620a9fd9+6540d52e01                   utils,daf_butler,pipe_base,resources,astro_metadata_translator,pex_config,daf_base,afw,geom,pex_exceptions,log
shapelet                  44018dc512e855f3013eb4546c92ee4cfa13861b  g44018dc512+387721ca5c                   afw,sconsUtils,geom
skymap                    93973518b8194ee591911cb11ac8b7a6ce28942c  g93973518b8+01a0ac5232                   sphgeom,geom,afw,daf_butler
verify                    ffb8816710c3456f4343bacbb842cfa169d8fd08  gffb8816710+1b30da9b3b                   sconsUtils,utils,pex_config,daf_butler,pipe_base,dax_apdb,afw,verify_metrics
ctrl_bps                  d68f275ad0ebbf86eb71ed26dae7d03179060cba  gd68f275ad0+68f1e7167d                   sconsUtils,utils,daf_butler,pipe_base,resources,ctrl_mpexec
meas_base                 159b3db504ac620b4999270ad5efc03b7cf694ee  g159b3db504+62ba8334a5                   utils,geom,afw,skymap,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils,obs_base
ctrl_bps_htcondor         228b91939631e7d8c2e8730cda0b8fb3230d854e  g228b919396+b6d38c5673                   sconsUtils,ctrl_bps,utils
ctrl_bps_panda            cb68d0d8887e6a1550467b113c3a6e1b9c0ce9ac  gcb68d0d888+b6d38c5673                   sconsUtils,ctrl_bps,daf_butler,resources,utils
ctrl_bps_parsl            ff3a74ef833c3c71129b773abd275663617bb16b  gff3a74ef83+b6d38c5673                   ctrl_bps,utils
meas_algorithms           7dc46dff8f0ab8f4a6150a3197cd4e294d66525a  g7dc46dff8f+10617abd6a                   astshim,daf_base,geom,afw,log,meas_base,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils
meas_extensions_simpleShape cf0d15dbbd8e1c410f62060a9388a7b98e664db3  gcf0d15dbbd+10617abd6a                   sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources 47da3c6c8607068c5e7b2bba2472305c6c75541f  g47da3c6c86+10617abd6a                   base,afw,geom,pex_config,utils,cpputils,meas_base
meas_transiNet            db5f421a5ee1e05e14d4c9b6811d05878eb419db  gdb5f421a5e+10617abd6a                   base,pex_config,pipe_base,meas_base
ip_isr                    a7ab7f6f60ddc57473aca0d4ee6eab0eda8a1b35  ga7ab7f6f60+b95567d9ac                   meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
lsst_bps_plugins          3a590c521e9cfb37e0cc03f799ce5cabe499d2c2  g3a590c521e+77acadd2fb                   ctrl_bps_htcondor,ctrl_bps_panda,ctrl_bps_parsl
meas_astrom               f36cf20d7fc3c68a1c2a3e3b31bec0a803cc65ee  gf36cf20d7f+b95567d9ac                   geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            2cc88a295266c5ad0f42ecb27fa23693f735f87b  g2cc88a2952+f5c8c6f8ca                   afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron b2715bf1a11a9885ee7a7034b54c357fa13a16ec  gb2715bf1a1+b95567d9ac                   meas_base,meas_algorithms
meas_extensions_piff      c86a011abf5918a342f78a1f2ff8e8c3cb85bcbc  gc86a011abf+b95567d9ac                   afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     58be5f913a5554d78f209afcf6095002c238fb9d  g58be5f913a+d34dbce381                   afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom,afwdata
meas_extensions_scarlet   943cb464a29ba1f7bee0be1ce181afc6262eca39  g943cb464a2+1a54898cb6                   base,afw,log,scarlet,scarlet_extensions,log,pex_config,pex_exceptions,pipe_base,meas_algorithms,testdata_deblender
meas_extensions_shapeHSM  571dde35ae4c64b5b88316b94c432cedbacedf01  g571dde35ae+b95567d9ac                   meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             d1626306295e8f6e6e339a5ec0a04da8cbab2324  gd162630629+18a84df902                   afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom,cpputils
ip_diffim                 91cdbf1c4db3764a3d4b811ba7482e71aeddc4a7  g91cdbf1c4d+2875ab5917                   afw,daf_base,log,meas_astrom,meas_algorithms,meas_extensions_trailedSources,meas_extensions_shapeHSM,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved 42fff21dfb88e9ac1772aa792458ec200baa4b58  g42fff21dfb+82f91126f9                   meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
meas_extensions_gaap      8dd659735522c67f07f67f40e756c8d3ce93a714  g8dd6597355+28ab861627                   afw,daf_base,geom,ip_diffim,meas_algorithms,meas_base,pex_config,pex_exceptions,utils
pipe_tasks                d68abc75bf661c139938397aaafdadbe4097ce8d  gd68abc75bf+51de0fb6d7                   afw,coadd_utils,daf_base,daf_butler,dustmaps_cachedata,geom,ip_diffim,ip_isr,kht,meas_algorithms,meas_astrom,meas_base,meas_deblender,meas_extensions_convolved,meas_extensions_gaap,meas_extensions_photometryKron,meas_extensions_piff,meas_extensions_psfex,meas_extensions_scarlet,meas_extensions_shapeHSM,meas_extensions_trailedSources,meas_modelfit,obs_base,pex_config,pipe_base,skymap,sphgeom,utils,verify
analysis_drp              8a53795882f28fc6601fe27f932a241bc43ad526  g8a53795882+37e621edeb                   base,pipe_base,pex_config,pipe_tasks,skymap,geom
ap_association            6a6fcd37b7c54c7aad98c19409e0d91a35fbca15  g6a6fcd37b7+8dec5280f2                   afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
cell_coadds               9faf7ed3f31c5e59c61277290d108ad0151dec07  g9faf7ed3f3+37e621edeb                   base,meas_algorithms,pipe_tasks
cp_pipe                   857a3418e48f9632ccb37132297c3e738fe5e5cb  g857a3418e4+37e621edeb                   pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_tasks
faro                      e8614a52ae57afec3f1c3490d959ed5883ee78f0  ge8614a52ae+3015fa18e6                   afw,base,ctrl_mpexec,daf_butler,dustmaps_cachedata,geom,pex_config,pipe_base,pipe_tasks,sconsUtils,utils,verify,verify_metrics
obs_cfht                  98ea1558eac93c1965d8d23fb71142a301cebef7  g98ea1558ea+99c192a0a4                   obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,meas_extensions_photometryKron,meas_extensions_shapeHSM,testdata_cfht
obs_decam                 cd84e84c5d4d2b77a99a1d4406cb3ac27a205afb  gcd84e84c5d+9ae0d4a628                   utils,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,daf_butler,ctrl_mpexec,testdata_decam
obs_lsst                  235df5f2a766671636cdcd4bc0e5309c7bbf3120  g235df5f2a7+b81b6fc574                   afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler,meas_extensions_gaap
obs_subaru                65833fab066ec5431d135e3383139d89fafa611b  g65833fab06+b4bae00fe7                   obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,meas_extensions_gaap,testdata_subaru
analysis_tools            18877759150ddbd865aecc4be00199d1975baee4  g1887775915+2b80d433fa                   afw,base,cp_pipe,daf_butler,geom,meas_algorithms,pex_config,pipe_base,skymap
ap_pipe                   06c608b3b8d8b9cd1f9b98cecf1356f63a42c107  g06c608b3b8+6be087e6a6                   utils,pex_config,pipe_base,pipe_tasks,ap_association,meas_transiNet
atmospec                  79216fcd333dc675188ea9a80bfcd0d138297a91  g79216fcd33+05cb50998d                   meas_algorithms,meas_astrom,pipe_tasks,pipe_base,geom,ip_isr,pex_config,meas_algorithms,meas_astrom,obs_lsst,daf_base,utils,afw,spectractor,daf_butler,ctrl_mpexec
cp_verify                 e14ceffff4297769f63770cf1577f7a057551111  ge14ceffff4+2b80d433fa                   sconsUtils,afw,cp_pipe,ip_isr,meas_algorithms,pex_config,pex_exceptions,pipe_tasks,utils,pipe_base
drp_tasks                 439459018384a181ee3f39f68e9be28d3e2ce4d0  g4394590183+b7f8d8754b                   base,gbdes,afw,cell_coadds,daf_base,daf_butler,sphgeom,pex_config,geom,pipe_base,utils,meas_algorithms,pipe_tasks
fgcmcal                   2ab4ef697898ad5fd6371d3fa53cfb2f0d3a2586  g2ab4ef6978+11bac0d09a                   sconsUtils,afw,daf_butler,obs_base,pipe_base,pex_config,pipe_tasks,ctrl_mpexec,fgcm,testdata_jointcal,obs_subaru
jointcal                  4500d70958c17282d44ff4d4529287028eca3ec3  g4500d70958+8eb729bb8c                   sconsUtils,afw,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,cpputils,pipe_base,daf_butler,ctrl_mpexec,obs_subaru,obs_cfht,testdata_jointcal,obs_decam,obs_cfht
lsst_obs                  ea673b7ed927fe2fb85338a342b8af70d7234197  gea673b7ed9+6c12a17a15                   obs_cfht,obs_decam,obs_lsst,obs_subaru,testdata_cfht,testdata_subaru,testdata_decam
ap_verify                 f37a9491f6d827c74658371f8cfe9070a3f5bfd9  gf37a9491f6+7c6ea4fe9f                   utils,afw,verify,ap_pipe,ctrl_mpexec,ap_verify_testdata,obs_lsst,ip_diffim,ap_association
drp_pipe                  158ecb4a2c45e48f6ba9afc6fb830069d0672115  g158ecb4a2c+52e291f93d                   obs_lsst,obs_decam,obs_subaru,ip_isr,ip_diffim,pipe_tasks,meas_base,jointcal,fgcmcal,faro,analysis_drp,analysis_tools,drp_tasks,ap_association
lsst_apps                 a3d9597cd8123fa8f19fefd5194f3a067b1da561  ga3d9597cd8+7231f0d0a8                   meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex,meas_extensions_piff
summit_utils              10219f451745617b110fdb0f99b59151f2cbd1e4  g10219f4517+525db838be                   afw,atmospec,base,daf_butler,geom,ip_isr,meas_algorithms,pipe_tasks,utils,pex_config,obs_base,obs_lsst,resources,daf_base,pipe_base,astro_metadata_translator
lsst_distrib              4213664e8e484f013845845cc805c95d808dddae  g4213664e8e+7275658af4                   lsst_apps,ctrl_execute,ctrl_platform_s3df,ctrl_mpexec,ctrl_bps,lsst_bps_plugins,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,meas_extensions_scarlet,meas_extensions_trailedSources,meas_extensions_gaap,lsst_obs,cbp,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,sdm_schemas,fgcmcal,faro,cp_verify,atmospec,drp_pipe,display_astrowidgets
pipelines_check           a3aa14ec52a056b0576f9ce3a780f279725f12f7  ga3aa14ec52+7bc2b4d77b                   pipe_tasks,daf_butler,obs_subaru,ctrl_mpexec,meas_extensions_convolved,meas_extensions_photometryKron,ip_isr,drp_pipe
summit_extras             57c6b4248f4a9e8a43127971e8f586850221e454  g57c6b4248f+3440699f97                   afw,atmospec,base,daf_butler,geom,ip_isr,meas_algorithms,pipe_tasks,utils,pex_exceptions,summit_utils,display_matplotlib
lsst_sitcom               1a510c377cbef56f5505688d9a00cf3c80cf4fa1  g1a510c377c+f83660acc1                   lsst_distrib,summit_utils,summit_extras
lsst_ci                   a91348bb9d59bdaafdec83ef4a30327c322186e5  ga91348bb9d+90a01edd99                   lsst_apps,lsst_distrib,lsst_sitcom,lsst_obs,pipelines_check,testdata_subaru,testdata_cfht,testdata_decam
