# product                 SHA1                                      Version                       
BUILD=b5883
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  22.0.0                                   
alert_packet              476a544beadecb4a1dcbd1190149b33c8e6da88a  main-g476a544bea                         
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  22.0.0                                   
ap_verify_testdata        24c69b71f5af4b830d69995bdf83a158d22a7764  main-g24c69b71f5                         
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  main-g398bedf734                         
fgcm                      93e57c359b747dfd408ef66f528f19ae431bf63a  lsst-dev-g93e57c359b                     
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  22.0.0                                   
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  main-gbdb8a927be                         
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  22.0.0                                   
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  22.0.0                                   
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
sconsUtils                364cdc5b364f7bfac3db0719a08a4d153c3fe644  main-g364cdc5b36                         
sdm_schemas               4fa7b0d2bededba5cbd2b7ea81cbe55305004fd8  main-g4fa7b0d2be                         
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  22.0.0                                   
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  22.0.0                                   
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  22.0.0                                   
testdata_jointcal         7cf939d2c7b2657a1d21aca2708be5777cfc174d  22.0.0                                   
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  22.0.0                                   
validation_data_cfht      e74e1c8039631b2905b06fc4480a3acbb3d4a3bf  22.0.0                                   
validation_data_decam     617ce979104789d6f5835abb98e1e42ee93e9d70  22.0.0                                   
cbp                       a12cdf076c2e657693342bfc3a9df51204e93f69  main-ga12cdf076c+728fe87c64              geom,sphgeom,afw
ctrl_execute              21dfb85fb4be3163014c3ef921f9bda47223d04c  main-g21dfb85fb4+fc140541bd              ctrl_orca,pex_config,utils
display_ds9               df5b824915cb3b2755570111c287f9fb0a04ef0c  main-gdf5b824915+728fe87c64              afw
display_firefly           195efb4279703135a59cc7c94fc1186f3cd947fc  main-g195efb4279+728fe87c64              afw,geom,log
display_matplotlib        bdd1c81305d7b1ec58b54b26418586500ccc7d91  main-gbdd1c81305+728fe87c64              afw
pipe_base                 454b09c8d2a09001faadd11c30e2a407381911b8  main-g454b09c8d2+7f26dd437f              daf_butler,daf_persistence,log,pex_config,utils,afw
shapelet                  d79a88f3f0059d59ea8f561212266f266479a24a  main-gd79a88f3f0+728fe87c64              afw,sconsUtils,geom
skymap                    833eef2ce5bef3090ac0556b105f293bdb54fbd2  main-g833eef2ce5+7f26dd437f              sphgeom,geom,afw,daf_butler
coadd_utils               de4c5c5ae51d0f5a2c6a70c8f301fc392fd6f362  main-gde4c5c5ae5+36e73f519e              afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_platform_lsstvc      022d4c5f097a6b9e8dd7c531db65b12a7bd2c98f  main-g022d4c5f09+e42921c6cc              ctrl_execute
ctrl_pool                 6ea9deef35207d034093a671c4dc210ebadac26a  main-g6ea9deef35+36e73f519e              daf_persistence,pipe_base,log,utils
obs_base                  e050cc61a5654fa914fc2a1ba7ec37c6c64beb1d  main-ge050cc61a5+609b6b445f              daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
verify                    85b300b2db651db969fbd40cefed15d30421a1ac  main-g85b300b2db+81af07af93              sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_mpexec               06d6d6afe2645e95c83c352faae76e9b03bca24b  main-g06d6d6afe2+923c519726              daf_butler,obs_base,pex_config,pipe_base
meas_base                 26961ef6c7a3bd91c4b40a0307c740244fea775e  main-g26961ef6c7+ffe8acd9e8              utils,geom,afw,skymap,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils,cpputils,obs_base
obs_test                  26fc4c0ca30414b35e0108dffde2356030e31b4a  main-g26fc4c0ca3+34a6c100f3              afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
ctrl_bps                  923eeefab4a7f9c6b45c53e75af91345988e15ad  main-g923eeefab4+8b8617ba95              sconsUtils,utils,daf_butler,pipe_base,obs_base,ctrl_mpexec
meas_algorithms           638f941bbd44fa33224313e75201f9ff0da7a8a2  main-g638f941bbd+010569f7a8              astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils,cpputils
meas_extensions_simpleShape 41120e69f9403fdcbad9a5d148bdc01a5834633c  main-g41120e69f9+150f1d4a58              sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources eebf31c2e0d4e20edc61422bfc81fb3a6286a9d6  main-geebf31c2e0+150f1d4a58              base,afw,geom,pex_config,utils,cpputils,meas_base
ip_isr                    cb2782f2a6270b11bc39289539ad7c0b1812fe81  main-gcb2782f2a6+4d4b223381              meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
meas_astrom               5babe484a339a639c8eb3f0752e040f6db3ac9a5  main-g5babe484a3+4d4b223381              geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            359a236c20f33bfd70ecdd4ab42f0ac69f694cbc  main-g359a236c20+71f080b0bb              afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron f910e4c9074dccf02e1db519381434aa0aefc9e0  main-gf910e4c907+4d4b223381              meas_base,meas_algorithms
meas_extensions_piff      8141377ac42ff2d2e6666b1a996fef283d1761a0  main-g8141377ac4+4d4b223381              afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     dea7e14a58eaf93386193e0352e49976231284a9  main-gdea7e14a58+47c66a3fda              afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom
meas_extensions_scarlet   a4bf7f82cb96c25440820a0b9d6e091f4acb7900  main-ga4bf7f82cb+1084be427e              base,afw,log,scarlet,scarlet_extensions,log,pex_config,pex_exceptions,pipe_base,meas_algorithms,testdata_deblender
meas_extensions_shapeHSM  577f3dc903edd84ce306b60d405aabf91b26eb0e  main-g577f3dc903+4d4b223381              meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             becf7b508dae590cd4847fccb26e5bb2391d4d2d  main-gbecf7b508d+f967a9f5c4              afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom,cpputils
ip_diffim                 8f8c93ee38cb1afe95340ab7f2427b502872f2cc  main-g8f8c93ee38+d7e3c13743              afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved e96dbbe9aaf032f58622ebf0fb9270b78422e04c  main-ge96dbbe9aa+fbcb55fb48              meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
meas_extensions_gaap      3ff5e6c3eaa4b78650528dde3751b54dae105c82  main-g3ff5e6c3ea+7c6eb1fb24              afw,daf_base,geom,ip_diffim,meas_algorithms,meas_base,pex_config,pex_exceptions,utils
pipe_tasks                c56afc4ec12ceceb9170d279ff96429f1277c52b  main-gc56afc4ec1+d487d86a4f              afw,daf_persistence,daf_butler,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_extensions_scarlet,meas_extensions_psfex,meas_extensions_trailedSources,kht,meas_astrom,meas_deblender,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test
ap_association            1ad2e68f5da60d718855bf4fd92d2cce494069b8  main-g1ad2e68f5d+99cfebd2ad              afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
obs_cfht                  a72b4d8957c074b6d81e9b528a6da355f3ff7c6e  main-ga72b4d8957+2076317f89              daf_persistence,obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,testdata_cfht
obs_decam                 cf05173c5cd76aeaf569d05d113601ec96e2d32d  main-gcf05173c5c+237858b97f              utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,testdata_decam
obs_lsst                  2bc4bed457cf3e7f40c8d37e77dd9f4f4727ba28  main-g2bc4bed457+3a8aaaa106              afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler,meas_extensions_gaap
obs_subaru                c6f90de324a023b20b094000fec54743429bb865  main-gc6f90de324+1192ac4a42              daf_persistence,obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,meas_extensions_gaap,testdata_subaru
pipe_drivers              8b6839f0a4fcb8fc0320ec25894c513dc501a523  main-g8b6839f0a4+add6f0ee62              ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks,astro_metadata_translator,geom
ap_pipe                   08d81ebefe865cc92394ba1e2529309049fd7768  main-g08d81ebefe+c25177cd94              utils,pex_config,pipe_base,pipe_tasks,ap_association,ap_pipe_testdata,obs_decam
cp_pipe                   8befeb7a26889c7e06cd89606477c0777dbfce87  main-g8befeb7a26+b3a5010ee4              pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_drivers,pipe_tasks
jointcal                  6000b2fdb9cf8796397f6011531a831208c25915  main-g6000b2fdb9+cc219f2c90              sconsUtils,eigen,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,cpputils,ctrl_mpexec,obs_subaru,obs_cfht,testdata_jointcal,obs_decam,obs_cfht
lsst_obs                  1d50a98a8bf54a436781f813062ddb91a8819070  22.0.0+06c1d524a5                        obs_cfht,obs_decam,obs_lsst,obs_subaru,obs_test,testdata_cfht,testdata_subaru,testdata_decam
pipelines_check           894bb672d1ce9ae88f3aa1a526b4c625e90d6538  main-g894bb672d1+732725ae11              pipe_tasks,daf_butler,obs_subaru,ctrl_mpexec,meas_extensions_convolved,meas_extensions_photometryKron,ip_isr
validate_drp              eb381f050f523b773bea35f85835263183aced51  main-geb381f050f+fcfd83061d              utils,daf_persistence,afw,pipe_base,verify,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
ap_verify                 c812cdda12cb5ab3b55e359d37c97770092ac88f  main-gc812cdda12+0a308b676c              utils,afw,daf_persistence,pipe_tasks,verify,ap_pipe,ctrl_mpexec,ap_verify_testdata,obs_lsst,ip_diffim,ap_association
cp_verify                 cd17c7d9d17950818d036886779ac42c51a48cb8  main-gcd17c7d9d1+ba69ba0c20              sconsUtils,afw,cp_pipe,ip_isr,meas_algorithms,pex_config,pex_exceptions,pipe_tasks,utils
faro                      0f9dca8bb270e4285607df450b4b45ed1169437d  main-g0f9dca8bb2+21e236b103              afw,ctrl_mpexec,daf_butler,dustmaps_cachedata,geom,pex_config,pipe_base,sconsUtils,utils,verify,validate_drp,verify_metrics
fgcmcal                   6415b082799d38441f452daedc5653276cc02560  main-g6415b08279+996396d8ca              sconsUtils,afw,daf_persistence,obs_base,pex_config,pipe_tasks,fgcm,jointcal,testdata_jointcal,obs_subaru
lsst_apps                 d79de062be66b31204067680d07b7c112436d31c  22.0.0+5e96c52f04                        meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex,meas_extensions_piff
lsst_distrib              7ae64ea4b30fbd60e9e5678b0b78acf599cd07f5  main-g7ae64ea4b3+d732149986              lsst_apps,ctrl_execute,ctrl_mpexec,ctrl_bps,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,meas_extensions_scarlet,meas_extensions_trailedSources,meas_extensions_gaap,pipe_drivers,lsst_obs,cbp,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,sdm_schemas,validate_drp,fgcmcal,faro,cp_verify
lsst_ci                   9d0f01ce3b2cc338a11002f28b0f5a83d681a80c  main-g9d0f01ce3b+a34b45ee1d              lsst_apps,lsst_distrib,lsst_obs,pipelines_check,testdata_subaru,testdata_cfht,testdata_decam,validation_data_cfht,validation_data_decam,validate_drp
