# product                 SHA1                                      Version                       
BUILD=b5339
afwdata                   fb580e5660c742a57a6986133b051b2e84170121  21.0.0-1-gfb580e5                        
alert_packet              9c6f3ccb69ff2da8cd0f0e80b92e94cfdac83a6a  master-g9c6f3ccb69                       
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  21.0.0-2-g5887cb0                        
ap_verify_testdata        849605895c4fa3fd5a7b851ef7af37f37251cfe1  21.0.0-3-g8496058                        
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  3.3.7.lsst2-1-g398bedf                   
fgcm                      eab6a24725d6a787db10c5276207ddd8293ac0ad  lsst-dev-geab6a24725                     
firefly_client            508dc7262a76850e0095defb6fae06e0adb234e0  lsst-dev-g508dc7262a                     
obs_decam_data            1fa5c9e7ed051629cbe104e4033fe1d5ca1e83b8  21.0.0-1-g1fa5c9e                        
obs_lsst_data             7ccd7437d5e623a67da97dd70389f5e8e6203e2c  21.0.0-1-g7ccd743                        
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  21.0.0-1-g2f68bc2                        
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  21.0.0-1-g86cffb0                        
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
sconsUtils                b1e2629bb6712a30c4f615f0833d01ecc8c8f5f4  21.0.0-3-gb1e2629                        
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  21.0.0-1-ga65e6c7                        
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  21.0.0-1-g2cc488a                        
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  21.0.0-1-g4c8566d                        
testdata_jointcal         97397185e9d28e8c923108d3f9d8ec5b6ea25b87  21.0.0-2-g9739718                        
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  21.0.0-1-gbf01ab0                        
validation_data_cfht      e74e1c8039631b2905b06fc4480a3acbb3d4a3bf  21.0.0-1-ge74e1c8                        
validation_data_decam     617ce979104789d6f5835abb98e1e42ee93e9d70  21.0.0-1-g617ce97                        
cbp                       143869ca011ae75e8c6fa05981d5b320f1b45506  21.0.0-2-g143869c+2e2d7de22d             geom,sphgeom,afw
ctrl_execute              3d7e797ea635e006638799eec0ed81e728045e16  21.0.0-2-g3d7e797+8d6474adef             ctrl_orca,pex_config,utils
dax_apdb                  5242d73e2ffb4e3e611bb88a9ec4d023285edcf1  21.0.0-2-g5242d73+2e2d7de22d             afw,pex_config,sconsUtils,sphgeom,utils
display_ds9               1367e8551757886328dac339d455d5654390768b  21.0.0-2-g1367e85+2e2d7de22d             afw
display_firefly           8dde00783a8152dc134bd119b394d5ffe7e4a06e  21.0.0-2-g8dde007+dee3436ac6             afw,geom,log,firefly_client
display_matplotlib        fc62afb07263a0395e26f6830119d76e3e46b366  21.0.0-2-gfc62afb+2e2d7de22d             afw
pipe_base                 fbe0b4b7b67bcf871bce942d115d98a259571049  21.0.0-8-gfbe0b4b+0d17e346df             daf_butler,daf_persistence,log,pex_config,utils,afw
shapelet                  4be5c2607021b489881ae1373ae8ba40febae276  21.0.0-3-g4be5c26+2e2d7de22d             afw,sconsUtils,geom
skymap                    aa929c8ad24e9b21f2db7dfd9be0b9fe1c4a5e1b  21.0.0-3-gaa929c8+0d17e346df             sphgeom,geom,afw,daf_butler
coadd_utils               7f82c8f19b2f30e66ea09e5d134dfa2e8f2de96b  21.0.0-2-g7f82c8f+a47fc2211c             afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_platform_lsstvc      181865cd7455bc37dded98f262c73c262a17cbcf  21.0.0-2-g181865c+b698b6488e             ctrl_execute
ctrl_pool                 a326454051f83e7bc2665bf594038ceb874ede2a  21.0.0-2-ga326454+a47fc2211c             daf_persistence,pipe_base,log,utils
obs_base                  9cda63c8e7be98123a13b4c7794437e3a3969bdd  21.0.0-29-g9cda63c+fc3c230ba4            daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
verify                    427c833f928780d8d064cfad8398158edc9be3c5  21.0.0-4-g427c833+8626cc07d1             sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_mpexec               aa77eba10232aa87a0ff93e891f9f1186971cac3  21.0.0-18-gaa77eba+31b29d3cf2            daf_butler,log,obs_base,pex_config,pipe_base
meas_base                 c004bbfd6c80866bd28650376908a97bab615077  21.0.0-4-gc004bbf+09072c972b             utils,geom,afw,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils
obs_test                  21c7a62a3d90b785cdf9142087cb3ac3ae5a4783  21.0.0-3-g21c7a62+e6feffde9e             afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
ctrl_bps                  4087a9f8b6f1bccbf518e919c0be2aa5df256c62  21.0.0-7-g4087a9f+294b061be5             sconsUtils,utils,daf_butler,pipe_base,obs_base,ctrl_mpexec
meas_algorithms           bfb87ad60d7bf2805da4794c1cef66defc738a41  21.0.0-10-gbfb87ad6+daf8efa051           astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils
meas_extensions_simpleShape 103fe59d6fb4b205824659e17fc403ca0e010cd7  21.0.0-2-g103fe59+0b2c8f5a0a             sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
ap_association            9dbe4d1a425d1f1571a92d3fe5f3f77ef3381f9b  21.0.0-4-g9dbe4d1+4921e76672             afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,verify
ip_isr                    4e60332ae88f0dfed74de1e68fed715da570ab9d  21.0.0-6-g4e60332+34e058e33b             meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
meas_astrom               591bb35590da462f022e8ca2518ab518bb930c91  21.0.0-4-g591bb35+34e058e33b             geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            65f322c8c69c5bd6e04110641fdb880fa21e0954  21.0.0-3-g65f322c+fd524020f6             afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron e02ed754a5308ed96b370f2efa93546fe0be67df  21.0.0-3-ge02ed75+34e058e33b             meas_base,meas_algorithms
meas_extensions_psfex     357aad23dceea12cdbe6ca561815996fa8eb9032  21.0.0-3-g357aad2+719445830f             afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom
meas_extensions_scarlet   71e9a8447ea056675840766d0bd3330260bb7964  21.0.0-6-g71e9a84+b3f758dd78             base,afw,log,scarlet,scarlet_extensions,log,pex_config,pex_exceptions,pipe_base,meas_algorithms,testdata_deblender
meas_extensions_shapeHSM  f484ad76bea8dd235ab2c9ee9befb7024095be79  21.0.0-2-gf484ad7+34e058e33b             meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             ecfae73c6be9168ea1eabe7313d83a345067ec34  21.0.0-2-gecfae73+b5b35fd05b             afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom
ip_diffim                 00874e7949982e748f7b856f76b3f4d83866a551  21.0.0-6-g00874e7+30c5b88d0f             afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved 771382750e929bb66bb9a3df47cd144c0e975b06  21.0.0-2-g7713827+e4ba1013b6             meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
pipe_tasks                3fcf026217394c5c388af36383bcf78ba8fcabde  21.0.0-31-g3fcf0262+ee4727a31a           afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_extensions_scarlet,meas_extensions_psfex,kht,meas_astrom,meas_deblender,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test
obs_cfht                  cb0fbf84f410595f76a0e08187f44e5419d3e974  21.0.0-4-gcb0fbf8+f36379b723             daf_persistence,obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,testdata_cfht
obs_decam                 e8fba5a87e825522103d9a15935b3365cf173760  21.0.0-4-ge8fba5a+73ef96c5c8             utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,testdata_decam
obs_lsst                  187a95f474ea56c4b802a973ba27e9389a9fd506  21.0.0-11-g187a95f+77ce474961            afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler
obs_subaru                38c4cc2f37c0ee460f59059de8fb5605a10b461e  21.0.0-14-g38c4cc2f+369b4a64f9           daf_persistence,obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,testdata_subaru
pipe_drivers              a63a54e0d60ae9f0dcdd7a87516831f460e282d6  21.0.0-2-ga63a54e+90fb4e6d1f             ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks,astro_metadata_translator,geom
ap_pipe                   2e65d1e05510151b46f95ef9bd0e91319cfba4a6  21.0.0-9-g2e65d1e+a5b1d43b54             utils,pex_config,pipe_base,pipe_tasks,ap_association,ap_pipe_testdata,obs_decam
cp_pipe                   cf60f9037047abfc0ebccc77d6d1f74a690ec432  21.0.0-10-gcf60f90+bbe0e6ab74            pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_drivers,pipe_tasks
jointcal                  c8ca178cfdbd3b6d4e1912a26eae5faad95bc4d4  21.0.0-7-gc8ca178+542c0ba6f6             sconsUtils,eigen,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,ctrl_mpexec,obs_cfht,testdata_jointcal,obs_subaru,obs_decam,obs_cfht
lsst_obs                  1d50a98a8bf54a436781f813062ddb91a8819070  21.0.0-2-g1d50a98+6675454e0f             obs_cfht,obs_decam,obs_lsst,obs_subaru,obs_test,testdata_cfht,testdata_subaru,testdata_decam
pipelines_check           b69a7ed53444d93ab4ebff9579272e6120526577  21.0.0-1-gb69a7ed+86eb79653f             pipe_tasks,daf_butler,obs_subaru,ctrl_mpexec,meas_extensions_convolved,meas_extensions_photometryKron,ip_isr
validate_drp              107f81dc0f98e4e55616a9eafe661747bc043710  21.0.0-3-g107f81d+362b356e77             utils,daf_persistence,afw,pipe_base,verify,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
ap_verify                 e08b8c0993e6d749a6bf0f0041595bdaaaf6c779  21.0.0-8-ge08b8c0+74f004e7f8             utils,afw,daf_persistence,pipe_tasks,verify,ap_pipe,ctrl_mpexec,ap_verify_testdata,obs_lsst,ip_diffim,ap_association
fgcmcal                   b155db7cf58f6493ed8b0a28195670069737d2b1  21.0.0-5-gb155db7+5dc39e03a1             sconsUtils,afw,daf_persistence,obs_base,pex_config,pipe_tasks,fgcm,jointcal,testdata_jointcal,obs_subaru
lsst_apps                 e4b456e5308c8812d02615d359e2ba9916e5aa3f  21.0.0-1-ge4b456e+f938ee0a71             meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex
lsst_distrib              00ce914c3c74ab4119c9de8dea5c677a0f1df8d8  21.0.0-1-g00ce914+38c0e00a97             lsst_apps,ctrl_execute,ctrl_mpexec,ctrl_bps,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,meas_extensions_scarlet,pipe_drivers,lsst_obs,cbp,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,sdm_schemas,validate_drp,fgcmcal
lsst_ci                   e40f62d4af4849ea7d8b0d9065be1da0862f20c0  21.0.0-3-ge40f62d+66854ad0a0             lsst_apps,lsst_distrib,lsst_obs,pipelines_check,testdata_subaru,testdata_cfht,testdata_decam,validation_data_cfht,validation_data_decam,validate_drp
