# product                 SHA1                                      Version                       
BUILD=b3748
testdata_decam            dd95a3b756cb1b6af5108f06ed7d2afa9202a39a  14.0                                     
eigen                     c8ced58ce1fa144b84f38bd6a2da978d8242cb4c  3.3.4.lsst1                              
starlink_ast              d6cc4e835a9437c4b59277a244e876fd49850cad  lsst-dev-gd6cc4e835a                     
testdata_deblender        76d7dc3446bdd13dbec01f3aa48771848b22ce3c  16.0                                     
cfitsio                   f3986278b6dc7e897628a72bea8a211b8e833524  3360.lsst5                               
libyaml                   fe04f4f6ffde41f44bfec6c6950136b4d224c8c9  0.1.7                                    
minuit2                   dae2fb72f087c8d6dd1c4e0cfe8a828920f3412e  5.34.14                                  
pybind11                  ea7092a4090fd59ade4e396c01408907fd249ee9  2.2.3                                    
xpa                       eb35b1105c2a44557af660104f2807e2b28255dd  2.1.15.lsst3                             
gsl                       b299622f4fcae00c4f1bdddcf05ccc6551b39440  2.4                                      
apr                       39b3212aa46217e4f485b02496381907da8b8d7a  1.5.2                                    
testdata_cfht             2bee09ef6fe206c85ef4c504c2f14afeef4acdd0  14.0                                     
testdata_subaru           f61fcd2d64b7323c2f7aed34e3a45b2790a3a933  14.0                                     
fftw                      30c2cc419e7200314efbef8d0c432ac11e9d41be  3.3.4.lsst2                              
python                    28a652d3d6b1665eb14b9465e11af08269e99fc6  0.0.8                                    
requests                  83cdaf189ad5e7f0f7805ba3104f4cf0c748d363  2.9.1.lsst1+4                            python
python_future             d45cc88dd170528ba3a61171a8a8f6eedd0d4fdc  0.16.0+3                                 python
boost                     ed2ba0af23c00eff59b44431769b6fc8ec719852  1.66.0+2                                 python
ws4py                     5ea348065392f65a2029e86483a6abca75117cd5  0.4.2+3                                  python
pytest_forked             c5fda7b5f4bfa5927d31829ba3a5adb919645ef6  0.2.lsst4+1                              python,pytest
healpy                    9cd97ef29430e2726f91482b83e132622762b0fd  1.10.3.lsst1+6                           python,numpy,pykg_config,cfitsio,astropy
python_coverage           6860bf36802129f59bca5f0c8185ca3190587f35  4.5.1                                    python
esutil                    7cb0cf1c2fbb75c11a1c3c033fc4fa454b6b7470  0.6.2.5.lsst1+2                          python,numpy
pyflakes                  2c8b201b94934f7fa7a3c7bff3d39731a7ac61aa  1.6.0+2                                  python
galsim                    abdd03de6cddf983d6c2a9d3075eb5bc8c131b4f  1.6.0.lsst2                              numpy,python_future,boost,fftw,tmv,astropy
matplotlib                b4501be95a59aa8050fc6577f05cdf17be165b2d  2.0.2+2                                  python,numpy
firefly_client            052b20c543530cef1b1a4cdda58558d04d953eca  lsst-dev-g052b20c543                     ws4py,python_future
log4cxx                   758b5a6065f42f957adbbc00074a300dac6131bc  0.10.0.lsst7                             apr,apr_util
scipy                     aedd72728b314c7adcb2bc108d85b02a75efc322  0.0.1.lsst1+7                            python,numpy
mpi                       6f350834c9ad5859cb069326232a27cdc6cfe17d  0.0.1+3                                  mpich
mpi4py                    6dc1747acc237c28db2b50ad95dbbe8667395789  2.0.0+6                                  python,mpi
flake8                    1dbac37b5a4210c753f7cadc257d02a7a55e337e  3.5.0+8                                  python,python_mccabe,pycodestyle,pyflakes,pep8_naming
treecorr                  2722dd9d8f0cb5c3df05f51e0f83eb751e6b0903  3.2.3.lsst3+2                            numpy,pyyaml
astrometry_net            614c69fbd662f97a354ed1e69cc46b2c82f552a8  0.67.123ff3e.lsst1+8                     cfitsio,wcslib,gsl,numpy
pytest_xdist              a186ae77a9f6e991471d7f4003de959401946dcf  1.20.1.lsst4+1                           python,pytest,pytest_forked,python_execnet
lmfit                     0239b733156600f9ce4602ec7a1a266ee14856b0  0.9.3+8                                  python,numpy,scipy
pytest_flake8             4e9fb1f6078679e3ce100be8f76e8662dc5d5685  0.9.1+8                                  python,pytest,flake8
ndarray                   b3fb59ae4e34a86aa2a1cfb81b1f5af2660c9842  1.5.1.lsst1+3                            boost,python,numpy,eigen,pybind11,fftw
pytest_cov                14fe2eda5c806cbe1b7336a444eb2ed25e124e87  2.5.1                                    python,pytest,python_coverage
sconsUtils                d93e90d9fce3aa05aa0571bdd09814aaf465396e  16.0-1-gd93e90d                          scons,python_future,pytest,pytest_flake8,pytest_xdist,pytest_session2file,pytest_cov,doxygen
verify_metrics            c1dfd1aab9d05da0f5bc9a125d7002ca8199e5b2  16.0+1                                   sconsUtils
base                      928b0412fba77ab7c10c1ee22d1759f8ff2d3440  16.0-1-g928b041+1                        sconsUtils,pybind11,python,python_future,doxygen
afwdata                   e3096bf6d57a7154f22a38a09eba35aa91b54a6e  16.0-1-ge3096bf                          sconsUtils
astrometry_net_data       eaffc02df2119a5f17862630057df8974f07ca23  8.0.0.0+37                               sconsUtils
psfex                     ee0c255054821e86103689bba663a75226793e5f  16.0+1                                   gsl,sconsUtils,fftw
astshim                   44ebaf53d3c058072606a737ac06e6928a08bcbe  16.0-1-g44ebaf5+2                        sconsUtils,ndarray,numpy,starlink_ast,pybind11
jointcal_cholmod          48cb81d1452d66b6f52c02d3f3ec9ea99b564915  master-g48cb81d145+41                    scons,sconsUtils
sphgeom                   32814cc7c5cf7fdc1eb96d11c997c563b9d72112  16.0-3-g32814cc                          base,sconsUtils,pybind11,doxygen
pex_exceptions            988424033e172967ff5310548687587781bf0187  16.0-1-g9884240+1                        base,boost,pybind11,python,python_future
utils                     d6aeecefe409ad76c594a43fb762953f63ddc788  16.0-4-gd6aeece+1                        base,pex_exceptions,boost,numpy,pybind11,python,python_psutil,python_future
geom                      0fa37f0839405c171049d48725bd751884ab4368  16.0-5-g0fa37f0+3                        boost,ndarray,sconsUtils,sphgeom,pex_exceptions,utils
log                       ce273f51342984d75b2b47da0de60efb5eb2c326  16.0-1-gce273f5+1                        boost,log4cxx,base,pybind11,python,sconsUtils,utils
verify                    f66bdf4c88a53f7fb18b6c36b3c213b979991e35  16.0+3                                   python_future,pyyaml,requests,numpy,astropy,sconsUtils,utils,pex_exceptions,log,pytest_flake8,verify_metrics
daf_base                  50d071edccb46fc388ca6f676387ce40f81feca0  16.0-4-g50d071e+1                        utils,pex_exceptions,pybind11,python,numpy
pex_policy                16dcc352219a5fec1afeb87e19309b9793fd2ac1  16.0-1-g16dcc35+1                        daf_base,utils,python_future,pybind11,python
pex_config                943889dbcf50a4b53efdb5e2ec00b7a5bad5eefb  16.0-1-g943889d+1                        daf_base,pex_policy,numpy,utils,python_future,pybind11,python
daf_persistence           3806c63f90834607b630fc774f9f267444510539  16.0-3-g3806c63+1                        log,pex_policy,astropy,pyyaml,pybind11,python
afw                       462999fe7135b9bd3bb5e2c90f48b44ba2ffdd45  16.0-20-g462999fe7                       daf_base,daf_persistence,pex_config,geom,log,ndarray,cfitsio,numpy,minuit2,eigen,gsl,fftw,sphgeom,utils,astropy,pybind11,astshim,matplotlib,afwdata
ctrl_orca                 9633d822c601c422e950248b046d35adba9f08aa  16.0-1-g9633d82+3                        python_future,utils,pex_policy,pex_config,daf_persistence,log
display_ds9               9d5294e0e55208fb9c5d11dc0716d52959c879d6  16.0-2-g9d5294e+3                        afw,xpa,pybind11
shapelet                  188214fa3d4a5e657d46cc3a1e7c02de33aa232c  16.0-5-g188214f+3                        afw,numpy,scons,sconsUtils,pybind11,scipy
skymap                    4515a79c948cb60a510861fe871ab9a50330eca5  16.0-1-g4515a79+12                       numpy,sphgeom,afw,healpy
display_firefly           d8dbf9281265db5d781137569cb4748215e69943  16.0-1-gd8dbf92+1                        afw,log,firefly_client,python_future
daf_butler                cc0fbc10a11950b4a2b93d824c6c4be1f91e9934  master-gcc0fbc10a1                       sphgeom,sqlalchemy,numpy,scons,sconsUtils,utils,daf_persistence,afw
display_matplotlib        cfd6c53fb2b2afaae4b6c783f7b86d332d41a7e9  16.0-3-gcfd6c53+1                        afw,matplotlib,python_future
ctrl_execute              c2b038a13c2772bc608ffd1cf80d146672464789  15.0+28                                  python_future,ctrl_orca,pex_config,utils
obs_base                  2664ab24dda85992bede613817d997946e095239  16.0-7-g2664ab2+3                        daf_base,log,pex_policy,daf_persistence,afw,astropy,utils
ctrl_platform_lsstvc      3865e40c38abb347490c64d33ab2e0120dfaaa35  15.0+28                                  ctrl_execute
obs_test                  c6a11d11b2c77559067094afe2f237badd3f361a  16.0-3-gc6a11d1+4                        afw,daf_base,obs_base,pex_config,pex_policy,numpy,utils,astropy
pipe_base                 41f434e87db9916451fbba1b1137bdd069805652  16.0-9-g41f434e                          daf_butler,daf_persistence,log,pex_config,utils,afw,python_future,obs_test
coadd_utils               5dc86b7d486ca734b91f0e02ce3517490e47e655  16.0-3-g5dc86b7+4                        afw,log,pybind11,numpy,pex_config,pipe_base,scons,sconsUtils,utils,afwdata
meas_base                 fd796ef5b6c94cfe65a6a83cbc678c72bf561eb4  16.0-9-gfd796ef                          utils,geom,afw,coadd_utils,daf_base,sphgeom,numpy,pex_config,pipe_base,pybind11,scons,sconsUtils
cp_pipe                   60afb23e41d70bc0a8625a4375dfe02416088242  16.0+15                                  pex_config,pipe_base,daf_base,log
ctrl_pool                 14407aa59e34dacdd86751ba7ce03d6d70b98c3d  16.0-1-g14407aa                          python_future,daf_persistence,pipe_base,log,utils,mpi4py
coadd_chisquared          839ba837ce4a9dc49a930c7af54f43f78ec67327  16.0-2-g839ba83+4                        coadd_utils,numpy,scons,sconsUtils,pybind11,afwdata
meas_extensions_simpleShape edb2a3ae8500b619a160e60095c676e06798e506  16.0-4-gedb2a3a+4                        scons,sconsUtils,base,numpy,pybind11,afw,meas_base,utils,pex_config,pex_exceptions
meas_algorithms           edacfee54a46ab23d6ccc150fd8c9afb985012d7  16.0-8-gedacfee5                         astshim,daf_base,daf_persistence,geom,afw,esutil,log,meas_base,obs_test,minuit2,numpy,pex_config,pex_exceptions,pex_policy,pipe_base,scons,sconsUtils,utils,pybind11
meas_astrom               1411911bde3b7e5f07afef367fb5482a0da92043  16.0-7-g1411911+4                        geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils,astrometry_net,numpy,matplotlib
meas_deblender            2851537e7b6636c00aff8f38dadfe2eb353f631f  16.0-5-g2851537+1                        afw,log,meas_algorithms,numpy,scons,sconsUtils,utils,pybind11,matplotlib,testdata_deblender
meas_extensions_photometryKron 934b51ea812940262b707cb40e7954e447097ef2  16.0-2-g934b51e+4                        meas_base,pybind11,meas_algorithms
meas_extensions_astrometryNet 06ec41f37ff203278fb371304e80031633e0bb4c  16.0-3-g06ec41f+4                        afw,log,meas_algorithms,meas_astrom,pex_config,pipe_base,utils,astropy,wcslib,astrometry_net,numpy,python_future,matplotlib
meas_modelfit             7a94e697921a6bf10fb89d9107d9a7fad72a73a8  16.0-8-g7a94e69+4                        afw,meas_algorithms,meas_base,numpy,log,scons,sconsUtils,shapelet,pybind11,matplotlib
meas_extensions_psfex     ce2b4a7d752ab32ffa9c1517d8c66d082c26caa0  16.0-6-gce2b4a7+4                        afw,boost,daf_base,fftw,meas_algorithms,meas_base,numpy,psfex,python_future,scons,sconsUtils,pybind11,utils
ip_isr                    6c14c47f0895a403210feee49b36554ad6ae3d85  16.0-4-g6c14c47                          meas_algorithms,numpy,pipe_base,scons,sconsUtils,pybind11
meas_extensions_shapeHSM  db6403831200ce8d88f78ae34fec0ad6521fd412  16.0-4-gdb64038+4                        meas_base,meas_algorithms,galsim,afw,daf_base,numpy,pex_exceptions,pybind11,sconsUtils,utils
obs_monocam               8372efd49791cdc88d50a7069d88b30ffb60ae38  16.0-1-g8372efd+15                       afw,daf_base,obs_base,pex_config,pex_policy,python_future,numpy,utils,meas_extensions_astrometryNet
meas_extensions_convolved dde69e373808d711942dd00663080b8c4cd66b10  16.0-1-gdde69e3+10                       meas_algorithms,meas_extensions_photometryKron
ip_diffim                 489748cfb8a76369582062dd0a7657a39e48aac6  16.0-6-g489748c+1                        afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,minuit2,numpy,pex_config,pex_policy,pipe_base,utils,lmfit,pybind11,afwdata,matplotlib
obs_ctio0m9               324726013e315847439e1d811718724ce1cb13b1  16.0-1-g3247260+15                       afw,daf_base,obs_base,pex_config,pex_policy,python_future,numpy,utils,ip_isr
pipe_tasks                5460b480d6e5bcbe7d39e645f257943e30ce5c5d  16.0-6-g5460b480                         afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_astrom,meas_extensions_astrometryNet,meas_deblender,astrometry_net_data,ip_isr,ip_diffim,coadd_utils,coadd_chisquared,skymap,sphgeom,obs_test,matplotlib
obs_cfht                  d82908a437365592da9b5c7e9b9ce9acd08c56b7  16.0-2-gd82908a+11                       daf_persistence,obs_base,meas_algorithms,pipe_tasks,astropy,testdata_cfht
obs_comCam                4ef91f377f46dffd6cd78a9a9aa94555c3e32b61  16.0-1-g4ef91f3+16                       afw,daf_base,obs_base,pex_config,pex_policy,python_future,numpy,utils,ip_isr,pipe_tasks
validation_data_cfht      d5cd87faf43f4e2f52a8945afc70d0d5fc35be7c  16.0+17                                  obs_cfht
obs_sdss                  44ea68fe555ac4e03ba8b0fffcd087cf5af1c151  16.0-3-g44ea68f+11                       pex_policy,obs_base,afw,meas_algorithms,meas_astrom,pipe_tasks,utils,log,astropy
synpipe                   b36233828dc10cf316479f57a3de471283e9b2bb  16.0-3-gb362338                          astropy,daf_persistence,pex_config,afw,pipe_base,pipe_tasks
obs_decam                 7124a3425b2f4f1bdb4b7b6ba5038eace3291d5d  16.0-3-g7124a34+5                        utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,pex_policy,ip_isr,testdata_decam
obs_subaru                7d3dc24fa70bb2e6d6fa5428d2ee109848648071  16.0-10-g7d3dc24f+4                      daf_persistence,obs_base,pipe_tasks,meas_astrom,astropy,sconsUtils,pybind11,numpy,astshim,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,testdata_subaru
pipe_drivers              1a80542390a535f4c5d433c4bdcd22c17c5ecb6e  16.0-2-g1a80542                          ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks
obs_lsstSim               798650171ba8c30cb2f73445d2f3c862052de0ce  16.0-4-g7986501                          daf_base,pex_policy,afw,daf_persistence,obs_base,meas_algorithms,ip_isr,pipe_tasks,pybind11,utils,astropy
lsst_obs                  89eebdb3ff7938827dae99c05efa0d84db0b2b2c  15.0+80                                  obs_cfht,obs_comCam,obs_ctio0m9,obs_decam,obs_lsstSim,obs_subaru,obs_test,obs_monocam,obs_sdss,testdata_cfht,testdata_subaru,testdata_decam
lsst_apps                 cc7d151676b57b3a582f0b44cdf1904dcab59a17  14.0+159                                 meas_deblender,meas_modelfit,pipe_tasks,obs_lsstSim,obs_sdss,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex
meas_mosaic               964edc4b103bab7e209e3404d7b6a65428d5277f  16.0-7-g964edc4                          sconsUtils,pybind11,python,boost,gsl,afw,numpy,eigen,log,ndarray,pex_config,pipe_tasks,meas_astrom,meas_base,meas_algorithms,minuit2,astropy,obs_subaru
validate_drp              fff7e956148f27edc56d49153c922e0cea6edf11  16.0-6-gfff7e95+1                        python,python_future,utils,daf_persistence,afw,pipe_base,verify,pyyaml,scipy,matplotlib,treecorr,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
ci_ctio0m9                e691f85275d625ba20023001eba35a0d18ce91ca  16.0-1-ge691f85                          obs_ctio0m9,pipe_drivers,pipe_tasks,sconsUtils,afw,pipe_base,pex_config
validation_data_decam     5fdc4fd1082845b36d3886d5724e4d8d3e74c041  16.0+17                                  obs_decam
testdata_jointcal         bdc2990a0900dce2fe1d785e8021982ed9845277  16.0+20                                  obs_lsstSim,obs_cfht,obs_decam,obs_subaru
jointcal                  b249c62e5c81545fb94c6b55e226e569ba5d1404  16.0-8-gb249c62                          scons,sconsUtils,pybind11,eigen,boost,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,meas_extensions_astrometryNet,verify,verify_metrics,obs_cfht,testdata_jointcal
lsst_distrib              da316d8ed5fcfdc1ad1c8dd70c43df304f0dadda  16.0+22                                  lsst_apps,ctrl_execute,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,pipe_drivers,lsst_obs,synpipe,jointcal,verify,display_firefly,display_matplotlib,cp_pipe,validate_drp,meas_mosaic
lsst_ci                   b670d9483baf6760b991711ee7d46cbf9ba3d786  16.0+21                                  lsst_apps,lsst_distrib,testdata_subaru,testdata_cfht,testdata_decam,obs_subaru,obs_cfht,obs_decam,obs_lsstSim,obs_sdss,validation_data_cfht,validation_data_decam,validate_drp,ci_ctio0m9
