# product                 SHA1                                      Version                       
BUILD=b3923
testdata_subaru           f61fcd2d64b7323c2f7aed34e3a45b2790a3a933  14.0                                     
cfitsio                   fc68e3c458900712f0b7938936ce70f46fa4ba7f  3360.lsst6                               
libyaml                   fe04f4f6ffde41f44bfec6c6950136b4d224c8c9  0.1.7                                    
testdata_decam            dd95a3b756cb1b6af5108f06ed7d2afa9202a39a  14.0                                     
xpa                       eb35b1105c2a44557af660104f2807e2b28255dd  2.1.15.lsst3                             
minuit2                   dae2fb72f087c8d6dd1c4e0cfe8a828920f3412e  5.34.14                                  
python                    28a652d3d6b1665eb14b9465e11af08269e99fc6  0.0.8                                    
pytest_cov                14fe2eda5c806cbe1b7336a444eb2ed25e124e87  2.5.1+3                                  python,pytest,python_coverage
healpy                    02b84608a1f56d77bef1d41cf6abbe7189276879  1.10.3.lsst2+1                           python,numpy,pykg_config,cfitsio,astropy
flake8                    5c00ee60f2f3c438cf9768f303462e359d230d7c  3.6.0+2                                  python,python_mccabe,pycodestyle,pyflakes
mpi4py                    6dc1747acc237c28db2b50ad95dbbe8667395789  2.0.0+6                                  python,mpi
pytest_flake8             39ba4274ec41a1cdac9efd1cd49a2619974f15db  1.0.1.lsst2+1                            python,pytest,flake8
fgcm                      7c1c3aad1b9c48d5750943130595b875739588f2  lsst-dev-g7c1c3aad1b                     esutil,numpy,scipy,matplotlib,healpy,pyyaml
pep8_naming               26693fcbc65f3b263b3efab1fd1467def49ee270  0.7.0.lsst1+4                            python,flake8
sconsUtils                57c515d888139fa01e006e0231760431bc0679ac  16.0-15-g57c515d+2                       scons,pytest,pytest_flake8,pep8_naming,pytest_xdist,pytest_session2file,pytest_cov,doxygen
psfex                     ee0c255054821e86103689bba663a75226793e5f  16.0+18                                  gsl,sconsUtils,fftw
astshim                   0febb12f172f6aa92958d4a456aa3fc7795f3087  16.0-2-g0febb12+21                       sconsUtils,ndarray,numpy,starlink_ast,pybind11
verify_metrics            d6b74a99466da166c524102a43984a6431dc05a2  16.0-4-gd6b74a9+1                        sconsUtils
jointcal_cholmod          48cb81d1452d66b6f52c02d3f3ec9ea99b564915  master-g48cb81d145+58                    scons,sconsUtils
base                      9321be75ef148c5d6fb6ba86f1576d75c0e7654f  16.0-6-g9321be7+4                        sconsUtils,pybind11,python,doxygen
astrometry_net_data       eaffc02df2119a5f17862630057df8974f07ca23  8.0.0.0+54                               sconsUtils
sphgeom                   5f3a788d9c46c2fd337a6f4130d5c46487de6c53  16.0-4-g5f3a788+20                       base,sconsUtils,pybind11,doxygen
afwdata                   e3096bf6d57a7154f22a38a09eba35aa91b54a6e  16.0-1-ge3096bf+17                       sconsUtils
pex_exceptions            a3eb7471d14be2321ba7c432ab41031f935d22dc  16.0-4-ga3eb747+10                       base,boost,pybind11,python
utils                     a29f190efd787526912d87ebab938c775be16202  16.0-15-ga29f190+1                       base,pex_exceptions,boost,numpy,pybind11,python,python_psutil
log                       a8830df6ec65b1fe1c26acd9f9355f8c7a461d2b  16.0-2-ga8830df+5                        boost,log4cxx,base,pybind11,python,sconsUtils,utils
daf_base                  09ed895f7bc09c8c806d8351a8aff07f48ac6423  16.0-11-g09ed895+1                       utils,pex_exceptions,pybind11,python,numpy,pyyaml
geom                      0a286122b40af3744dc940bfab02d709ede6f3d3  16.0-14-g0a28612+1                       boost,ndarray,sconsUtils,sphgeom,pex_exceptions,utils
astro_metadata_translator 6f82b7b8ee44926cd7fa51ea2ebb4a1f975d7699  master-g6f82b7b8ee+2                     scons,sconsUtils,pyyaml,astropy,daf_base
verify                    be4bee2d2651d9a0602298fc4324147d3711bae2  16.0-2-gbe4bee2+7                        python_future,pyyaml,requests,numpy,astropy,sconsUtils,utils,pex_exceptions,log,pytest_flake8,verify_metrics
pex_policy                b13d127967f649535209e991ca4e1d467de003f7  16.0-4-gb13d127+5                        daf_base,utils,pybind11,python
pex_config                9645df75d0a9c06f511e9760a4ddabc8e3c5ae99  16.0-7-g9645df7+1                        daf_base,pex_policy,numpy,utils,pybind11,python
daf_persistence           4477fe78962f5bf53260182eef932091ad383129  16.0-12-g4477fe7+1                       log,pex_policy,astropy,pyyaml,pybind11,python
ctrl_orca                 aefcce0c63ab49706277cc7673ef50e1723b127e  16.0-3-gaefcce0+3                        python_future,utils,pex_config,daf_persistence,log
ctrl_execute              609bcd0aaf14039c9ec6cbe251c4f2edf7f495ba  16.0-1-g609bcd0+1                        python_future,ctrl_orca,pex_config,utils
ctrl_platform_lsstvc      817d9558669f49bfc7333e6765e3300a0ffb5ad6  16.0-2-g817d955+1                        ctrl_execute
afw                       7ad45169d13586553506ce9dbb8de52c2eb845fc  16.0-62-g7ad45169d+1                     daf_base,daf_persistence,pex_config,geom,log,ndarray,cfitsio,numpy,minuit2,eigen,gsl,fftw,sphgeom,utils,astropy,pybind11,astshim,matplotlib,afwdata
display_ds9               9d5294e0e55208fb9c5d11dc0716d52959c879d6  16.0-2-g9d5294e+60                       afw,xpa,pybind11
skymap                    ef99c9f1995f806891c0697764b1efef2ab9fde8  16.0-5-gef99c9f+11                       numpy,sphgeom,afw,healpy
shapelet                  3a9f023dd86f9ba8004710d26303653cb3bd23dc  16.0-8-g3a9f023+11                       afw,numpy,scons,sconsUtils,pybind11,scipy
display_firefly           e230541e35b3892bf4ab33c7acfc954c7f6736a9  16.0-8-ge230541+2                        afw,log,firefly_client,python_future
dax_ppdb                  72da5ad0b5d7217c0eed1cc73d4715ae49180ac4  master-g72da5ad0b5+5                     afw,pex_config,python,pyyaml,scons,sconsUtils,sphgeom,sqlalchemy,utils
display_matplotlib        18f3627e88fe04e8f147c3e4c8d6091418f34f68  16.0-4-g18f3627+4                        afw,matplotlib,python_future
daf_butler                092a88e06b7200a35e255464397759dd130764f4  master-g092a88e06b+2                     sphgeom,sqlalchemy,numpy,scons,sconsUtils,utils,astro_metadata_translator,daf_persistence,afw
obs_base                  c1c7f520025ea425007fea735ad75407d6f2701d  16.0-24-gc1c7f52+8                       daf_base,log,daf_persistence,afw,astropy,utils,astro_metadata_translator,daf_butler
obs_test                  85d1a168573eb615204e73f3edf5c3da7bdecae3  16.0-9-g85d1a16+15                       afw,daf_base,obs_base,pex_config,pex_policy,numpy,utils,astropy
ap_verify_testdata        ad2fcd81dc6c9dcaab49a014c1aec0a544669bb3  master-gad2fcd81dc+27                    obs_test
pipe_base                 e6a35c8d5d139f9c851d018d53e586f22a3bdbee  16.0-16-ge6a35c8+5                       daf_butler,daf_persistence,log,pex_config,utils,afw,obs_test
coadd_utils               6a53317665fd620d2a0fe3cfb0c2fab85c895877  16.0-5-g6a53317+20                       afw,log,pybind11,numpy,pex_config,pipe_base,scons,sconsUtils,utils,afwdata
cp_pipe                   ade84164fbc3e6d41cb5bf19ac09437b04ef3be3  16.0-4-gade8416+8                        pex_config,pipe_base,daf_base,log
coadd_chisquared          e00e371ed7ad5c90423d94188483759106dc13d4  16.0-3-ge00e371+20                       coadd_utils,numpy,scons,sconsUtils,pybind11,afwdata
ctrl_pool                 abf74b740a17475d1a9aa5aac38ff8e15b53db48  16.0-4-gabf74b7+15                       python_future,daf_persistence,pipe_base,log,utils,mpi4py
meas_base                 7e0e4ff33694b4c0539336253a953125d44056b7  16.0-17-g7e0e4ff+9                       utils,geom,afw,coadd_utils,daf_base,sphgeom,numpy,pex_config,pipe_base,pybind11,scons,sconsUtils
meas_algorithms           b830ed4ea3e7b8f529c5a2c6a16249b22b2ad1e4  16.0-19-gb830ed4e+15                     astshim,daf_base,daf_persistence,geom,afw,esutil,log,meas_base,obs_test,minuit2,numpy,pex_config,pex_exceptions,pex_policy,pipe_base,scons,sconsUtils,utils,pybind11
meas_extensions_simpleShape b3f8a4bae7472527b6ae8c4180753443f1554f94  16.0-5-gb3f8a4b+73                       scons,sconsUtils,base,numpy,pybind11,afw,meas_base,utils,pex_config,pex_exceptions
meas_modelfit             cf62dc0796beb3322695319f7163cbe77f31b5ea  16.0-16-gcf62dc0+9                       afw,meas_algorithms,meas_base,numpy,log,scons,sconsUtils,shapelet,pybind11,matplotlib
meas_extensions_psfex     c1446ddfc15a0720cfe4a2d65df8025a6a08ac4e  16.0-10-gc1446dd+41                      afw,boost,daf_base,fftw,meas_algorithms,meas_base,numpy,psfex,scons,sconsUtils,pybind11,utils
ap_association            0ce11204513e1ebd1b6a406b1fb8ae11c3c3dd56  master-g0ce1120451+9                     afw,meas_algorithms,pex_config,pipe_base,dax_ppdb,numpy,scipy,python_future
meas_astrom               d8e35904f57a64336bfdd7f82ad24343b65d9215  16.0-16-gd8e3590+15                      geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils,astrometry_net,numpy,matplotlib
meas_extensions_photometryKron f49912ce06bd4fc99570f803ac93236ca89614a4  16.0-6-gf49912c+15                       meas_base,pybind11,meas_algorithms
meas_deblender            4f78f78a6d47501697e85088c518139847a29a4b  16.0-10-g4f78f78+15                      afw,log,meas_algorithms,numpy,scons,sconsUtils,utils,pybind11,scarlet,matplotlib,testdata_deblender
meas_extensions_shapeHSM  fda48a7a1806872895ec1bfc22b61629ecc97b3a  16.0-6-gfda48a7+53                       meas_base,meas_algorithms,galsim,afw,daf_base,numpy,pex_exceptions,pybind11,sconsUtils,utils
meas_extensions_astrometryNet 21fd5fe612fa2e3ec385736e6e6fc120e753f7df  16.0-8-g21fd5fe+15                       afw,log,meas_algorithms,meas_astrom,pex_config,pipe_base,utils,astropy,wcslib,astrometry_net,numpy,python_future,matplotlib
ip_isr                    6c7ed5574c96f7b09b3670c25f7dc0055c5ed8c3  16.0-14-g6c7ed55+15                      meas_algorithms,numpy,pipe_base,scons,sconsUtils,pybind11
meas_extensions_convolved ae186386385d2a635bea615618b8e50547629263  16.0-4-gae18638+41                       meas_algorithms,meas_extensions_photometryKron
ip_diffim                 89065d4524df7d29e3f43a00e01a0cc6efb5d670  16.0-16-g89065d4+13                      afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,minuit2,numpy,pex_config,pex_policy,pipe_base,utils,lmfit,pybind11,afwdata,matplotlib
obs_monocam               40f4cc0425a24cb24e795c0a208c1352c08c815b  16.0-4-g40f4cc0+37                       afw,daf_base,obs_base,pex_config,pex_policy,python_future,numpy,utils,meas_extensions_astrometryNet
obs_ctio0m9               2e441db59638a9239894b27a78dc617b1c89bca3  16.0-6-g2e441db+15                       afw,daf_base,obs_base,pex_config,numpy,utils,ip_isr
pipe_tasks                be3b003849e67e0cc2c170a067d419bc5e4d781f  16.0-34-gbe3b0038                        afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_astrom,meas_extensions_astrometryNet,meas_deblender,astrometry_net_data,ip_isr,ip_diffim,coadd_utils,coadd_chisquared,skymap,sphgeom,obs_test,matplotlib
synpipe                   cbc7b310992dfab4ca4d95ea41beea64aadd1988  16.0-6-gcbc7b31+19                       astropy,daf_persistence,pex_config,afw,pipe_base,pipe_tasks
obs_sdss                  33965e3bc67f181039e21b71243058176ee54124  16.0-7-g33965e3+19                       pex_policy,obs_base,afw,meas_algorithms,meas_astrom,pipe_tasks,utils,log,astropy
pipe_drivers              d2eeba56fc3ed255ce7fb4194576e559294a6de0  16.0-7-gd2eeba5+28                       ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks
obs_cfht                  1ce0f6158fa9d75d00255e7b981ad63e0d93a88f  16.0-7-g1ce0f61+14                       daf_persistence,obs_base,meas_algorithms,pipe_tasks,astropy,astro_metadata_translator,testdata_cfht
obs_subaru                8c0a269d7cfcf68cc058eeb9be5fc5d9c33bc6bb  16.0-36-g8c0a269d                        daf_persistence,obs_base,pipe_tasks,meas_astrom,astropy,sconsUtils,pybind11,numpy,astshim,astro_metadata_translator,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,testdata_subaru
validation_data_cfht      7de73de9538ba803cef42dd2791f384e352d974c  16.0-1-g7de73de+55                       obs_cfht
ci_ctio0m9                e691f85275d625ba20023001eba35a0d18ce91ca  16.0-1-ge691f85+84                       obs_ctio0m9,pipe_drivers,pipe_tasks,sconsUtils,afw,pipe_base,pex_config
meas_mosaic               438cabe154bad7eb9caed0b63f9335de33e15dc7  16.0-16-g438cabe+24                      sconsUtils,pybind11,python,boost,gsl,afw,numpy,eigen,log,ndarray,pex_config,pipe_tasks,meas_astrom,meas_base,meas_algorithms,minuit2,astropy,obs_subaru
obs_lsstSim               28cebc3e6ba1329d1156cdde9e7916ab493706a2  16.0-9-g28cebc3+23                       daf_base,pex_policy,afw,daf_persistence,obs_base,meas_algorithms,ip_isr,pipe_tasks,pybind11,utils,astropy
ap_pipe                   d2692b69d2ea114c52a9b2985ca2b64d4a6cfcd9  master-gd2692b69d2+10                    utils,pex_config,pipe_base,pipe_tasks,ap_association
obs_decam                 e69dfc704b32d05bad48ede2c26bdc23c743c3ed  16.0-14-ge69dfc7+14                      utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,pex_policy,ip_isr,astro_metadata_translator,testdata_decam
obs_comCam                2909b49ba34cc3120671c83628675a584fbd2bee  16.0-6-g2909b49+8                        afw,daf_base,obs_base,pex_config,pex_policy,python_future,numpy,utils,ip_isr,pipe_tasks
lsst_dm_stack_demo        e6c258fda7eb6c6fb457d2be8c2f73fca1be8821  10.1-41-ge6c258f+2                       python,utils,sconsUtils,obs_sdss
validate_drp              e350b0cd818a6640ea27be1ff037cf698d316a1b  16.0-13-ge350b0c+20                      python,utils,daf_persistence,afw,pipe_base,verify,pyyaml,scipy,matplotlib,treecorr,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
ap_verify                 7a7f8d892092ed26cd720edad3bef812290b7faf  master-g7a7f8d8920+6                     python,utils,afw,daf_persistence,ip_isr,pipe_tasks,verify,ap_pipe,ap_verify_testdata,obs_test
testdata_jointcal         bdc2990a0900dce2fe1d785e8021982ed9845277  16.0+107                                 obs_lsstSim,obs_cfht,obs_decam,obs_subaru
lsst_apps                 e7f95acdbc98c351bcdf5ca22c7765c035c82bba  16.0-1-ge7f95ac+38                       meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,obs_lsstSim,obs_sdss,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex
validation_data_decam     d5cb6675fc1d40511b9048230b2cefc8a57e3b3a  16.0-1-gd5cb667+55                       obs_decam
lsst_obs                  89eebdb3ff7938827dae99c05efa0d84db0b2b2c  15.0+165                                 obs_cfht,obs_comCam,obs_ctio0m9,obs_decam,obs_lsstSim,obs_subaru,obs_test,obs_monocam,obs_sdss,testdata_cfht,testdata_subaru,testdata_decam
jointcal                  d8faad8a42d753db2e45f59832a9dea65c7b0a5f  16.0-24-gd8faad8                         scons,sconsUtils,pybind11,eigen,boost,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,meas_extensions_astrometryNet,verify,verify_metrics,obs_cfht,testdata_jointcal
fgcmcal                   581de6283e6cf13db429380f5e9dc7e57a8337a0  master-g581de6283e+1                     scons,sconsUtils,ndarray,esutil,afw,daf_persistence,obs_base,pex_exceptions,pex_config,pipe_tasks,numpy,scipy,matplotlib,healpy,pyyaml,fgcm,testdata_jointcal
lsst_distrib              3466de96d5f25781a0af20d60ad9537876dd4c96  16.0-2-g3466de9+1                        lsst_apps,ctrl_execute,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,pipe_drivers,lsst_obs,synpipe,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,validate_drp,meas_mosaic,fgcmcal
lsst_ci                   bc167260ebfc3552863e7704268cb6ae1fbfd98a  16.0-1-gbc16726+56                       lsst_apps,lsst_distrib,lsst_dm_stack_demo,testdata_subaru,testdata_cfht,testdata_decam,obs_subaru,obs_cfht,obs_decam,obs_lsstSim,obs_sdss,validation_data_cfht,validation_data_decam,validate_drp,ci_ctio0m9
