# product                 SHA1                                      Version                       
BUILD=b5221
afwdata                   fb580e5660c742a57a6986133b051b2e84170121  20.0.0-1-gfb580e5                        
alert_packet              9c6f3ccb69ff2da8cd0f0e80b92e94cfdac83a6a  master-g9c6f3ccb69                       
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  20.0.0-2-g5887cb0                        
ap_verify_testdata        b5d8dbb57be7312d1f4a3fee691a8aab7c8467b0  20.0.0-17-gb5d8dbb                       
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  3.3.7.lsst2-1-g398bedf                   
fgcm                      1f68fb7ac6bb37a8539a7661bd48aa099e55ff1a  lsst-dev-g1f68fb7ac6                     
firefly_client            508dc7262a76850e0095defb6fae06e0adb234e0  lsst-dev-g508dc7262a                     
obs_decam_data            1fa5c9e7ed051629cbe104e4033fe1d5ca1e83b8  20.0.0-2-g1fa5c9e                        
obs_lsst_data             7ccd7437d5e623a67da97dd70389f5e8e6203e2c  20.0.0-7-g7ccd743                        
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  20.0.0-2-g2f68bc2                        
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  20.0.0-1-g86cffb0                        
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
sconsUtils                9a8dc73fbcf953828928a0b252a3747277ac3d68  20.0.0-2-g9a8dc73                        
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  20.0.0-1-ga65e6c7                        
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  20.0.0-1-g2cc488a                        
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  20.0.0-3-g4c8566d                        
testdata_jointcal         025473842ee6a1196d3a4eeb00122aaad3766a1d  20.0.0-5-g0254738                        
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  20.0.0-2-gbf01ab0                        
validation_data_cfht      e74e1c8039631b2905b06fc4480a3acbb3d4a3bf  20.0.0-1-ge74e1c8                        
validation_data_decam     617ce979104789d6f5835abb98e1e42ee93e9d70  20.0.0-1-g617ce97                        
daf_persistence           a885a9928193423a2d369b61a3b71fe098e1bb35  20.0.0-5-ga885a99+c1363b8d99             utils,log,daf_base
pex_config                a51b5d4678a70284aacf13abefed49efedf331ba  20.0.0-2-ga51b5d4+6432c6fd8d             daf_base
afw                       0d0e83cbc6eb7c1f377772527f49f96c0b1a6548  20.0.0-21-g0d0e83cbc+ce03d725a7          daf_base,daf_persistence,pex_config,geom,log,sphgeom,utils,astshim,afwdata
ctrl_orca                 fca2c144ecc087adcb8d85fdc49de01609061a07  20.0.0-2-gfca2c14+01141eab5d             utils,pex_config,daf_persistence,log
cbp                       143869ca011ae75e8c6fa05981d5b320f1b45506  20.0.0-3-g143869c+062b368476             geom,sphgeom,afw
ctrl_execute              3d7e797ea635e006638799eec0ed81e728045e16  20.0.0-2-g3d7e797+9f4fdba5aa             ctrl_orca,pex_config,utils
dax_apdb                  5242d73e2ffb4e3e611bb88a9ec4d023285edcf1  20.0.0-3-g5242d73+062b368476             afw,pex_config,sconsUtils,sphgeom,utils
display_ds9               1367e8551757886328dac339d455d5654390768b  20.0.0-2-g1367e85+062b368476             afw
display_firefly           8dde00783a8152dc134bd119b394d5ffe7e4a06e  20.0.0-2-g8dde007+012a460308             afw,geom,log,firefly_client
display_matplotlib        fc62afb07263a0395e26f6830119d76e3e46b366  20.0.0-2-gfc62afb+062b368476             afw
pipe_base                 051ac7ec5731b1bf6bcef41c88fe425d5d7b7798  20.0.0-29-g051ac7e+44697a6fd9            daf_butler,daf_persistence,log,pex_config,utils,afw
shapelet                  e17e5af90f557a34a7293ee51e295be434e22999  20.0.0-4-ge17e5af+062b368476             afw,sconsUtils,geom
skymap                    aa929c8ad24e9b21f2db7dfd9be0b9fe1c4a5e1b  20.0.0-7-gaa929c8+44697a6fd9             sphgeom,geom,afw,daf_butler
coadd_utils               7f82c8f19b2f30e66ea09e5d134dfa2e8f2de96b  20.0.0-2-g7f82c8f+5e4e36d84e             afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_platform_lsstvc      181865cd7455bc37dded98f262c73c262a17cbcf  20.0.0-2-g181865c+5f3b0e2b49             ctrl_execute
ctrl_pool                 a326454051f83e7bc2665bf594038ceb874ede2a  20.0.0-2-ga326454+5e4e36d84e             daf_persistence,pipe_base,log,utils
obs_base                  0218c7a1e35357b7dab7b55506d4022b613f5044  20.0.0-74-g0218c7a+2b74d6f6a8            daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
verify                    557ca81d7ede19bfdf24629905e66604f1347a0b  20.0.0-5-g557ca81+b069abf05d             sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_mpexec               4e3d3875bedb60a4ba840f64f453dc86ecb492be  20.0.0-47-g4e3d387+82d78a17aa            daf_butler,log,obs_base,pex_config,pipe_base
meas_base                 4c5b18527061dd4dbeca308026f62b1aca8dd1cc  20.0.0-7-g4c5b185+e9ada9175a             utils,geom,afw,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils
obs_test                  4bc9b9f1febdffb412ff4d032b6ac54997d2f6fc  20.0.0-4-g4bc9b9f+bdfdd6875b             afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
ctrl_bps                  7fa0b7801f687ef4695ee531e0d62a7efad64379  master-g7fa0b7801f+3e101ddf0a            sconsUtils,utils,daf_butler,pipe_base,obs_base,ctrl_mpexec
meas_algorithms           2b8c1f54a524f67ed785ff4f68d6ffce1069554b  20.0.0-18-g2b8c1f54+f818346924           astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils
meas_extensions_simpleShape 103fe59d6fb4b205824659e17fc403ca0e010cd7  20.0.0-2-g103fe59+acdbd5293a             sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
ap_association            88e2395db33b9dc8f134f6284c2c3e8222723a25  20.0.0-19-g88e2395+703e0704b4            afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,verify
ip_isr                    5eafb0f08a3aa946228f4a33633d386b98b78095  20.0.0-25-g5eafb0f+4fdebe3fd6            meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
meas_astrom               35ce6d55afa342aeb8012994c3089487c66b2725  20.0.0-4-g35ce6d5+4fdebe3fd6             geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            c738bc1bc092e341fd29c7fd250f330d48b9a5d3  20.0.0-5-gc738bc1+c8d7ba7024             afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron 66bcc37d674848dd8ba2aba8ce6db1b656eab74e  20.0.0-4-g66bcc37+4fdebe3fd6             meas_base,meas_algorithms
meas_extensions_psfex     e7127281f67fb774aba0548ff6c483144a752cbc  20.0.0-8-ge712728+760813dd3b             afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom
meas_extensions_scarlet   e64874a965d7edfe60585ef05f8d536fbfedd1dd  20.0.0-6-ge64874a+59fce18f2e             base,afw,log,scarlet,scarlet_extensions,log,pex_config,pex_exceptions,pipe_base,meas_algorithms,testdata_deblender
meas_extensions_shapeHSM  f484ad76bea8dd235ab2c9ee9befb7024095be79  20.0.0-3-gf484ad7+4fdebe3fd6             meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             ecfae73c6be9168ea1eabe7313d83a345067ec34  20.0.0-4-gecfae73+10f98d95e5             afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom
ip_diffim                 973f35b7f4ba4d3487b7213bc144c1e3d76ce94a  20.0.0-11-g973f35b+8021cdec01            afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved 771382750e929bb66bb9a3df47cd144c0e975b06  20.0.0-2-g7713827+39b488610e             meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
obs_ctio0m9               3a0245c786837592ff7d9a3bd646adc8168f5f26  20.0.0-3-g3a0245c+76fa05a953             afw,daf_base,obs_base,pex_config,utils,ip_isr
pipe_tasks                3fb85450b1dd1c5e8364c04d2c0c24be1978a2f5  20.0.0-47-g3fb85450+2e6af5e3e9           afw,daf_persistence,log,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_extensions_scarlet,meas_extensions_psfex,kht,meas_astrom,meas_deblender,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test
obs_cfht                  77dfe118a94eb2188ae45c8dee0b2e180a7f4df7  20.0.0-7-g77dfe11+d9f0ebdca2             daf_persistence,obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,testdata_cfht
obs_decam                 54e2caaafb19c0377f6c54e506b0c72dd0680385  20.0.0-22-g54e2caa+f197b53095            utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,testdata_decam
obs_lsst                  61239df17fc0cad6f2250682df420affea96f534  19.0.0-111-g61239df+c0931016a7           afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler
obs_subaru                df220c6a747f7b33680a2dcea919ef0e619e46f0  19.0.0-95-gdf220c6a+cbcbf126fe           daf_persistence,obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,testdata_subaru
pipe_drivers              a63a54e0d60ae9f0dcdd7a87516831f460e282d6  20.0.0-3-ga63a54e+c19dc61702             ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks,astro_metadata_translator,geom
ap_pipe                   1f79e15269f6ba040be0d6661b77766b73d70e67  20.0.0-12-g1f79e15+f2ab04e9a2            utils,pex_config,pipe_base,pipe_tasks,ap_association,ap_pipe_testdata,obs_decam
ci_ctio0m9                9dbf95ae3768b34cfe7d77e85299e7479d8eca0f  20.0.0-2-g9dbf95a+78702ee677             obs_ctio0m9,pipe_drivers,pipe_tasks,sconsUtils,afw,pipe_base,pex_config
cp_pipe                   42917e2bbef58ca38f35ae690fb230233008e179  20.0.0-31-g42917e2+976c6e09c1            pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_drivers,pipe_tasks
jointcal                  f391218accc7ac943e3004a631bcae972070511d  19.0.0-16-gf391218+f20f969189            sconsUtils,eigen,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,obs_cfht,testdata_jointcal,obs_subaru,obs_decam,obs_cfht
lsst_obs                  95bdceabcc05675b55597297ae65ae75eb84af46  20.0.0-2-g95bdcea+bf44e30ba2             obs_cfht,obs_ctio0m9,obs_decam,obs_lsst,obs_subaru,obs_test,testdata_cfht,testdata_subaru,testdata_decam
pipelines_check           b69a7ed53444d93ab4ebff9579272e6120526577  master-gb69a7ed534+b2ed5ee7f1            pipe_tasks,daf_butler,obs_subaru,ctrl_mpexec,meas_extensions_convolved,meas_extensions_photometryKron,ip_isr
validate_drp              8f39060c4ec3efc7864b10abb5de7ae47875db68  20.0.0-3-g8f39060+9729ee97eb             utils,daf_persistence,afw,pipe_base,verify,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
ap_verify                 f3b61834a2a6d7f2f2f6fcb6af45fba38bdafb12  20.0.0-30-gf3b6183+d1e2ecb343            utils,afw,daf_persistence,pipe_tasks,verify,ap_pipe,ctrl_mpexec,ap_verify_testdata,obs_lsst,ip_diffim,ap_association
fgcmcal                   5dd23de4b78b8ed91ba227dfeb0f24dffc703fc8  20.0.0-8-g5dd23de+5b5271f539             sconsUtils,afw,daf_persistence,obs_base,pex_config,pipe_tasks,fgcm,jointcal,testdata_jointcal,obs_subaru
lsst_apps                 e4b456e5308c8812d02615d359e2ba9916e5aa3f  20.0.0-2-ge4b456e+0339002e35             meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex
lsst_distrib              00ce914c3c74ab4119c9de8dea5c677a0f1df8d8  20.0.0-4-g00ce914+592bbc638c             lsst_apps,ctrl_execute,ctrl_mpexec,ctrl_bps,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,meas_extensions_scarlet,pipe_drivers,lsst_obs,cbp,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,sdm_schemas,validate_drp,fgcmcal
lsst_ci                   7c2dcacfca294dc8a8181ddcc834093b9ead2ad0  20.0.0-4-g7c2dcac+5788ff713a             lsst_apps,lsst_distrib,lsst_obs,pipelines_check,testdata_subaru,testdata_cfht,testdata_decam,validation_data_cfht,validation_data_decam,validate_drp,ci_ctio0m9
