# product                 SHA1                                      Version                       
BUILD=b5727
afwdata                   294ccec69c8ab026b758a42557191ddc6c08b2df  22.0.0                                   
alert_packet              4f04a3420fc7f673e4cf1b64685a623dfbf10ec1  master-g4f04a3420f                       
ap_pipe_testdata          5887cb02c75af27fc14873fd2b97ac6ff6e4b4bb  22.0.0                                   
ap_verify_testdata        73447c0968141fe233e322d6828c18853c6bd2c0  22.0.0                                   
eigen                     398bedf73421a204f5af0a73b4fe29513bf0f1cf  3.3.7.lsst2-1-g398bedf                   
fgcm                      1e44fd2f375add9a8f13ed51178371279136a63b  lsst-dev-g1e44fd2f37                     
obs_decam_data            c3e517dea3e129286c4c244ab19216553b6754cc  22.0.0                                   
obs_lsst_data             bdb8a927be7854da614426be56425ca360b5564a  22.0.1-1-gbdb8a92                        
obs_subaru_data           2f68bc290627b1476393acd214c86a663ecbe048  22.0.0                                   
obs_test_data             86cffb07a861623a7d6dfa50fc06f4464f55743a  22.0.0                                   
proxmin                   79c049878343e03f030d423d5eca84c61cf578e7  lsst-dev-g79c0498783                     
sconsUtils                e0be3457b30cd34bc8be7b69cedc6b98a40a8048  22.0.0-4-ge0be345                        
testdata_cfht             a65e6c79fddcbd4ea52b5b037ae6250b145a86ca  22.0.0                                   
testdata_deblender        2cc488a7b8fb5b4a68d28dc0f7e2487656e953fb  22.0.0                                   
testdata_decam            4c8566d46baf5b96cc33bed92cbee3d06a40a337  22.0.0                                   
testdata_jointcal         7cf939d2c7b2657a1d21aca2708be5777cfc174d  22.0.0                                   
testdata_subaru           bf01ab0e167b4ff1776bed81439605785bd002dc  22.0.0                                   
validation_data_cfht      e74e1c8039631b2905b06fc4480a3acbb3d4a3bf  22.0.0                                   
validation_data_decam     617ce979104789d6f5835abb98e1e42ee93e9d70  22.0.0                                   
daf_butler                d7b1eedfdc590d3b437979eed2a77176c0808120  22.0.1-63-gd7b1eedf+f253ffa91f           sphgeom,sconsUtils,utils
geom                      8c1d9715ccfd794127d16b3fb4a810451a158231  22.0.1-3-g8c1d971+f253ffa91f             sconsUtils,sphgeom,pex_exceptions,utils
log                       a02864e451421e98347124f202671adf7481dcbb  22.0.1-6-ga02864e+6871d0c7f6             base,sconsUtils,utils
astro_metadata_translator c2dde510d9bb45d1e60ff7412c1e651dcfeb32fe  0.1.0-26-gc2dde51+7b3a3f865e             sconsUtils,daf_base
daf_persistence           7058be7699ee99ba262b07435f82feb14034c706  22.0.1-1-g7058be7+1cf78af69b             utils,log,daf_base
pex_config                87000a63fbe37efc59abb91dfe9546152493e012  22.0.1-1-g87000a6+7b3a3f865e             daf_base
afw                       2e899d2968f935fa9347ad47ed0ed38cda0956ac  22.0.1-24-g2e899d296+b05a4897c9          daf_base,daf_persistence,pex_config,geom,log,sphgeom,utils,astshim,afwdata
ctrl_orca                 fca2c144ecc087adcb8d85fdc49de01609061a07  22.0.0+7fd438f196                        utils,pex_config,daf_persistence,log
cbp                       143869ca011ae75e8c6fa05981d5b320f1b45506  22.0.0+7232f61ff9                        geom,sphgeom,afw
ctrl_execute              3d7e797ea635e006638799eec0ed81e728045e16  22.0.0+0dd12f7a49                        ctrl_orca,pex_config,utils
dax_apdb                  b66926d50d58e9837c6e2c1943f66551c94e7767  22.0.1-2-gb66926d+7232f61ff9             afw,pex_config,sconsUtils,sphgeom,utils
display_ds9               4a4ce7fc1dc003d9094f1be452a24dbe3dd823bf  22.0.0+7232f61ff9                        afw
display_firefly           c6753737fee9ff589b32097b4aa23c3df6b7ce6c  22.0.0+7232f61ff9                        afw,geom,log
display_matplotlib        fc62afb07263a0395e26f6830119d76e3e46b366  22.0.0+7232f61ff9                        afw
pipe_base                 8a29dd84a637ce336e2f0c60d1b997af7b7e5e1d  22.0.1-22-g8a29dd8+6ee09d4599            daf_butler,daf_persistence,log,pex_config,utils,afw
shapelet                  4be5c2607021b489881ae1373ae8ba40febae276  22.0.0+7232f61ff9                        afw,sconsUtils,geom
skymap                    997b569beec575319daadc1af376d4f14ad24a36  22.0.1-3-g997b569+6ee09d4599             sphgeom,geom,afw,daf_butler
coadd_utils               7f82c8f19b2f30e66ea09e5d134dfa2e8f2de96b  22.0.0+d9cf0fe214                        afw,log,pex_config,pipe_base,sconsUtils,utils,afwdata
ctrl_platform_lsstvc      181865cd7455bc37dded98f262c73c262a17cbcf  22.0.0+55785d70c9                        ctrl_execute
ctrl_pool                 92698f76a1a80b32e498c71c4166f3a2d58acb17  22.0.1-2-g92698f7+d9cf0fe214             daf_persistence,pipe_base,log,utils
obs_base                  3ad38630c3158e9a3fae086c2fae8ef8da46e0d4  22.0.1-18-g3ad3863+3b2f0f4c57            daf_base,log,daf_persistence,afw,utils,astro_metadata_translator,geom,daf_butler,pipe_base,skymap
verify                    8f81bb62ccf408fda99f58db62b625d26acfb4e7  22.0.1-5-g8f81bb6+f1a0db8c77             sconsUtils,utils,log,pex_config,daf_butler,pipe_base,dax_apdb,verify_metrics
ctrl_mpexec               461c86889c5e0b48a07c7190800fac14c9a2c1e0  22.0.1-16-g461c868+934caa2d06            daf_butler,obs_base,pex_config,pipe_base
meas_base                 c8c9b3fc82fc368e01bb0ad33328aeeadd87f891  22.0.1-11-gc8c9b3f+0f19af481c            utils,geom,afw,skymap,coadd_utils,daf_base,sphgeom,pex_config,pipe_base,sconsUtils
obs_test                  cb770ba17bd27ee60d264f4898b6824c59ccadf0  22.0.1-2-gcb770ba+b9ea777ba7             afw,daf_base,obs_base,pex_config,utils,obs_test_data,pipe_base
ctrl_bps                  4eaa6687ab366e514410dbf02157a2d9eb0af896  22.0.1-17-g4eaa668+5ee824d2a7            sconsUtils,utils,daf_butler,pipe_base,obs_base,ctrl_mpexec
meas_algorithms           9283e855e2f883fa5da6fc3602cbd30621686d44  22.0.1-19-g9283e855+359fbd1aa2           astshim,daf_base,daf_persistence,geom,afw,log,meas_base,obs_test,pex_config,pex_exceptions,pipe_base,sconsUtils,utils
meas_extensions_simpleShape 103fe59d6fb4b205824659e17fc403ca0e010cd7  22.0.0+5e01a48229                        sconsUtils,base,afw,meas_base,utils,pex_config,pex_exceptions,geom
meas_extensions_trailedSources 5f2689bdc5487277f3d2dff8cb4a3c9258e0d5c4  master-g5f2689bdc5+5e01a48229            base,afw,geom,pex_config,utils,meas_base
ip_isr                    e6342879f3711609014002e8bf106a81f39d2c3d  22.0.1-15-ge634287+afa7c1de23            meas_algorithms,pipe_base,sconsUtils,afw,geom,utils,pex_exceptions
meas_astrom               7aa11f2848d6a8ff95c7bcf5feba86fedfb9ed74  22.0.1-3-g7aa11f2+afa7c1de23             geom,sphgeom,afw,log,meas_algorithms,pex_config,pipe_base,utils
meas_deblender            7dab645b9782188e2b61cfca652f4708756c1bfe  22.0.1-1-g7dab645+93c83ccaec             afw,log,meas_algorithms,sconsUtils,utils,testdata_deblender
meas_extensions_photometryKron e02ed754a5308ed96b370f2efa93546fe0be67df  22.0.0+afa7c1de23                        meas_base,meas_algorithms
meas_extensions_piff      8ef0a89dcb5067361944ae775347f66dbb899304  22.0.1-2-g8ef0a89+afa7c1de23             afw,base,geom,log,meas_algorithms,pex_config,utils
meas_extensions_psfex     c1211bb6ae6591b2a3c9a78d45c112da21987db0  22.0.1-1-gc1211bb+b156e9107e             afw,daf_base,meas_algorithms,meas_base,psfex,sconsUtils,utils,geom
meas_extensions_scarlet   574b836e3e1589d06130018d7ea10f6684a7c2c0  22.0.1-2-g574b836+a68179b31a             base,afw,log,scarlet,scarlet_extensions,log,pex_config,pex_exceptions,pipe_base,meas_algorithms,testdata_deblender
meas_extensions_shapeHSM  810ae3fb1497298389dc4057bf60570dee14c155  22.0.1-3-g810ae3f+afa7c1de23             meas_base,meas_algorithms,geom,afw,daf_base,pex_exceptions,sconsUtils,utils
meas_modelfit             1b65d062da42d83cca9d88187e455a39fbe08f10  22.0.1-1-g1b65d06+81c16f1bcf             afw,meas_algorithms,meas_base,log,sconsUtils,shapelet,geom
ip_diffim                 1be395cc4947382f77c5243693caa2841177a13b  22.0.1-15-g1be395cc+b40e11d0d4           afw,daf_base,daf_persistence,log,meas_algorithms,meas_base,meas_deblender,pex_config,pipe_base,utils,verify,geom,afwdata
meas_extensions_convolved 531ed1ee44d14d59ce03a923dffc19d8417521dd  22.0.1-1-g531ed1e+ba4cbeff4a             meas_algorithms,meas_extensions_photometryKron,afw,geom,meas_base,utils,daf_base
meas_extensions_gaap      fc16c7172d4379ffccecaa0777690d07f90f8c21  master-gfc16c7172d+52f22c219e            afw,daf_base,geom,ip_diffim,meas_algorithms,meas_base,pex_config,pex_exceptions,utils
pipe_tasks                b83a959d4a7ed8444e38d851930cb039d2b39a3a  21.0.0-137-gb83a959d+ed3655b548          afw,daf_persistence,daf_butler,meas_base,pipe_base,pex_config,utils,obs_base,meas_algorithms,meas_extensions_scarlet,meas_extensions_psfex,kht,meas_astrom,meas_deblender,ip_isr,ip_diffim,coadd_utils,skymap,sphgeom,obs_test
ap_association            a93a7b35bd489e6cd790871083476c8b41791b6d  22.0.1-14-ga93a7b3+8a73cbe048            afw,alert_packet,dax_apdb,meas_algorithms,meas_base,pex_config,pipe_base,pipe_tasks,verify
obs_cfht                  6b407993d8d1c322b1a5e03e44a2abfcaf3ac6a4  22.0.1-1-g6b40799+b348224bf8             daf_persistence,obs_base,meas_algorithms,meas_astrom,pipe_tasks,astro_metadata_translator,geom,testdata_cfht
obs_decam                 3402376ac7b9b451d3426bbb756c987988f8747a  22.0.1-7-g3402376+61492745ce             utils,daf_persistence,obs_base,afw,meas_algorithms,pipe_tasks,pipe_base,pex_exceptions,pex_config,ip_isr,astro_metadata_translator,obs_decam_data,geom,testdata_decam
obs_lsst                  8b20a6dcbe5d3b065519943e3d1321c0a5f74eb0  22.0.1-34-g8b20a6d+4476c50320            afw,daf_base,obs_base,pex_config,utils,ip_isr,pipe_tasks,astro_metadata_translator,obs_lsst_data,daf_butler,meas_extensions_gaap
obs_subaru                80d499cb2eb92e73fb7420ae6fcc779f9e91113b  22.0.1-23-g80d499cb+8d24674084           daf_persistence,obs_base,pipe_tasks,meas_astrom,sconsUtils,astshim,astro_metadata_translator,obs_subaru_data,geom,daf_butler,meas_modelfit,meas_extensions_psfex,meas_extensions_shapeHSM,meas_extensions_gaap,testdata_subaru
pipe_drivers              d00fb1e517e6e177fc9fbe9285921bb8515ad3ae  22.0.0+7436aa99d4                        ctrl_pool,afw,pex_exceptions,sphgeom,pex_config,pipe_base,pipe_tasks,astro_metadata_translator,geom
ap_pipe                   4707e2c37c4971ddb0b223c3a33016c34721fa4d  22.0.1-14-g4707e2c+f1dbf4767c            utils,pex_config,pipe_base,pipe_tasks,ap_association,ap_pipe_testdata,obs_decam
cp_pipe                   baf8866cf41472e6dbe9ff86b25c2ab48ef20402  22.0.1-20-gbaf8866+9cdfbeca74            pex_config,pipe_base,log,ip_isr,afw,meas_algorithms,pipe_drivers,pipe_tasks
jointcal                  977d9193dc6f30b9082b3fcb8fad77410c1ac5c8  22.0.1-11-g977d919+4b051e1311            sconsUtils,eigen,afw,daf_persistence,obs_base,pex_exceptions,pex_config,meas_algorithms,pipe_tasks,jointcal_cholmod,verify,verify_metrics,ctrl_mpexec,obs_subaru,obs_cfht,testdata_jointcal,obs_decam,obs_cfht
lsst_obs                  1d50a98a8bf54a436781f813062ddb91a8819070  22.0.0+8cac02a280                        obs_cfht,obs_decam,obs_lsst,obs_subaru,obs_test,testdata_cfht,testdata_subaru,testdata_decam
pipelines_check           214f78054f14aaa5a7b6cdf299758a4950a74522  22.0.1-2-g214f780+ba3b654cd1             pipe_tasks,daf_butler,obs_subaru,ctrl_mpexec,meas_extensions_convolved,meas_extensions_photometryKron,ip_isr
validate_drp              107f81dc0f98e4e55616a9eafe661747bc043710  22.0.0+2864aa0dfa                        utils,daf_persistence,afw,pipe_base,verify,pipe_tasks,pipe_drivers,obs_cfht,obs_decam,obs_subaru
ap_verify                 7d2c3b836c44da3cec1b38a28fbd023c79e613ec  22.0.1-16-g7d2c3b8+ea5bd8c0ac            utils,afw,daf_persistence,pipe_tasks,verify,ap_pipe,ctrl_mpexec,ap_verify_testdata,obs_lsst,ip_diffim,ap_association
cp_verify                 551b1d0ca9c837e46b879b94e47ea1d771f99f28  master-g551b1d0ca9+0882b1a262            sconsUtils,afw,cp_pipe,ip_isr,meas_algorithms,pex_config,pex_exceptions,pipe_base,pipe_tasks,utils
faro                      0ad7dabedae238312b7b09fad334fa77097ce6fb  22.0.1-36-g0ad7dab+1ef516a8ca            afw,ctrl_mpexec,daf_butler,dustmaps_cachedata,geom,pex_config,pipe_base,sconsUtils,utils,verify,validate_drp,verify_metrics
fgcmcal                   a0ac5612749f550d54fec02f2e3a06e9ca382082  22.0.1-9-ga0ac561+381b27b2e4             sconsUtils,afw,daf_persistence,obs_base,pex_config,pipe_tasks,fgcm,jointcal,testdata_jointcal,obs_subaru
lsst_apps                 d79de062be66b31204067680d07b7c112436d31c  22.0.0+7512d7351e                        meas_deblender,meas_modelfit,pipe_tasks,ap_pipe,obs_test,meas_extensions_simpleShape,display_ds9,meas_extensions_psfex,meas_extensions_piff
lsst_distrib              7ae64ea4b30fbd60e9e5678b0b78acf599cd07f5  22.0.1-3-g7ae64ea+5d535e6fb7             lsst_apps,ctrl_execute,ctrl_mpexec,ctrl_bps,ctrl_platform_lsstvc,meas_extensions_convolved,meas_extensions_shapeHSM,meas_extensions_photometryKron,meas_extensions_scarlet,meas_extensions_trailedSources,meas_extensions_gaap,pipe_drivers,lsst_obs,cbp,jointcal,verify,ap_verify,display_firefly,display_matplotlib,cp_pipe,sdm_schemas,validate_drp,fgcmcal,faro,cp_verify
lsst_ci                   e40f62d4af4849ea7d8b0d9065be1da0862f20c0  22.0.0+e32999e499                        lsst_apps,lsst_distrib,lsst_obs,pipelines_check,testdata_subaru,testdata_cfht,testdata_decam,validation_data_cfht,validation_data_decam,validate_drp
